#TIME             VMEM_MAX          VMEM              RMEM_MAX          RMEM              SHMEM             MEM_FREE          TMEM_MAX         
1481766331        0.105038          0.105038          0.003010          0.003010          0.000000          27.653400         0.003010         
1481766333        0.105038          0.105038          0.003048          0.003048          0.000000          27.651000         0.003048         
1481766334        0.343719          0.341778          0.009472          0.009472          0.000000          27.645000         0.009472         
1481766335        0.585575          0.585445          0.032612          0.032612          0.000000          27.619000         0.032612         
1481766336        0.661320          0.661190          0.089958          0.084183          0.000000          27.546600         0.084183         
1481766337        0.692348          0.692219          0.118885          0.118885          0.000000          27.164300         0.118885         
1481766338        0.692348          0.692219          0.118885          0.115856          0.000000          27.016100         0.118885         
1481766341        0.692348          0.692219          0.118885          0.115860          0.000000          26.767100         0.118885         
1481766342        0.692348          0.692219          0.118885          0.115860          0.000000          26.525300         0.118885         
1481766343        0.692348          0.692219          0.118885          0.115864          0.000000          26.304000         0.118885         
1481766346        0.692348          0.692219          0.118885          0.115868          0.000000          25.702700         0.118885         
1481766347        0.692348          0.692219          0.118885          0.115871          0.000000          25.492200         0.118885         
1481766348        0.692348          0.692219          0.118885          0.115871          0.000000          25.298200         0.118885         
1481766350        0.692348          0.692219          0.118885          0.115875          0.000000          25.120600         0.118885         
1481766351        0.692348          0.692219          0.118885          0.115875          0.000000          25.086500         0.118885         
1481766352        0.692348          0.692219          0.118885          0.115875          0.000000          24.935400         0.118885         
1481766354        0.692348          0.692219          0.118885          0.115875          0.000000          24.708200         0.118885         
1481766355        0.692348          0.692219          0.118885          0.115883          0.000000          24.345300         0.118885         
1481766356        0.692348          0.692219          0.118885          0.115883          0.000000          24.133500         0.118885         
1481766357        0.692348          0.692219          0.118885          0.115887          0.000000          23.857300         0.118885         
1481766358        0.692348          0.692219          0.118885          0.115887          0.000000          23.545000         0.118885         
1481766359        0.692348          0.692219          0.118885          0.115891          0.000000          23.379500         0.118885         
1481766360        0.692348          0.692219          0.118885          0.115891          0.000000          23.231200         0.118885         
1481766361        0.692348          0.692219          0.118885          0.115894          0.000000          23.021500         0.118885         
1481766362        0.692348          0.692219          0.118885          0.115894          0.000000          22.780100         0.118885         
1481766364        0.692348          0.692219          0.118885          0.115898          0.000000          22.527800         0.118885         
1481766365        0.692348          0.692219          0.118885          0.115898          0.000000          22.276500         0.118885         
1481766366        0.692348          0.692219          0.118885          0.115902          0.000000          22.031800         0.118885         
1481766367        0.692348          0.692219          0.118885          0.115902          0.000000          21.834000         0.118885         
1481766368        0.692348          0.692219          0.118885          0.115906          0.000000          21.547300         0.118885         
1481766369        0.692348          0.692219          0.118885          0.115910          0.000000          21.265400         0.118885         
1481766370        0.692348          0.692219          0.118885          0.115910          0.000000          21.081800         0.118885         
1481766371        0.692348          0.692219          0.118885          0.115921          0.000000          20.898200         0.118885         
1481766372        0.692348          0.692219          0.118885          0.115921          0.000000          20.664500         0.118885         
1481766374        0.692352          0.692223          0.118889          0.115932          0.000000          20.591700         0.118885         
1481766375        0.692352          0.692223          0.118889          0.115932          0.000000          20.569700         0.118885         
