BatchTime, SubmissionTime, SchedulingDelay, TotalDelay, NumberRecords, Scenario
1508343960000 ms, 2017-10-18T11:26:09, 4, 15221, 2429,1_Producer_Count
1508344020000 ms, 2017-10-18T11:27:28, 0, 71573, 14119,1_Producer_Count
1508344080000 ms, 2017-10-18T11:28:21, 19024, 74431, 11222,1_Producer_Count
1508344140000 ms, 2017-10-18T11:29:26, 9174, 71914, 14354,1_Producer_Count
1508344200000 ms, 2017-10-18T11:30:27, 11312, 74536, 14933,1_Producer_Count
1508344260000 ms, 2017-10-18T11:31:25, 16455, 81567, 15067,1_Producer_Count
1508344320000 ms, 2017-10-18T11:32:26, 20281, 86972, 14949,1_Producer_Count
1508344380000 ms, 2017-10-18T11:33:26, 26908, 94030, 14929,1_Producer_Count
1508344440000 ms, 2017-10-18T11:34:27, 33385, 102711, 14497,1_Producer_Count
1508344500000 ms, 2017-10-18T11:35:26, 43137, 108830, 14683,1_Producer_Count
1508344560000 ms, 2017-10-18T11:36:24, 51610, 114916, 14249,1_Producer_Count
1508344620000 ms, 2017-10-18T11:37:27, 51802, 114197, 14384,1_Producer_Count
1508344680000 ms, 2017-10-18T11:38:18, 62771, 107549, 10861,1_Producer_Count
1508344740000 ms, 2017-10-18T11:39:07, 59192, 74147, 3335,1_Producer_Count
1508344800000 ms, 2017-10-18T11:40:03, 17857, 26106, 1694,1_Producer_Count
1508344860000 ms, 2017-10-18T11:41:03, 0, 7796, 1689,1_Producer_Count
1508344920000 ms, 2017-10-18T11:42:00, 0, 2622, 382,1_Producer_Count
1508344980000 ms, 2017-10-18T11:43:00, 0, 1178, 0,1_Producer_Count
1508345040000 ms, 2017-10-18T11:44:00, 1, 1182, 0,1_Producer_Count
1508345100000 ms, 2017-10-18T11:45:00, 0, 1188, 0,1_Producer_Count
1508345160000 ms, 2017-10-18T11:46:00, 0, 1198, 0,1_Producer_Count
1508345220000 ms, 2017-10-18T11:47:00, 1, 1236, 0,1_Producer_Count
1508345280000 ms, 2017-10-18T11:48:00, 0, 1165, 0,1_Producer_Count
1508345340000 ms, 2017-10-18T11:49:00, 1, 1161, 0,1_Producer_Count
1508345400000 ms, 2017-10-18T11:50:00, 1, 1175, 0,1_Producer_Count
1508345460000 ms, 2017-10-18T11:51:00, 1, 1230, 0,1_Producer_Count
1508345520000 ms, 2017-10-18T11:52:00, 1, 1173, 0,1_Producer_Count
1508345580000 ms, 2017-10-18T11:53:00, 1, 1163, 0,1_Producer_Count
1508345640000 ms, 2017-10-18T11:54:00, 1, 1173, 0,1_Producer_Count
1508345700000 ms, 2017-10-18T11:55:00, 0, 1173, 0,1_Producer_Count
1508345760000 ms, 2017-10-18T11:56:00, 1, 1155, 0,1_Producer_Count
1508345820000 ms, 2017-10-18T11:57:00, 1, 1166, 0,1_Producer_Count
1508345880000 ms, 2017-10-18T11:58:00, 0, 1149, 0,1_Producer_Count
1508345940000 ms, 2017-10-18T11:59:00, 1, 1190, 0,1_Producer_Count
1508346000000 ms, 2017-10-18T12:00:00, 0, 1359, 0,1_Producer_Count
1508346060000 ms, 2017-10-18T12:01:00, 1, 1213, 0,1_Producer_Count
1508346120000 ms, 2017-10-18T12:02:00, 1, 1154, 0,1_Producer_Count
1508346180000 ms, 2017-10-18T12:03:00, 0, 1164, 0,1_Producer_Count
1508346240000 ms, 2017-10-18T12:04:00, 0, 1170, 0,1_Producer_Count
1508346300000 ms, 2017-10-18T12:05:00, 0, 1183, 0,1_Producer_Count
1508346360000 ms, 2017-10-18T12:06:00, 0, 1172, 0,1_Producer_Count
1508346420000 ms, 2017-10-18T12:07:00, 0, 1147, 0,1_Producer_Count
1508346480000 ms, 2017-10-18T12:08:00, 1, 1138, 0,1_Producer_Count
1508346540000 ms, 2017-10-18T12:09:00, 1, 1157, 0,1_Producer_Count
1508346600000 ms, 2017-10-18T12:10:00, 1, 1145, 0,1_Producer_Count
1508346660000 ms, 2017-10-18T12:11:00, 0, 1147, 0,1_Producer_Count
1508346720000 ms, 2017-10-18T12:12:00, 0, 1207, 0,1_Producer_Count
1508346780000 ms, 2017-10-18T12:13:00, 1, 1149, 0,1_Producer_Count
1508346840000 ms, 2017-10-18T12:14:00, 0, 1155, 0,1_Producer_Count
1508346900000 ms, 2017-10-18T12:15:00, 1, 1159, 0,1_Producer_Count
1508346960000 ms, 2017-10-18T12:16:00, 0, 1137, 0,1_Producer_Count
1508347020000 ms, 2017-10-18T12:17:00, 1, 1135, 0,1_Producer_Count
1508347080000 ms, 2017-10-18T12:18:00, 0, 1143, 0,1_Producer_Count
1508347140000 ms, 2017-10-18T12:19:00, 0, 1129, 0,1_Producer_Count
1508347200000 ms, 2017-10-18T12:20:00, 1, 1154, 0,1_Producer_Count
1508347260000 ms, 2017-10-18T12:21:00, 0, 1187, 0,1_Producer_Count
1508347320000 ms, 2017-10-18T12:22:00, 1, 1156, 0,1_Producer_Count
1508347380000 ms, 2017-10-18T12:23:00, 1, 1139, 0,1_Producer_Count
1508347440000 ms, 2017-10-18T12:24:00, 0, 1143, 0,1_Producer_Count
1508347500000 ms, 2017-10-18T12:25:00, 1, 1138, 0,1_Producer_Count
1508347560000 ms, 2017-10-18T12:26:00, 0, 1176, 0,1_Producer_Count
1508347620000 ms, 2017-10-18T12:27:00, 1, 1143, 0,1_Producer_Count
1508347680000 ms, 2017-10-18T12:28:00, 0, 1120, 0,1_Producer_Count
1508347740000 ms, 2017-10-18T12:29:00, 0, 1139, 0,1_Producer_Count
1508347800000 ms, 2017-10-18T12:30:00, 0, 1135, 0,1_Producer_Count
1508347860000 ms, 2017-10-18T12:31:00, 1, 1135, 0,1_Producer_Count
1508347920000 ms, 2017-10-18T12:32:00, 0, 1142, 0,1_Producer_Count
1508347980000 ms, 2017-10-18T12:33:00, 0, 1154, 0,1_Producer_Count
1508348040000 ms, 2017-10-18T12:34:00, 1, 1139, 0,1_Producer_Count
1508348100000 ms, 2017-10-18T12:35:00, 1, 1132, 0,1_Producer_Count
1508348160000 ms, 2017-10-18T12:36:00, 1, 1148, 0,1_Producer_Count
1508348220000 ms, 2017-10-18T12:37:00, 1, 1159, 0,1_Producer_Count
1508348280000 ms, 2017-10-18T12:38:00, 1, 1162, 0,1_Producer_Count
1508348340000 ms, 2017-10-18T12:39:00, 0, 1135, 0,1_Producer_Count
1508348400000 ms, 2017-10-18T12:40:00, 1, 1143, 0,1_Producer_Count
1508348460000 ms, 2017-10-18T12:41:00, 1, 1162, 0,1_Producer_Count
1508348520000 ms, 2017-10-18T12:42:00, 0, 1142, 0,1_Producer_Count
1508348580000 ms, 2017-10-18T12:43:00, 0, 1209, 0,1_Producer_Count
1508348640000 ms, 2017-10-18T12:44:00, 0, 1146, 0,1_Producer_Count
1508348700000 ms, 2017-10-18T12:45:00, 1, 1133, 0,1_Producer_Count
1508348760000 ms, 2017-10-18T12:46:00, 0, 1181, 0,1_Producer_Count
1508348820000 ms, 2017-10-18T12:47:00, 1, 1148, 0,1_Producer_Count
1508348880000 ms, 2017-10-18T12:48:00, 0, 1151, 0,1_Producer_Count
1508348940000 ms, 2017-10-18T12:49:00, 0, 1156, 0,1_Producer_Count
1508349000000 ms, 2017-10-18T12:50:00, 0, 1130, 0,1_Producer_Count
1508349060000 ms, 2017-10-18T12:51:00, 0, 1451, 0,1_Producer_Count
1508349120000 ms, 2017-10-18T12:52:00, 0, 1144, 0,1_Producer_Count
1508349180000 ms, 2017-10-18T12:53:00, 0, 1189, 0,1_Producer_Count
1508349240000 ms, 2017-10-18T12:54:00, 1, 1155, 0,1_Producer_Count
1508349300000 ms, 2017-10-18T12:55:00, 0, 1152, 0,1_Producer_Count
1508349360000 ms, 2017-10-18T12:56:00, 0, 1156, 0,1_Producer_Count
1508349420000 ms, 2017-10-18T12:57:00, 0, 1136, 0,1_Producer_Count
1508349480000 ms, 2017-10-18T12:58:00, 1, 1138, 0,1_Producer_Count
1508349540000 ms, 2017-10-18T12:59:00, 1, 1151, 0,1_Producer_Count
1508349600000 ms, 2017-10-18T13:00:00, 1, 1143, 0,1_Producer_Count
1508349660000 ms, 2017-10-18T13:01:00, 0, 1169, 0,1_Producer_Count
1508349720000 ms, 2017-10-18T13:02:00, 1, 1125, 0,1_Producer_Count
1508349780000 ms, 2017-10-18T13:03:00, 0, 1146, 0,1_Producer_Count
1508349840000 ms, 2017-10-18T13:04:00, 1, 1207, 0,1_Producer_Count
1508349900000 ms, 2017-10-18T13:05:00, 0, 1204, 0,1_Producer_Count
1508349960000 ms, 2017-10-18T13:06:00, 0, 1146, 0,1_Producer_Count
1508350020000 ms, 2017-10-18T13:07:00, 1, 1145, 0,1_Producer_Count
1508350080000 ms, 2017-10-18T13:08:00, 1, 1139, 0,1_Producer_Count
