BatchTime, SubmissionTime, SchedulingDelay, TotalDelay, NumberRecords, Scenario
1505351400000 ms, 2017-09-13T20:10:04, 5, 6582, 563,1_Producer_Count
1505351460000 ms, 2017-09-13T20:11:16, 1, 50609, 7572,1_Producer_Count
1505351520000 ms, 2017-09-13T20:12:14, 1, 36425, 5548,1_Producer_Count
1505351580000 ms, 2017-09-13T20:13:16, 0, 46924, 7558,1_Producer_Count
1505351640000 ms, 2017-09-13T20:14:17, 0, 42324, 7103,1_Producer_Count
1505351700000 ms, 2017-09-13T20:15:19, 1, 48374, 7673,1_Producer_Count
1505351760000 ms, 2017-09-13T20:16:19, 1, 46438, 7369,1_Producer_Count
1505351820000 ms, 2017-09-13T20:17:17, 1, 44220, 7129,1_Producer_Count
1505351880000 ms, 2017-09-13T20:18:18, 1, 43119, 6998,1_Producer_Count
1505351940000 ms, 2017-09-13T20:19:17, 0, 45870, 6720,1_Producer_Count
1505352000000 ms, 2017-09-13T20:20:15, 0, 41005, 6706,1_Producer_Count
1505352060000 ms, 2017-09-13T20:21:15, 0, 40378, 6793,1_Producer_Count
1505352120000 ms, 2017-09-13T20:22:15, 1, 42039, 6932,1_Producer_Count
1505352180000 ms, 2017-09-13T20:23:08, 1, 20791, 3358,1_Producer_Count
1505352240000 ms, 2017-09-13T20:24:02, 0, 6528, 843,1_Producer_Count
1505352300000 ms, 2017-09-13T20:25:00, 0, 1194, 0,1_Producer_Count
1505352360000 ms, 2017-09-13T20:26:00, 1, 1231, 0,1_Producer_Count
1505352420000 ms, 2017-09-13T20:27:00, 1, 1210, 0,1_Producer_Count
1505352480000 ms, 2017-09-13T20:28:00, 0, 1200, 0,1_Producer_Count
1505352540000 ms, 2017-09-13T20:29:00, 1, 1229, 0,1_Producer_Count
1505352600000 ms, 2017-09-13T20:30:00, 0, 1194, 0,1_Producer_Count
1505352660000 ms, 2017-09-13T20:31:00, 0, 1209, 0,1_Producer_Count
1505352720000 ms, 2017-09-13T20:32:00, 0, 1186, 0,1_Producer_Count
1505352780000 ms, 2017-09-13T20:33:00, 0, 1210, 0,1_Producer_Count
1505352840000 ms, 2017-09-13T20:34:00, 0, 1218, 0,1_Producer_Count
1505352900000 ms, 2017-09-13T20:35:00, 1, 1191, 0,1_Producer_Count
1505352960000 ms, 2017-09-13T20:36:00, 1, 1217, 0,1_Producer_Count
1505353020000 ms, 2017-09-13T20:37:00, 0, 1294, 0,1_Producer_Count
1505353080000 ms, 2017-09-13T20:38:00, 0, 1192, 0,1_Producer_Count
1505353140000 ms, 2017-09-13T20:39:00, 0, 1191, 0,1_Producer_Count
1505353200000 ms, 2017-09-13T20:40:00, 1, 1226, 0,1_Producer_Count
1505353260000 ms, 2017-09-13T20:41:00, 1, 1303, 0,1_Producer_Count
1505353320000 ms, 2017-09-13T20:42:00, 1, 1163, 0,1_Producer_Count
1505353380000 ms, 2017-09-13T20:43:00, 0, 1190, 0,1_Producer_Count
