CU,Name,New,StageIn,Allocate,Exec,StageOut,Done
unit.000000,Euclidean_dist_1_1,N/A,602.584712029,N/A,602.978350163,618.70242095,618.707929134
unit.000001,Euclidean_dist_1_1810,N/A,602.310605049,N/A,602.726788998,631.206185102,631.209663153
unit.000002,Euclidean_dist_1_3619,N/A,599.750031948,N/A,600.164447069,629.120383024,629.123998165
unit.000003,Euclidean_dist_1_5428,N/A,597.881014109,N/A,598.294588089,628.111936092,628.116273165
unit.000004,Euclidean_dist_1_7237,N/A,612.55786109,N/A,612.968692064,643.415127039,643.421530008
unit.000005,Euclidean_dist_1_9046,N/A,608.337599993,N/A,608.736891031,637.288753986,637.29216814
unit.000006,Euclidean_dist_1_10855,N/A,608.083562136,N/A,608.48220706,638.295839071,638.30353117
unit.000007,Euclidean_dist_1_12664,N/A,606.136070013,N/A,606.549638987,635.279623985,635.283833027
unit.000008,Euclidean_dist_1_14473,N/A,595.473240137,N/A,595.887125969,623.021053076,623.02393198
unit.000009,Euclidean_dist_1_16282,N/A,594.046162128,N/A,594.431413174,624.902966976,624.908584118
unit.000010,Euclidean_dist_1_18091,N/A,6.82739806175,N/A,7.22893810272,40.9990210533,41.0003600121
unit.000011,Euclidean_dist_1_19900,N/A,7.03099608421,N/A,7.43262314796,38.9491281509,38.951387167
unit.000012,Euclidean_dist_1_21709,N/A,7.23508095741,N/A,7.63641810417,39.9911191463,39.9926111698
unit.000013,Euclidean_dist_1_23518,N/A,7.43564009666,N/A,7.84012317657,39.9916110039,39.9933569431
unit.000014,Euclidean_dist_1_25327,N/A,7.63945317268,N/A,8.04379916191,41.0010490417,41.0023550987
unit.000015,Euclidean_dist_1_27136,N/A,7.84626102448,N/A,8.24754714966,44.0142920017,44.0160319805
unit.000016,Euclidean_dist_1_28945,N/A,8.45733714104,N/A,8.85844111443,39.9938130379,39.9953229427
unit.000017,Euclidean_dist_1_30754,N/A,6.62379217148,N/A,7.02489709854,42.0058779716,42.0076110363
unit.000018,Euclidean_dist_1_32563,N/A,8.04993605614,N/A,8.45121598244,38.9516751766,38.953895092
unit.000019,Euclidean_dist_1_34372,N/A,8.25367808342,N/A,8.65512299538,38.9521551132,38.9556291103
unit.000020,Euclidean_dist_1_36181,N/A,201.886772156,N/A,202.295560122,231.647457123,231.649471045
unit.000021,Euclidean_dist_1_37990,N/A,199.971846104,N/A,200.380784988,229.638978958,229.641630173
unit.000022,Euclidean_dist_1_39799,N/A,203.746983051,N/A,204.161138058,233.662318945,233.665533066
