CU,Name,New,StageIn,Allocate,Exec,StageOut,Done
unit.000000,Euclidean_dist_1_1,N/A,143.747260094,N/A,144.175261974,160.740874052,160.78116703
unit.000001,Euclidean_dist_1_1810,N/A,115.672080994,N/A,116.084985018,147.247976065,147.263151169
unit.000002,Euclidean_dist_1_3619,N/A,114.833775043,N/A,115.328426123,145.006358147,145.061676979
unit.000003,Euclidean_dist_1_5428,N/A,115.238151073,N/A,115.650560141,145.021857977,145.062175035
unit.000004,Euclidean_dist_1_7237,N/A,116.470434189,N/A,116.875432014,148.324522018,148.408169985
unit.000005,Euclidean_dist_1_9046,N/A,140.848520041,N/A,141.247369051,171.077900171,171.096496105
unit.000006,Euclidean_dist_1_10855,N/A,145.254579067,N/A,145.697275162,174.46766305,174.583410978
unit.000007,Euclidean_dist_1_12664,N/A,116.063160181,N/A,116.492125988,147.213889122,147.238075972
unit.000008,Euclidean_dist_1_14473,N/A,114.1305511,N/A,114.541016102,142.911281109,142.934365988
unit.000009,Euclidean_dist_1_16282,N/A,117.016190052,N/A,117.510187149,146.121092081,146.141680002
unit.000010,Euclidean_dist_1_18091,N/A,38.2892570496,N/A,38.6957640648,70.1347689629,70.1533620358
unit.000011,Euclidean_dist_1_19900,N/A,38.5401740074,N/A,38.9462800026,70.1551411152,70.1818490028
unit.000012,Euclidean_dist_1_21709,N/A,39.4893350601,N/A,39.8956081867,71.2324640751,71.2500181198
unit.000013,Euclidean_dist_1_23518,N/A,40.2883901596,N/A,40.6952331066,71.2604780197,71.276982069
unit.000014,Euclidean_dist_1_25327,N/A,40.8380451202,N/A,41.2479350567,71.2723181248,71.292206049
unit.000015,Euclidean_dist_1_27136,N/A,41.0872211456,N/A,41.4937980175,71.2916531563,71.304322958
unit.000016,Euclidean_dist_1_28945,N/A,41.7856061459,N/A,42.1924920082,72.3186581135,72.3303170204
unit.000017,Euclidean_dist_1_30754,N/A,52.9960801601,N/A,53.399657011,81.8915569782,81.9203059673
unit.000018,Euclidean_dist_1_32563,N/A,12.8794741631,N/A,13.2851309776,48.9322090149,48.9444789886
unit.000019,Euclidean_dist_1_34372,N/A,13.2772061825,N/A,13.6829099655,45.6664941311,45.6796910763
