Produce_batch,Num_Messages,Number_APoints/Msg,KB_Transfered,KB/sec
0,5000,0,5000,0.0,0.0
5000,10000,1,5000,309.0,2313.36145694
0,5000,2,5000,618.0,3588.26964351
5000,10000,3,5000,927.0,3685.90026193
10000,15000,4,5000,1236.0,3734.89660837
15000,20000,5,5000,1545.0,4414.13657245
20000,25000,6,5000,1857.0,5026.51583205
25000,30000,7,5000,2163.0,5565.00311734
30000,35000,8,5000,2468.0,5988.73606857
35000,40000,9,5000,2772.0,6271.35237906
40000,45000,10,5000,3078.0,6616.05541263
45000,50000,11,5000,3387.0,6932.47676691
50000,55000,12,5000,3695.0,7215.64319659
55000,60000,13,5000,4000.0,7469.55739313
60000,65000,14,5000,4313.0,7766.16258339
65000,70000,15,5000,4623.0,8031.7734864
70000,75000,16,5000,4939.0,8243.37505332
75000,80000,17,5000,5249.0,8435.05625031
80000,85000,18,5000,5562.0,8612.01563907
85000,90000,19,5000,5870.0,8772.65292553
90000,95000,20,5000,6182.0,8970.92896414
95000,100000,21,5000,6493.0,9004.9230755
0,5000,22,5000,6802.0,7487.90800024
5000,10000,23,5000,7108.0,7427.74348284
10000,15000,24,5000,7413.0,7560.26670992
15000,20000,25,5000,7720.0,7685.82857816
20000,25000,26,5000,8026.0,7795.49568502
25000,30000,27,5000,8330.0,7912.12877693
30000,35000,28,5000,8634.0,7899.85976173
35000,40000,29,5000,8945.0,8008.46680689
40000,45000,30,5000,9257.0,8115.94656352
45000,50000,31,5000,9561.0,8212.62033352
50000,55000,32,5000,9865.0,8308.56614574
55000,60000,33,5000,10170.0,8402.12575631
60000,65000,34,5000,10476.0,8492.93424438
65000,70000,35,5000,10776.0,8575.13956694
70000,75000,36,5000,11075.0,8653.47383983
75000,80000,37,5000,11385.0,8733.62811856
80000,85000,38,5000,11695.0,8760.60915867
85000,90000,39,5000,11998.0,8779.71587665
90000,95000,40,5000,12302.0,8507.71321878
95000,100000,41,5000,12624.0,8456.17838485
100000,105000,42,5000,12946.0,8401.83443177
105000,110000,43,5000,13247.0,8346.77018463
110000,115000,44,5000,13548.0,8130.50119473
115000,120000,45,5000,13876.0,7945.98415641
120000,125000,46,5000,14203.0,7921.96662789
125000,130000,47,5000,14520.0,7726.4991697
130000,135000,48,5000,14836.0,7696.63791857
135000,140000,49,5000,15158.0,7672.90116134
140000,145000,50,5000,15481.0,7534.48870448
145000,150000,51,5000,15780.0,7508.98000536
150000,155000,52,5000,16080.0,7580.83683416
155000,160000,53,5000,16380.0,7638.46163647
160000,165000,54,5000,16681.0,7697.09585145
165000,170000,55,5000,16985.0,7755.33944512
170000,175000,56,5000,17289.0,7829.42941738
175000,180000,57,5000,17598.0,7858.56188863
180000,185000,58,5000,17906.0,7928.12751263
185000,190000,59,5000,18216.0,7985.51652091
190000,195000,60,5000,18526.0,8043.12774719
195000,200000,61,5000,18837.0,8097.37337371
200000,205000,62,5000,19147.0,8159.30871192
205000,210000,63,5000,19458.0,8207.81668537
210000,215000,64,5000,19770.0,8255.14604753
215000,220000,65,5000,20083.0,8305.60406837
220000,225000,66,5000,20397.0,8344.35514006
