Number_Clusters,Number_Points_per_Cluster,Number_Dim,Number_Points_per_Message,Interval,Number_Partitions, Time
100,100,3,5000,120,48,0.15383
100,1000,3,5000,120,48,0.58522
100,10000,3,5000,120,48,6.54440
100,100000,3,5000,120,48,65.07743
100,1000000,3,5000,120,48,638.05022
