Number_Clusters,Number_Points_per_Cluster,Number_Dim,Number_Points_per_Message,Interval,Number_Partitions, Time
100,100,3,5000,120,48,0.09564
100,1000,3,5000,120,48,0.63859
100,10000,3,5000,120,48,5.99115
100,100000,3,5000,120,48,59.29367
100,1000000,3,5000,120,48,642.29890
