t,count
1507240794,0
1507240804,0
1507240814,0
1507240824,0
1507240834,0
1507240844,0
1507240854,0
1507240864,0
1507240874,0
1507240884,0
1507240894,0
1507240904,0
1507240914,0
1507240924,0
1507240934,0
1507240944,0
1507240954,0
1507240964,0
1507240974,0
1507240984,0
1507240994,0
1507241004,0
1507241014,0
1507241024,0
1507241034,0
1507241044,0
1507241054,0
1507241064,0
1507241074,0
1507241084,0
1507241094,0
1507241104,0
1507241114,0
1507241124,0
1507241134,0
1507241144,0
1507241154,0
1507241164,0
1507241174,0
1507241184,0
1507241194,0
1507241204,0
1507241214,0
1507241224,0
1507241234,0
1507241244,0
1507241254,0
1507241264,0
1507241274,0
1507241284,0
1507241294,0
1507241304,0
1507241314,0
1507241324,0
1507241334,0
1507241344,0
1507241354,0
1507241364,0
1507241374,0
1507241384,0
1507241394,0
1507241404,0
1507241414,0
1507241424,0
1507241434,0
1507241444,0
1507241454,0
1507241464,0
1507241474,0
1507241484,0
1507241494,0
1507241504,0
1507241514,0
1507241524,0
1507241534,0
1507241544,0
1507241554,0
1507241564,0
1507241574,0
1507241584,0
1507241594,0
1507241604,0
1507241614,0
1507241624,0
1507241634,0
1507241644,0
1507241654,0
1507241664,0
1507241674,0
1507241684,0
1507241694,0
1507241704,0
1507241714,0
1507241724,0
1507241734,0
1507241744,0
1507241754,0
1507241764,0
1507241774,0
1507241784,0
1507241794,0
1507241804,0
1507241814,0
1507241824,0
1507241834,0
1507241844,0
1507241854,0
1507241864,0
1507241874,0
1507241884,0
1507241894,0
1507241904,0
1507241914,0
1507241924,0
1507241934,0
1507241944,0
1507241954,0
1507241964,0
1507241974,0
1507241984,0
1507241994,0
1507242004,0
1507242014,0
1507242024,0
1507242034,0
1507242044,0
1507242054,0
1507242064,0
1507242074,0
1507242084,0
1507242094,0
1507242104,0
1507242114,0
1507242124,0
1507242134,0
1507242144,0
1507242154,0
1507242164,0
1507242174,0
1507242184,0
1507242194,0
1507242204,0
1507242214,0
1507242224,0
1507242234,0
1507242244,0
1507242254,0
1507242264,0
1507242274,0
1507242284,0
1507242294,0
1507242304,0
1507242314,0
1507242324,0
1507242334,0
1507242344,0
1507242354,0
1507242364,0
1507242374,0
1507242384,0
1507242394,0
1507242404,0
1507242414,0
1507242424,0
1507242434,0
1507242444,0
1507242454,0
1507242464,0
1507242474,0
1507242484,0
1507242494,0
1507242504,0
1507242514,0
1507242524,0
1507242534,0
1507242544,0
1507242554,0
1507242564,0
1507242574,0
1507242584,0
1507242594,0
1507242604,0
1507242614,0
1507242624,0
1507242634,0
1507242644,0
1507242654,0
1507242664,0
1507242674,0
1507242684,0
1507242694,0
1507242704,0
1507242714,0
1507242724,0
1507242734,0
1507242744,0
1507242754,0
1507242764,0
1507242774,0
1507242784,0
1507242794,0
1507242804,0
1507242814,0
1507242824,0
1507242834,0
1507242844,0
1507242854,0
1507242864,0
1507242874,0
1507242884,0
1507242894,0
1507242904,0
1507242914,0
1507242924,0
1507242934,0
1507242944,0
1507242954,0
1507242964,0
1507242974,0
1507242984,0
1507242994,0
1507243004,0
1507243014,0
1507243024,0
1507243034,0
1507243044,0
1507243054,0
1507243064,0
1507243074,0
1507243084,0
1507243094,0
1507243104,0
1507243114,0
1507243124,0
1507243134,0
1507243144,0
1507243154,0
1507243164,0
1507243174,0
1507243184,0
1507243194,0
1507243204,0
1507243214,0
1507243224,0
1507243234,0
1507243244,0
1507243254,0
1507243264,0
1507243274,0
1507243284,0
1507243294,0
1507243304,0
1507243314,0
1507243324,0
1507243334,0
1507243344,0
1507243354,0
1507243364,0
1507243374,0
1507243384,0
1507243394,0
1507243404,0
1507243414,0
1507243424,0
1507243434,0
1507243444,0
1507243454,0
1507243464,0
1507243474,0
1507243484,0
1507243494,0
1507243504,0
1507243514,0
1507243524,0
1507243534,0
1507243544,0
1507243554,0
1507243564,0
1507243574,0
1507243584,0
1507243594,0
1507243604,0
1507243614,0
1507243620,0
