t,count
1507238304,0
1507238314,0
1507238324,0
1507238334,0
1507238344,0
1507238354,0
1507238364,0
1507238374,0
1507238384,0
1507238394,0
1507238404,0
1507238414,0
1507238424,0
1507238434,0
1507238444,0
1507238454,0
1507238464,0
1507238474,0
1507238484,0
1507238494,0
1507238504,0
1507238514,0
1507238524,0
1507238534,0
1507238544,0
1507238554,0
1507238564,0
1507238574,0
1507238584,0
1507238594,0
1507238604,0
1507238614,0
1507238624,0
1507238634,0
1507238644,0
1507238654,0
1507238664,0
1507238674,0
1507238684,0
1507238694,0
1507238704,0
1507238714,0
1507238724,0
1507238734,0
1507238744,0
1507238754,0
1507238764,0
1507238774,0
1507238784,0
1507238794,0
1507238804,0
1507238814,0
1507238824,0
1507238834,0
1507238844,0
1507238854,0
1507238864,0
1507238874,0
1507238884,0
1507238894,0
1507238904,0
1507238914,0
1507238924,0
1507238934,0
1507238944,0
1507238954,0
1507238964,0
1507238974,0
1507238984,0
1507238994,0
1507239004,0
1507239014,0
1507239024,0
1507239034,0
1507239044,0
1507239054,0
1507239064,0
1507239074,0
1507239084,0
1507239094,0
1507239104,0
1507239114,0
1507239124,0
1507239134,0
1507239144,0
1507239154,0
1507239164,0
1507239174,0
1507239184,0
1507239194,0
1507239204,0
1507239214,0
1507239224,0
1507239234,0
1507239244,0
1507239254,0
1507239264,0
1507239274,0
1507239284,0
1507239294,0
1507239304,0
1507239314,0
1507239324,0
1507239334,0
1507239344,0
1507239354,0
1507239364,0
1507239374,0
1507239384,0
1507239394,0
1507239404,0
1507239414,0
1507239424,0
1507239434,0
1507239444,0
1507239454,0
1507239464,0
1507239474,0
1507239484,0
1507239494,0
1507239504,0
1507239514,0
1507239524,0
1507239534,0
1507239544,0
1507239554,0
1507239564,0
1507239574,0
1507239584,0
1507239594,0
1507239604,0
1507239614,0
1507239624,0
1507239634,0
1507239644,0
1507239654,0
1507239664,0
1507239674,0
1507239684,0
1507239694,0
1507239704,0
1507239714,0
1507239724,0
1507239734,0
1507239744,0
1507239754,0
1507239764,0
1507239774,0
1507239784,0
1507239794,0
1507239804,0
1507239814,0
1507239824,0
1507239834,0
1507239844,0
1507239854,0
1507239864,0
1507239874,0
1507239884,0
1507239894,0
1507239904,0
1507239914,0
1507239924,0
1507239934,0
1507239944,0
1507239954,0
1507239964,0
1507239974,0
1507239984,0
1507239994,0
1507240004,0
1507240014,0
1507240024,0
1507240034,0
1507240044,0
1507240054,0
1507240064,0
1507240074,0
1507240084,0
1507240094,0
1507240104,0
1507240114,0
1507240124,0
1507240134,0
1507240144,0
1507240154,0
1507240164,0
1507240174,0
1507240184,0
1507240194,0
1507240204,0
1507240214,0
1507240224,0
1507240234,0
1507240244,0
1507240254,0
1507240264,0
1507240274,0
1507240284,0
1507240294,0
1507240304,0
1507240314,0
1507240324,0
1507240334,0
1507240344,0
1507240354,0
1507240364,0
1507240374,0
1507240384,0
1507240394,0
1507240404,0
1507240414,0
1507240424,0
1507240434,0
1507240444,0
1507240454,0
1507240464,0
1507240474,0
1507240484,0
1507240494,0
1507240504,0
1507240514,0
1507240524,0
1507240534,0
1507240544,0
1507240554,0
1507240564,0
1507240574,0
1507240584,0
1507240594,0
1507240604,0
1507240614,0
1507240624,0
1507240634,0
1507240644,0
1507240654,0
1507240664,0
1507240674,0
1507240684,0
1507240694,0
1507240704,0
1507240714,0
1507240724,0
1507240734,0
1507240744,0
1507240754,0
1507240764,0
1507240774,0
1507240784,0
