t,count,max,mean,min,stddev,p50,p75,p95,p98,p99,p999,mean_rate,m1_rate,m5_rate,m15_rate,rate_unit,duration_unit
1507238304,1,6.085563,6.085563,6.085563,0.000000,6.085563,6.085563,6.085563,6.085563,6.085563,6.085563,0.096740,0.184009,0.196694,0.198892,calls/second,milliseconds
1507238314,1,6.085563,6.085563,6.085563,0.000000,6.085563,6.085563,6.085563,6.085563,6.085563,6.085563,0.049263,0.155760,0.190246,0.196694,calls/second,milliseconds
1507238324,1,6.085563,6.085563,6.085563,0.000000,6.085563,6.085563,6.085563,6.085563,6.085563,6.085563,0.033004,0.131848,0.184009,0.194521,calls/second,milliseconds
1507238334,1,6.085563,6.085563,6.085563,0.000000,6.085563,6.085563,6.085563,6.085563,6.085563,6.085563,0.024815,0.111607,0.177976,0.192372,calls/second,milliseconds
1507238344,70,96.937824,1.654644,0.006399,11.448174,0.012260,0.431874,1.240692,6.085563,96.937824,96.937824,1.391699,1.085923,0.377096,0.258944,calls/second,milliseconds
1507238354,272,96.937824,0.746768,0.004477,5.825698,0.021503,0.333040,0.993992,5.636608,12.813693,96.937824,4.510710,4.153956,1.051036,0.487145,calls/second,milliseconds
1507238364,366,96.937824,0.607693,0.004476,4.930551,0.021503,0.322128,0.734067,5.084538,10.068971,96.937824,5.206423,4.898543,1.309039,0.580181,calls/second,milliseconds
1507238374,499,96.937824,0.488385,0.002472,4.069905,0.158065,0.318228,0.542497,1.301922,7.596115,96.937824,6.214144,6.311108,1.720509,0.726476,calls/second,milliseconds
1507238384,499,96.937824,0.488385,0.002472,4.069905,0.158065,0.318228,0.542497,1.301922,7.596115,96.937824,5.526183,5.342238,1.664104,0.718448,calls/second,milliseconds
1507238394,499,96.937824,0.488385,0.002472,4.069905,0.158065,0.318228,0.542497,1.301922,7.596115,96.937824,4.975208,4.522107,1.609548,0.710510,calls/second,milliseconds
1507238404,548,96.937824,0.432577,0.002472,3.753075,0.014980,0.305432,0.512522,1.301922,6.315081,96.937824,4.968348,4.611445,1.718760,0.756952,calls/second,milliseconds
1507238414,548,96.937824,0.432577,0.002472,3.753075,0.014980,0.305432,0.512522,1.301922,6.315081,96.937824,4.555358,3.903504,1.662413,0.748588,calls/second,milliseconds
1507238424,548,96.937824,0.432577,0.002472,3.753075,0.014980,0.305432,0.512522,1.301922,6.315081,96.937824,4.205696,3.304245,1.607912,0.740317,calls/second,milliseconds
1507238434,548,96.937824,0.432577,0.002472,3.753075,0.014980,0.305432,0.512522,1.301922,6.315081,96.937824,3.906040,2.796983,1.555199,0.732137,calls/second,milliseconds
1507238444,554,96.937824,0.430183,0.002472,3.688409,0.016024,0.309238,0.539149,1.301922,6.315081,96.937824,3.686004,2.460985,1.523938,0.730683,calls/second,milliseconds
1507238454,581,96.937824,0.405205,0.002472,3.397953,0.155654,0.314112,0.493834,1.081676,6.315081,96.937824,3.624535,2.482326,1.559216,0.751338,calls/second,milliseconds
1507238464,595,96.937824,0.394228,0.002472,3.256238,0.190723,0.307250,0.492031,1.068766,6.085563,23.962746,3.493925,2.311055,1.553777,0.758481,calls/second,milliseconds
1507238474,728,96.937824,0.290611,0.001744,2.413073,0.016024,0.270512,0.443428,0.742561,5.084538,23.962746,4.037815,4.027475,1.942744,0.898232,calls/second,milliseconds
1507238484,742,96.937824,0.297120,0.001744,2.366077,0.016024,0.269388,0.444099,1.068766,4.867663,23.962746,3.899208,3.615159,1.924568,0.903734,calls/second,milliseconds
1507238494,742,96.937824,0.297120,0.001744,2.366077,0.016024,0.269388,0.444099,1.068766,4.867663,23.962746,3.704499,3.060166,1.861473,0.893748,calls/second,milliseconds
1507238504,752,96.937824,0.333600,0.001744,2.339346,0.019575,0.272095,0.512539,4.470285,4.867663,23.962746,3.575913,2.750286,1.833504,0.894952,calls/second,milliseconds
1507238514,774,96.937824,0.310206,0.001744,2.200402,0.019575,0.266568,0.475921,3.914321,4.867663,12.813693,3.513471,2.669643,1.845683,0.909391,calls/second,milliseconds
1507238524,822,96.937824,0.267649,0.001744,1.940359,0.019575,0.260280,0.416914,1.068766,4.599021,12.813693,3.569356,2.959595,1.935707,0.950140,calls/second,milliseconds
1507238534,840,96.937824,0.254904,0.001744,1.854792,0.019575,0.256286,0.390875,0.742561,4.599021,10.068971,3.495705,2.802051,1.937378,0.961692,calls/second,milliseconds
1507238544,845,96.937824,0.278230,0.001744,1.857709,0.023369,0.260444,0.442479,3.914321,4.610305,10.068971,3.376007,2.445448,1.890118,0.956575,calls/second,milliseconds
1507238554,845,96.937824,0.278230,0.001744,1.857709,0.023369,0.260444,0.442479,3.914321,4.610305,10.068971,3.246310,2.070027,1.828153,0.946005,calls/second,milliseconds
1507238564,845,96.937824,0.278230,0.001744,1.857709,0.023369,0.260444,0.442479,3.914321,4.610305,10.068971,3.126211,1.752240,1.768219,0.935552,calls/second,milliseconds
1507238574,847,96.937824,0.276239,0.001744,1.842181,0.023369,0.261218,0.433122,3.914321,4.610305,10.068971,3.021814,1.512664,1.716752,0.927418,calls/second,milliseconds
