t,count,max,mean,min,stddev,p50,p75,p95,p98,p99,p999,mean_rate,m1_rate,m5_rate,m15_rate,rate_unit,duration_unit
1504210831,1,9.324189,9.324189,9.324189,0.000000,9.324189,9.324189,9.324189,9.324189,9.324189,9.324189,0.096510,0.184009,0.196694,0.198892,calls/second,milliseconds
1504210841,1,9.324189,9.324189,9.324189,0.000000,9.324189,9.324189,9.324189,9.324189,9.324189,9.324189,0.049238,0.155760,0.190246,0.196694,calls/second,milliseconds
1504210851,1,9.324189,9.324189,9.324189,0.000000,9.324189,9.324189,9.324189,9.324189,9.324189,9.324189,0.032993,0.131848,0.184009,0.194521,calls/second,milliseconds
1504210861,50,100.614495,2.166773,0.007139,14.160913,0.010434,0.014411,0.842473,100.614495,100.614495,100.614495,1.240314,0.895172,0.339956,0.246665,calls/second,milliseconds
1504210871,587,100.614495,0.471418,0.003856,4.243338,0.127661,0.251531,0.600215,3.812917,7.134098,100.614495,11.667541,8.658379,2.074636,0.835655,calls/second,milliseconds
1504210881,587,100.614495,0.471418,0.003856,4.243338,0.127661,0.251531,0.600215,3.812917,7.134098,100.614495,9.733219,7.329160,2.006621,0.826422,calls/second,milliseconds
1504210891,587,100.614495,0.471418,0.003856,4.243338,0.127661,0.251531,0.600215,3.812917,7.134098,100.614495,8.349104,6.204000,1.940836,0.817290,calls/second,milliseconds
1504210901,587,100.614495,0.471418,0.003856,4.243338,0.127661,0.251531,0.600215,3.812917,7.134098,100.614495,7.309488,5.251573,1.877208,0.808259,calls/second,milliseconds
1504210911,587,100.614495,0.471418,0.003856,4.243338,0.127661,0.251531,0.600215,3.812917,7.134098,100.614495,6.500023,4.445360,1.815666,0.799328,calls/second,milliseconds
1504210921,1029,100.614495,0.291623,0.001014,2.621094,0.014604,0.206156,0.419988,3.315829,5.159503,22.219119,10.258578,9.279852,2.896611,1.172767,calls/second,milliseconds
1504210931,1173,100.614495,0.262437,0.001014,2.454319,0.088302,0.194195,0.350975,0.717771,5.159503,22.219119,10.634067,11.400946,3.585157,1.425364,calls/second,milliseconds
1504210941,1173,100.614495,0.262437,0.001014,2.454319,0.088302,0.194195,0.350975,0.717771,5.159503,22.219119,9.750036,9.650693,3.467622,1.409614,calls/second,milliseconds
1504210951,1173,100.614495,0.262437,0.001014,2.454319,0.088302,0.194195,0.350975,0.717771,5.159503,22.219119,9.001695,8.169135,3.353939,1.394038,calls/second,milliseconds
1504210961,1173,100.614495,0.262437,0.001014,2.454319,0.088302,0.194195,0.350975,0.717771,5.159503,22.219119,8.360206,6.915024,3.243984,1.378635,calls/second,milliseconds
1504210971,1173,100.614495,0.262437,0.001014,2.454319,0.088302,0.194195,0.350975,0.717771,5.159503,22.219119,7.804000,5.853441,3.137634,1.363401,calls/second,milliseconds
1504210981,1714,22.219119,0.185131,0.001014,0.760893,0.010321,0.176154,0.284643,1.189244,4.731176,7.484590,10.698271,11.239340,4.333914,1.783792,calls/second,milliseconds
1504210991,1759,22.219119,0.182161,0.001014,0.743944,0.074904,0.171684,0.282099,0.580134,4.488566,7.484590,10.328477,12.353416,4.819288,1.976747,calls/second,milliseconds
1504211001,1759,22.219119,0.182161,0.001014,0.743944,0.074904,0.171684,0.282099,0.580134,4.488566,7.484590,9.755669,10.456941,4.661293,1.954905,calls/second,milliseconds
1504211011,1759,22.219119,0.182161,0.001014,0.743944,0.074904,0.171684,0.282099,0.580134,4.488566,7.484590,9.243059,8.851609,4.508477,1.933304,calls/second,milliseconds
1504211021,1759,22.219119,0.182161,0.001014,0.743944,0.074904,0.171684,0.282099,0.580134,4.488566,7.484590,8.781626,7.492725,4.360672,1.911942,calls/second,milliseconds
1504211031,1759,22.219119,0.182161,0.001014,0.743944,0.074904,0.171684,0.282099,0.580134,4.488566,7.484590,8.364047,6.342455,4.217712,1.890816,calls/second,milliseconds
1504211041,2345,9.772980,0.157185,0.000691,0.579271,0.072324,0.155411,0.253048,0.492660,4.025788,5.730027,10.644303,14.739567,6.016585,2.519229,calls/second,milliseconds
1504211051,2345,9.772980,0.157185,0.000691,0.579271,0.072324,0.155411,0.253048,0.492660,4.025788,5.730027,10.182131,12.476774,5.819337,2.491392,calls/second,milliseconds
1504211061,2345,9.772980,0.157185,0.000691,0.579271,0.072324,0.155411,0.253048,0.492660,4.025788,5.730027,9.758439,10.561361,5.628557,2.463863,calls/second,milliseconds
1504211071,2345,9.772980,0.157185,0.000691,0.579271,0.072324,0.155411,0.253048,0.492660,4.025788,5.730027,9.368524,8.939999,5.444031,2.436638,calls/second,milliseconds
1504211081,2345,9.772980,0.157185,0.000691,0.579271,0.072324,0.155411,0.253048,0.492660,4.025788,5.730027,9.008640,7.567546,5.265554,2.409715,calls/second,milliseconds
