Number_Clusters,Number_Points_per_Cluster,Number_Dim,Number_Points_per_Message,Interval,Number_Partitions, Time
100,100,3,8000,120,48,0.06080
100,1000,3,8000,120,48,0.63413
100,10000,3,8000,120,48,5.31559
100,100000,3,8000,120,48,61.25591
100,1000000,3,8000,120,48,574.13164
