Produce_batch,Num_Messages,Number_APoints/Msg,KB_Transfered,KB/sec
0,8000,0,8000,0.0,0.0
0,8000,1,8000,496.0,6278.55710949
8000,16000,2,8000,992.0,5890.14253842
16000,24000,3,8000,1487.0,7557.9272458
24000,32000,4,8000,1986.0,8640.37979182
32000,40000,5,8000,2482.0,9435.61108135
40000,48000,6,8000,2975.0,9586.71909453
48000,56000,7,8000,3474.0,10234.7091255
56000,64000,8,8000,3969.0,10779.7869037
64000,72000,9,8000,4463.0,11111.0259524
72000,80000,10,8000,4953.0,11398.6283449
80000,88000,11,8000,5446.0,11443.8688129
88000,96000,12,8000,5943.0,11195.1235675
0,8000,13,8000,6445.0,8352.69594343
8000,16000,14,8000,6948.0,7941.48675126
16000,24000,15,8000,7458.0,7895.49625305
24000,32000,16,8000,7951.0,7827.5045908
32000,40000,17,8000,8434.0,7769.1760348
40000,48000,18,8000,8933.0,7676.5352381
48000,56000,19,8000,9432.0,7449.09485967
56000,64000,20,8000,9923.0,7423.83291877
64000,72000,21,8000,10418.0,7404.9219107
72000,80000,22,8000,10920.0,7539.8637643
80000,88000,23,8000,11423.0,7661.95816363
88000,96000,24,8000,11923.0,7711.14720891
96000,104000,25,8000,12428.0,7766.70884935
104000,112000,26,8000,12932.0,7736.98977117
112000,120000,27,8000,13434.0,7776.56876735
120000,128000,28,8000,13939.0,7874.24188937
128000,136000,29,8000,14429.0,7942.20426924
136000,144000,30,8000,14919.0,7988.58747404
144000,152000,31,8000,15409.0,8044.14786787
152000,160000,32,8000,15898.0,8120.00727136
160000,168000,33,8000,16384.0,8142.28306474
168000,176000,34,8000,16889.0,8176.35960026
176000,184000,35,8000,17387.0,8250.77119628
184000,192000,36,8000,17885.0,8307.14088883
192000,200000,37,8000,18384.0,8330.45162368
200000,208000,38,8000,18885.0,8441.43434865
208000,216000,39,8000,19385.0,8545.06040806
216000,224000,40,8000,19869.0,8639.49199472
224000,232000,41,8000,20360.0,8719.42628817
232000,240000,42,8000,20862.0,8751.94327642
240000,248000,43,8000,21354.0,8839.50121245
248000,256000,44,8000,21859.0,8904.17777571
256000,264000,45,8000,22368.0,8969.3364458
264000,272000,46,8000,22877.0,8976.42682072
272000,280000,47,8000,23384.0,8980.71699484
280000,288000,48,8000,23893.0,9039.09686624
288000,296000,49,8000,24377.0,9089.80051407
296000,304000,50,8000,24880.0,9142.92423836
304000,312000,51,8000,25376.0,9142.6920209
312000,320000,52,8000,25864.0,9135.01009368
320000,328000,53,8000,26366.0,9170.29134135
328000,336000,54,8000,26856.0,9141.39745083
336000,344000,55,8000,27358.0,9142.69266594
344000,352000,56,8000,27862.0,9229.89529979
352000,360000,57,8000,28360.0,9290.72349188
360000,368000,58,8000,28846.0,9323.68799305
368000,376000,59,8000,29341.0,9307.77707848
376000,384000,60,8000,29839.0,9340.46383971
384000,392000,61,8000,30338.0,9372.05259029
392000,400000,62,8000,30837.0,9403.72343141
400000,408000,63,8000,31341.0,9391.45918141
408000,416000,64,8000,31827.0,9450.67475135
416000,424000,65,8000,32328.0,9478.94267445
424000,432000,66,8000,32837.0,9532.0063744
432000,440000,67,8000,33347.0,9572.29372386
440000,448000,68,8000,33850.0,9622.46107682
448000,456000,69,8000,34363.0,9675.06017689
456000,464000,70,8000,34867.0,9722.61218456
464000,472000,71,8000,35369.0,9748.28753663
472000,480000,72,8000,35871.0,9795.49071272
480000,488000,73,8000,36371.0,9817.85512973
488000,496000,74,8000,36852.0,9866.93084757
496000,504000,75,8000,37336.0,9885.76120436
504000,512000,76,8000,37830.0,9905.62563151
512000,520000,77,8000,38328.0,9956.38726902
520000,528000,78,8000,38816.0,9975.72607536
528000,536000,79,8000,39303.0,9983.95530061
536000,544000,80,8000,39806.0,10006.5079474
544000,552000,81,8000,40313.0,10029.6334767
552000,560000,82,8000,40817.0,10013.9691298
560000,568000,83,8000,41314.0,9999.16706762
568000,576000,84,8000,41813.0,9983.10062878
576000,584000,85,8000,42312.0,10005.5736907
584000,592000,86,8000,42805.0,10026.2148094
592000,600000,87,8000,43295.0,10006.9661366
600000,608000,88,8000,43794.0,10049.3194162
608000,616000,89,8000,44297.0,10073.6537105
616000,624000,90,8000,44791.0,10094.758546
624000,632000,91,8000,45277.0,10062.6890121
632000,640000,92,8000,45766.0,10045.702436
640000,648000,93,8000,46274.0,9963.02316481
648000,656000,94,8000,46769.0,9880.38045534
656000,664000,95,8000,47273.0,9802.90075394
664000,672000,96,8000,47768.0,9631.4062016
672000,680000,97,8000,48250.0,9560.98307659
680000,688000,98,8000,48731.0,9400.25922582
688000,696000,99,8000,49234.0,9340.7214716
696000,704000,100,8000,49728.0,9195.38182135
704000,712000,101,8000,50225.0,9141.15680532
712000,720000,102,8000,50723.0,9008.57514724
720000,728000,103,8000,51215.0,8873.20726055
728000,736000,104,8000,51719.0,8827.16584895
736000,744000,105,8000,52216.0,8705.89498981
744000,752000,106,8000,52708.0,8588.96982197
752000,760000,107,8000,53199.0,8477.53647962
760000,768000,108,8000,53699.0,8438.3297016
768000,776000,109,8000,54200.0,8397.51649453
776000,784000,110,8000,54700.0,8359.58358692
784000,792000,111,8000,55202.0,8260.9415695
792000,800000,112,8000,55707.0,8166.86087513
800000,808000,113,8000,56220.0,8077.39579607
808000,816000,114,8000,56718.0,7991.8520955
816000,824000,115,8000,57203.0,7955.75923287
824000,832000,116,8000,57695.0,7874.24016757
832000,840000,117,8000,58196.0,7796.65765918
840000,848000,118,8000,58686.0,7771.61517285
848000,856000,119,8000,59190.0,7697.99712484
856000,864000,120,8000,59674.0,7625.00131442
864000,872000,121,8000,60162.0,7602.06139161
872000,880000,122,8000,60657.0,7533.94153542
880000,888000,123,8000,61147.0,7467.77678727
888000,896000,124,8000,61649.0,7405.2710336
896000,904000,125,8000,62148.0,7387.87645879
904000,912000,126,8000,62636.0,7326.61740405
912000,920000,127,8000,63122.0,7262.10086342
920000,928000,128,8000,63625.0,7247.14344039
928000,936000,129,8000,64125.0,7232.52509645
936000,944000,130,8000,64621.0,7217.69197581
944000,952000,131,8000,65111.0,7202.21186701
952000,960000,132,8000,65596.0,7211.68962881
960000,968000,133,8000,66081.0,7196.22673806
968000,976000,134,8000,66567.0,7181.11209711
976000,984000,135,8000,67069.0,7168.07840892
984000,992000,136,8000,67569.0,7199.83837929
992000,1000000,137,8000,68060.0,7221.31208031
0,8000,138,8000,68549.0,6252.870483
8000,16000,139,8000,69052.0,6243.7772126
16000,24000,140,8000,69554.0,6240.03937285
24000,32000,141,8000,70057.0,6236.47775029
32000,40000,142,8000,70560.0,6250.80728196
40000,48000,143,8000,71063.0,6247.2351609
48000,56000,144,8000,71565.0,6243.78416479
56000,64000,145,8000,72068.0,6240.50893121
64000,72000,146,8000,72571.0,6269.25586619
72000,80000,147,8000,73073.0,6291.69135832
80000,88000,148,8000,73576.0,6313.96748754
88000,96000,149,8000,74079.0,6327.41474437
96000,104000,150,8000,74582.0,6340.76346583
104000,112000,151,8000,75084.0,6351.42068951
112000,120000,152,8000,75585.0,6364.018823
120000,128000,153,8000,76086.0,6376.4775868
128000,136000,154,8000,76588.0,6397.5989817
136000,144000,155,8000,77089.0,6425.08887214
144000,152000,156,8000,77590.0,6445.96151882
152000,160000,157,8000,78091.0,6458.04254341
160000,168000,158,8000,78592.0,6470.04503274
168000,176000,159,8000,79093.0,6490.41047232
176000,184000,160,8000,79594.0,6502.09030625
184000,192000,161,8000,80096.0,6513.71168895
192000,200000,162,8000,80597.0,6533.69949332
200000,208000,163,8000,81098.0,6542.58143323
208000,216000,164,8000,81585.0,6566.97671363
216000,224000,165,8000,82072.0,6585.5275861
224000,232000,166,8000,82559.0,6604.12608111
232000,240000,167,8000,83045.0,6614.06210587
