#TIME Node0_NumHit Node1_NumHit Node0_NumMiss Node1_NumMiss Node0_Local Node1_Local Node0_Other Node1_Other Node0_Free Node1_Free Node0_Used Node1_Used
1481672838 12070193 12159016 8164 0 12067551 12146656 10806 12361 14761.95 13526.61 1572.66 2857.38
1481672839 12070222 12159047 8164 0 12067581 12146687 10806 12361 14761.19 13526.73 1573.41 2857.30
1481672840 12070252 12159079 8164 0 12067611 12146718 10806 12361 14761.10 13527.34 1573.52 2857.06
1481672842 12070281 12159111 8164 0 12067639 12146751 10806 12361 14760.84 13526.81 1572.98 2856.82
1481672843 12070311 12159144 8164 0 12067669 12146783 10806 12361 14761.54 13526.34 1573.11 2857.68
1481672844 12070341 12159177 8164 0 12067699 12146816 10806 12361 14760.74 13527.05 1573.45 2856.59
1481672845 12070373 12159208 8164 0 12067731 12146847 10806 12361 14761.22 13527.21 1573.40 2857.16
1481672846 12070404 12159240 8164 0 12067762 12146880 10806 12361 14760.83 13527.30 1574.17 2857.48
1481672847 12070437 12159271 8164 0 12067795 12146911 10806 12361 14761.11 13526.27 1573.51 2856.98
1481672848 12070467 12159303 8164 0 12067826 12146943 10806 12361 14761.16 13526.64 1573.42 2856.98
1481672849 12070497 12159336 8164 0 12067855 12146975 10806 12361 14761.31 13526.76 1573.09 2856.73
1481672850 12070528 12159367 8164 0 12067887 12147007 10806 12361 14760.91 13526.34 1572.91 2857.61
1481672852 12070559 12159399 8164 0 12067917 12147039 10806 12361 14760.66 13526.72 1573.52 2857.29
1481672853 12070590 12159432 8164 0 12067948 12147071 10806 12361 14760.98 13526.72 1573.27 2857.29
1481672854 12070622 12159463 8164 0 12067980 12147102 10806 12361 14760.33 13526.59 1573.88 2857.04
1481672855 12070652 12159495 8164 0 12068011 12147134 10806 12361 14760.79 13526.98 1573.83 2856.66
1481672856 12070684 12159527 8164 0 12068042 12147166 10806 12361 14760.50 13526.64 1573.75 2857.00
1481672857 12070714 12159560 8164 0 12068072 12147199 10806 12361 14761.67 13525.96 1572.58 2857.65
1481672859 12070745 12159591 8164 0 12068103 12147230 10806 12361 14760.80 13525.84 1573.45 2858.19
1481672860 12070777 12159622 8164 0 12068135 12147261 10806 12361 14760.84 13526.06 1573.41 2857.94
1481672861 12070806 12159655 8164 0 12068165 12147294 10806 12361 14760.79 13526.32 1573.39 2857.71
1481672862 12070837 12159686 8164 0 12068196 12147326 10806 12361 14760.53 13526.09 1573.34 2857.52
1481672863 12070868 12159719 8164 0 12068226 12147359 10806 12361 14760.89 13525.89 1573.34 2857.74
1481672864 12070940 12159783 8164 0 12068298 12147422 10806 12361 14749.02 13521.56 1585.62 2862.44
1481672865 12071074 12160033 8164 0 12068432 12147673 10806 12361 14694.64 13419.71 1640.01 2963.92
1481672867 12071392 12160758 8164 0 12068750 12148397 10806 12361 14608.79 13174.33 1725.10 3209.33
1481672868 12072162 12161522 8164 0 12069520 12149161 10806 12361 14314.77 12881.73 2019.12 3502.22
1481672870 12072208 12161595 8164 0 12069566 12149234 10806 12361 14300.82 12849.26 2033.82 3534.74
1481672872 12072250 12161629 8164 0 12069608 12149269 10806 12361 14299.14 12843.92 2035.50 3540.07
1481672875 12072291 12161661 8164 0 12069649 12149301 10806 12361 14299.18 12845.00 2035.07 3538.64
1481672878 12072331 12161692 8164 0 12069689 12149331 10806 12361 14300.06 12844.47 2034.95 3539.88
1481672880 12072453 12161765 8164 0 12069811 12149404 10806 12361 14219.81 12801.96 2115.17 3581.68
1481672881 12072509 12161811 8164 0 12069867 12149450 10806 12361 14196.96 12792.22 2136.23 3591.78
1481672882 12072573 12161866 8164 0 12069932 12149505 10806 12361 14165.63 12775.45 2168.69 3608.19
1481672883 12072624 12161911 8164 0 12069982 12149551 10806 12361 14149.08 12767.97 2185.59 3615.66
1481672884 12072669 12161975 8164 0 12070027 12149615 10806 12361 14137.21 12742.58 2197.80 3641.06
1481672885 12072714 12162042 8164 0 12070072 12149681 10806 12361 14124.54 12713.08 2209.68 3669.78
1481672887 12072770 12162088 8164 0 12070128 12149727 10806 12361 14104.82 12703.98 2229.06 3680.04
1481672888 12072817 12162139 8164 0 12070176 12149778 10806 12361 14091.89 12689.76 2242.73 3693.10
1481672889 12072864 12162197 8164 0 12070222 12149837 10806 12361 14078.96 12669.18 2256.02 3714.10
1481672890 12072917 12162235 8164 0 12070275 12149874 10806 12361 14059.86 12668.29 2274.07 3715.33
1481672891 12072987 12162305 8164 0 12070345 12149945 10806 12361 14025.38 12635.80 2309.64 3748.21
1481672892 12073024 12162342 8164 0 12070383 12149981 10806 12361 14018.67 12635.27 2314.77 3748.70
1481672893 12073069 12162391 8164 0 12070427 12150031 10806 12361 14009.06 12624.22 2325.14 3759.78
1481672895 12073138 12162460 8164 0 12070497 12150100 10806 12361 13973.77 12592.83 2360.85 3790.80
1481672896 12073200 12162543 8164 0 12070559 12150183 10806 12361 13940.31 12551.87 2394.33 3831.37
1481672897 12073242 12162599 8164 0 12070600 12150238 10806 12361 13935.62 12529.94 2398.61 3854.03
1481672898 12073300 12162663 8164 0 12070658 12150302 10806 12361 13904.73 12510.23 2429.85 3873.77
1481672899 12073382 12162735 8164 0 12070741 12150375 10806 12361 13853.45 12477.88 2481.15 3905.00
1481672900 12073465 12162788 8164 0 12070823 12150427 10806 12361 13805.26 12462.73 2528.63 3921.29
1481672902 12073534 12162850 8164 0 12070892 12150490 10806 12361 13769.41 12438.22 2564.83 3945.76
1481672903 12073570 12162896 8164 0 12070928 12150536 10806 12361 13768.45 12428.05 2566.18 3955.59
1481672904 12073628 12162960 8164 0 12070986 12150600 10806 12361 13744.48 12401.80 2589.77 3982.20
1481672905 12073750 12163032 8164 0 12071108 12150672 10806 12361 13658.02 12366.59 2676.97 4017.44
1481672907 12073873 12163085 8164 0 12071232 12150725 10806 12361 13568.75 12350.29 2765.48 4033.33
1481672908 12073920 12163223 8164 0 12071278 12150863 10806 12361 13555.20 12251.43 2779.77 4131.84
1481672909 12073950 12163288 8164 0 12071309 12150927 10806 12361 13554.45 12228.20 2779.77 4155.39
1481672910 12073981 12163349 8164 0 12071340 12150988 10806 12361 13554.69 12206.65 2779.90 4177.71
1481672911 12074020 12163403 8164 0 12071378 12151042 10806 12361 13554.61 12184.10 2779.64 4199.91
1481672912 12074056 12163477 8164 0 12071414 12151116 10806 12361 13555.27 12145.90 2779.75 4237.66
1481672913 12074091 12163532 8164 0 12071449 12151172 10806 12361 13555.32 12125.41 2779.28 4258.22
1481672914 12074128 12163592 8164 0 12071486 12151232 10806 12361 13554.59 12100.83 2779.66 4283.15
1481672916 12074164 12163651 8164 0 12071522 12151290 10806 12361 13555.65 12077.06 2778.53 4306.94
1481672917 12074234 12163734 8164 0 12071592 12151373 10806 12361 13520.72 12029.65 2813.89 4353.94
1481672918 12074281 12163769 8164 0 12071639 12151408 10806 12361 13510.41 12028.09 2824.60 4355.91
1481672919 12074352 12163823 8164 0 12071710 12151463 10806 12361 13472.53 12008.26 2862.12 4375.77
1481672920 12074416 12163897 8164 0 12071774 12151537 10806 12361 13448.95 11968.44 2885.67 4415.20
1481672921 12074470 12163971 8164 0 12071828 12151610 10806 12361 13431.98 11929.81 2902.65 4454.21
1481672922 12074507 12164005 8164 0 12071865 12151645 10806 12361 13431.96 11929.79 2902.27 4454.21
1481672924 12074543 12164062 8164 0 12071901 12151702 10806 12361 13432.57 11905.47 2902.05 4478.17
1481672925 12074604 12164126 8164 0 12071962 12151765 10806 12361 13405.84 11879.53 2928.41 4504.86
1481672926 12074664 12164169 8164 0 12072022 12151808 10806 12361 13379.59 11873.31 2955.03 4511.07
1481672927 12074732 12164214 8164 0 12072090 12151853 10806 12361 13346.16 11866.21 2988.47 4517.81
1481672928 12074771 12164245 8164 0 12072129 12151885 10806 12361 13345.64 11865.71 2989.38 4518.31
1481672930 12074861 12164281 8164 0 12072220 12151920 10806 12361 13278.97 11866.08 3056.49 4517.78
1481672933 12074904 12164320 8164 0 12072262 12151959 10806 12361 13278.37 11864.53 3056.25 4519.47
