#TIME Node0_NumHit Node1_NumHit Node0_NumMiss Node1_NumMiss Node0_Local Node1_Local Node0_Other Node1_Other Node0_Free Node1_Free Node0_Used Node1_Used
1481672854 5706186 5935537 0 0 5703580 5923106 2606 12431 15247.41 13010.68 1087.26 3373.67
1481672855 5706214 5935570 0 0 5703608 5923139 2606 12431 15246.41 13009.42 1087.92 3374.61
1481672856 5706243 5935602 0 0 5703637 5923171 2606 12431 15246.51 13009.28 1087.73 3374.74
1481672857 5706275 5935633 0 0 5703669 5923202 2606 12431 15246.11 13008.91 1087.71 3375.11
1481672859 5706306 5935664 0 0 5703700 5923233 2606 12431 15246.66 13008.64 1087.95 3375.37
1481672860 5706336 5935697 0 0 5703730 5923266 2606 12431 15246.51 13009.21 1087.77 3374.38
1481672861 5706366 5935729 0 0 5703760 5923297 2606 12431 15246.44 13008.55 1087.80 3375.48
1481672862 5706394 5935763 0 0 5703789 5923332 2606 12431 15247.15 13008.86 1087.83 3374.78
1481672863 5706425 5935795 0 0 5703819 5923364 2606 12431 15245.67 13008.08 1087.77 3376.31
1481672864 5706488 5935853 0 0 5703883 5923422 2606 12431 15237.54 13002.56 1097.43 3381.82
1481672865 5706615 5936105 0 0 5704009 5923674 2606 12431 15179.89 12908.95 1154.77 3480.55
1481672866 5706966 5936807 0 0 5704360 5924376 2606 12431 15096.43 12654.75 1237.81 3729.25
1481672868 5707688 5937525 0 0 5705082 5925094 2606 12431 14850.25 12401.98 1484.37 3982.38
1481672869 5707747 5937538 0 0 5705141 5925107 2606 12431 14848.80 12401.04 1484.37 3982.96
1481672870 5707812 5937556 0 0 5705207 5925125 2606 12431 14838.38 12400.94 1496.23 3983.41
1481672871 5707851 5937593 0 0 5705245 5925161 2606 12431 14833.18 12399.25 1506.13 3984.73
1481672872 5707891 5937630 0 0 5705285 5925198 2606 12431 14828.16 12399.09 1506.48 3984.77
1481672873 5707931 5937683 0 0 5705325 5925252 2606 12431 14817.62 12386.73 1516.62 3996.88
1481672874 5707975 5937714 0 0 5705369 5925283 2606 12431 14815.08 12386.74 1519.52 3997.30
1481672876 5708027 5937747 0 0 5705421 5925316 2606 12431 14801.97 12386.79 1532.99 3996.82
1481672877 5708063 5937783 0 0 5705457 5925351 2606 12431 14800.99 12386.97 1534.04 4001.01
1481672879 5708122 5937866 0 0 5705516 5925435 2606 12431 14773.77 12344.97 1560.46 4038.67
1481672881 5708205 5937943 0 0 5705599 5925512 2606 12431 14733.75 12296.79 1600.85 4087.25
1481672882 5708238 5937981 0 0 5705632 5925549 2606 12431 14733.20 12296.21 1601.43 4087.41
1481672883 5708280 5938019 0 0 5705674 5925587 2606 12431 14728.73 12290.52 1605.52 4093.84
1481672884 5708315 5938065 0 0 5705709 5925634 2606 12431 14726.20 12282.91 1608.43 4101.09
1481672885 5708351 5938102 0 0 5705745 5925671 2606 12431 14726.11 12282.64 1608.48 4101.33
1481672886 5708391 5938155 0 0 5705785 5925724 2606 12431 14717.64 12269.18 1616.63 4114.39
1481672887 5708423 5938197 0 0 5705817 5925765 2606 12431 14717.30 12268.91 1616.95 4115.46
1481672889 5708468 5938240 0 0 5705862 5925808 2606 12431 14707.39 12262.31 1627.57 4121.32
1481672890 5708504 5938284 0 0 5705898 5925853 2606 12431 14703.89 12256.47 1631.11 4127.16
1481672891 5708544 5938329 0 0 5705938 5925898 2606 12431 14699.97 12247.59 1634.67 4136.06
1481672892 5708580 5938373 0 0 5705974 5925942 2606 12431 14694.57 12242.90 1640.42 4140.33
1481672893 5708619 5938414 0 0 5706013 5925983 2606 12431 14688.30 12242.88 1646.70 4141.08
1481672894 5708653 5938458 0 0 5706047 5926027 2606 12431 14685.61 12239.97 1648.94 4144.03
1481672896 5708690 5938498 0 0 5706084 5926067 2606 12431 14685.09 12233.71 1649.09 4149.94
1481672897 5708731 5938547 0 0 5706125 5926116 2606 12431 14679.34 12221.95 1655.29 4161.65
1481672898 5708773 5938587 0 0 5706167 5926156 2606 12431 14673.58 12215.61 1660.66 4168.37
1481672899 5708814 5938630 0 0 5706208 5926199 2606 12431 14667.80 12210.93 1666.79 4173.43
1481672900 5708852 5938677 0 0 5706246 5926246 2606 12431 14662.45 12201.57 1671.76 4182.44
1481672902 5708884 5938718 0 0 5706278 5926287 2606 12431 14663.03 12201.98 1671.65 4181.97
1481672903 5708922 5938768 0 0 5706316 5926336 2606 12431 14659.23 12189.01 1675.02 4194.62
1481672904 5708960 5938805 0 0 5706354 5926374 2606 12431 14655.49 12189.56 1679.11 4194.46
1481672905 5709009 5938848 0 0 5706403 5926417 2606 12431 14640.38 12183.94 1694.21 4199.70
1481672907 5709044 5938895 0 0 5706438 5926464 2606 12431 14639.08 12175.84 1695.16 4208.54
1481672908 5709080 5938935 0 0 5706474 5926504 2606 12431 14637.63 12175.27 1697.01 4209.08
1481672909 5709119 5938985 0 0 5706513 5926554 2606 12431 14634.00 12165.06 1700.25 4219.32
1481672910 5709165 5939028 0 0 5706559 5926597 2606 12431 14623.60 12161.50 1711.02 4222.48
1481672911 5709206 5939071 0 0 5706600 5926640 2606 12431 14616.33 12160.02 1718.28 4224.42
1481672912 5709243 5939118 0 0 5706637 5926687 2606 12431 14615.22 12152.50 1719.39 4231.12
1481672913 5709282 5939169 0 0 5706676 5926738 2606 12431 14609.83 12141.16 1724.76 4242.42
1481672915 5709321 5939215 0 0 5706715 5926783 2606 12431 14605.24 12136.10 1729.01 4247.95
1481672916 5709365 5939256 0 0 5706759 5926825 2606 12431 14594.45 12135.71 1739.77 4247.97
1481672917 5709405 5939301 0 0 5706799 5926869 2606 12431 14588.64 12131.05 1745.95 4252.55
1481672918 5709440 5939348 0 0 5706834 5926917 2606 12431 14588.26 12124.29 1745.98 4258.98
1481672919 5709481 5939393 0 0 5706875 5926961 2606 12431 14581.11 12119.43 1753.09 4263.79
1481672920 5709529 5939439 0 0 5706923 5927007 2606 12431 14566.10 12115.49 1768.52 4268.86
1481672921 5709562 5939480 0 0 5706956 5927048 2606 12431 14565.48 12115.02 1769.10 4269.32
1481672922 5709614 5939534 0 0 5707008 5927103 2606 12431 14548.56 12100.55 1786.41 4283.87
1481672924 5709648 5939575 0 0 5707042 5927144 2606 12431 14548.46 12100.00 1786.13 4284.00
1481672925 5709683 5939621 0 0 5707077 5927190 2606 12431 14546.97 12095.16 1787.25 4288.85
1481672926 5709732 5939662 0 0 5707125 5927231 2606 12431 14531.97 12094.92 1802.62 4289.45
1481672927 5709771 5939712 0 0 5707165 5927280 2606 12431 14528.46 12085.84 1806.55 4298.92
1481672928 5709804 5939752 0 0 5707198 5927321 2606 12431 14528.21 12084.95 1806.01 4299.02
1481672929 5709849 5939791 0 0 5707243 5927359 2606 12431 14517.76 12085.49 1816.86 4298.50
1481672930 5709887 5939836 0 0 5707281 5927405 2606 12431 14512.91 12079.65 1821.30 4304.34
1481672932 5709929 5939876 0 0 5707323 5927445 2606 12431 14503.14 12079.34 1831.49 4304.69
1481672933 5709963 5939917 0 0 5707357 5927486 2606 12431 14503.00 12080.06 1831.59 4303.93
1481672934 5710003 5939967 0 0 5707397 5927535 2606 12431 14495.27 12069.49 1839.34 4314.45
1481672935 5710050 5940009 0 0 5707444 5927577 2606 12431 14482.90 12068.92 1851.35 4314.35
1481672936 5710085 5940053 0 0 5707479 5927622 2606 12431 14480.36 12063.84 1853.48 4319.63
1481672937 5710136 5940090 0 0 5707530 5927658 2606 12431 14466.00 12063.29 1869.34 4320.32
1481672938 5710180 5940129 0 0 5707574 5927698 2606 12431 14460.52 12058.61 1874.10 4325.78
1481672940 5710223 5940170 0 0 5707617 5927739 2606 12431 14455.93 12053.54 1879.07 4330.44
1481672941 5710271 5940205 0 0 5707665 5927773 2606 12431 14445.88 12052.52 1889.10 4331.48
1481672942 5710319 5940245 0 0 5707713 5927814 2606 12431 14435.27 12048.31 1899.71 4335.65
1481672943 5710357 5940290 0 0 5707751 5927859 2606 12431 14434.97 12039.12 1899.61 4344.88
1481672944 5710406 5940329 0 0 5707800 5927897 2606 12431 14425.73 12033.09 1909.23 4350.89
