Produce_batch,Num_Messages,Number_APoints/Msg,KB_Transfered,KB/sec
0,5000,0,5000,0.0,0.0
5000,10000,1,5000,311.0,3691.39582873
0,5000,2,5000,621.0,2660.74870597
5000,10000,3,5000,932.0,3677.59067274
10000,15000,4,5000,1241.0,4474.88006162
15000,20000,5,5000,1550.0,5020.63588413
20000,25000,6,5000,1861.0,5461.10025474
25000,30000,7,5000,2173.0,5825.63073792
30000,35000,8,5000,2481.0,6125.86865908
35000,40000,9,5000,2786.0,6440.08653997
40000,45000,10,5000,3099.0,6671.18734593
45000,50000,11,5000,3407.0,6645.55051504
50000,55000,12,5000,3717.0,6630.07687545
55000,60000,13,5000,4030.0,6620.54730704
60000,65000,14,5000,4340.0,6298.78450515
65000,70000,15,5000,4652.0,6562.08560753
70000,75000,16,5000,4964.0,6811.49676282
75000,80000,17,5000,5275.0,7049.35149016
80000,85000,18,5000,5584.0,7155.92987731
85000,90000,19,5000,5890.0,7325.34369095
90000,95000,20,5000,6201.0,7521.29726541
95000,100000,21,5000,6507.0,7707.36984245
0,5000,22,5000,6822.0,6575.6444214
5000,10000,23,5000,7122.0,6100.75348729
10000,15000,24,5000,7423.0,5722.12744514
15000,20000,25,5000,7728.0,5413.17922791
20000,25000,26,5000,8033.0,5541.05122285
25000,30000,27,5000,8347.0,5664.2671746
30000,35000,28,5000,8660.0,5714.27466774
35000,40000,29,5000,8968.0,5794.944056
40000,45000,30,5000,9277.0,5872.56759551
45000,50000,31,5000,9577.0,5974.19220911
50000,55000,32,5000,9877.0,6041.5926825
55000,60000,33,5000,10185.0,6153.45015371
60000,65000,34,5000,10493.0,6218.81475559
65000,70000,35,5000,10806.0,6316.58379824
70000,75000,36,5000,11120.0,6382.93662658
75000,80000,37,5000,11436.0,6445.2501168
80000,85000,38,5000,11751.0,6532.97250485
85000,90000,39,5000,12067.0,6620.23195987
90000,95000,40,5000,12383.0,6704.10292846
95000,100000,41,5000,12691.0,6798.65835976
100000,105000,42,5000,12998.0,6845.65060031
105000,110000,43,5000,13307.0,6891.57652422
110000,115000,44,5000,13615.0,6984.05353457
115000,120000,45,5000,13922.0,7053.92886094
120000,125000,46,5000,14229.0,7137.17513926
125000,130000,47,5000,14540.0,7196.23875182
130000,135000,48,5000,14850.0,7265.0920859
135000,140000,49,5000,15151.0,7327.17160722
140000,145000,50,5000,15451.0,7388.13978302
145000,150000,51,5000,15749.0,7419.75121763
150000,155000,52,5000,16046.0,7449.41775825
155000,160000,53,5000,16355.0,7509.35216554
160000,165000,54,5000,16664.0,7567.40144259
165000,170000,55,5000,16978.0,7638.9973067
170000,175000,56,5000,17293.0,7697.84840825
175000,180000,57,5000,17616.0,7758.25098804
180000,185000,58,5000,17940.0,7789.51847849
185000,190000,59,5000,18238.0,7811.91175456
190000,195000,60,5000,18536.0,7834.48236588
195000,200000,61,5000,18855.0,7864.56400795
200000,205000,62,5000,19173.0,7918.1665681
205000,210000,63,5000,19498.0,7946.37344813
210000,215000,64,5000,19822.0,7921.6736546
215000,220000,65,5000,20137.0,7796.86119837
220000,225000,66,5000,20452.0,7752.49059794
225000,230000,67,5000,20755.0,7726.8075821
230000,235000,68,5000,21057.0,7612.22864165
235000,240000,69,5000,21370.0,7593.50576301
240000,245000,70,5000,21684.0,7576.11539376
245000,250000,71,5000,22000.0,7632.76195165
250000,255000,72,5000,22316.0,7657.57140548
255000,260000,73,5000,22620.0,7677.43392299
260000,265000,74,5000,22925.0,7697.33894849
265000,270000,75,5000,23233.0,7748.60578051
270000,275000,76,5000,23540.0,7799.73342765
275000,280000,77,5000,23863.0,7844.80701645
280000,285000,78,5000,24186.0,7868.20615894
285000,290000,79,5000,24492.0,7886.11209811
290000,295000,80,5000,24797.0,7902.69833729
295000,300000,81,5000,25107.0,7921.01657618
300000,305000,82,5000,25418.0,7938.5457384
305000,310000,83,5000,25733.0,7978.31199678
310000,315000,84,5000,26048.0,8027.80666174
315000,320000,85,5000,26371.0,8050.40256267
320000,325000,86,5000,26693.0,8070.42412889
325000,330000,87,5000,27008.0,8086.91527739
330000,335000,88,5000,27323.0,8122.91037536
335000,340000,89,5000,27637.0,8158.88334304
340000,345000,90,5000,27952.0,8175.71475121
345000,350000,91,5000,28264.0,8206.45058019
350000,355000,92,5000,28576.0,8248.35138886
355000,360000,93,5000,28873.0,8278.02598147
360000,365000,94,5000,29169.0,8307.28156749
365000,370000,95,5000,29484.0,8350.27896209
370000,375000,96,5000,29799.0,8364.66964545
375000,380000,97,5000,30105.0,8403.10807169
380000,385000,98,5000,30411.0,8413.09286393
385000,390000,99,5000,30711.0,8441.54805914
390000,395000,100,5000,31010.0,8469.23478744
395000,400000,101,5000,31318.0,8478.97495383
400000,405000,102,5000,31625.0,8515.59852916
405000,410000,103,5000,31939.0,8555.59464932
410000,415000,104,5000,32253.0,8573.60466015
415000,420000,105,5000,32561.0,8600.71963927
420000,425000,106,5000,32870.0,8637.39871822
425000,430000,107,5000,33184.0,8648.66693018
430000,435000,108,5000,33498.0,8686.54471066
435000,440000,109,5000,33813.0,8714.27332926
440000,445000,110,5000,34128.0,8741.66704705
445000,450000,111,5000,34441.0,8749.70315025
450000,455000,112,5000,34754.0,8775.94129242
455000,460000,113,5000,35064.0,8784.55954514
460000,465000,114,5000,35374.0,8811.17422054
465000,470000,115,5000,35691.0,8820.24365403
470000,475000,116,5000,36008.0,8828.53470833
475000,480000,117,5000,36321.0,8854.77209819
480000,485000,118,5000,36633.0,8879.81883845
485000,490000,119,5000,36949.0,8889.37151813
490000,495000,120,5000,37265.0,8924.4362792
495000,500000,121,5000,37565.0,8927.69939827
500000,505000,122,5000,37864.0,8957.77394117
505000,510000,123,5000,38188.0,8966.79887547
510000,515000,124,5000,38511.0,8975.29954288
515000,520000,125,5000,38834.0,8983.71021024
520000,525000,126,5000,39158.0,9008.9945396
525000,530000,127,5000,39468.0,9030.37655312
530000,535000,128,5000,39777.0,9034.28122209
535000,540000,129,5000,40093.0,9040.99178795
540000,545000,130,5000,40410.0,9047.80061593
545000,550000,131,5000,40724.0,9053.08736159
550000,555000,132,5000,41039.0,9082.67830594
555000,560000,133,5000,41355.0,9090.0661256
560000,565000,134,5000,41671.0,9113.17245868
565000,570000,135,5000,41974.0,9131.9198177
570000,575000,136,5000,42276.0,9134.59095156
575000,580000,137,5000,42596.0,9155.76601471
580000,585000,138,5000,42915.0,9177.66101456
585000,590000,139,5000,43225.0,9196.77949258
590000,595000,140,5000,43536.0,9200.21367417
595000,600000,141,5000,43853.0,9205.54565018
600000,605000,142,5000,44169.0,9212.569504
605000,610000,143,5000,44483.0,9232.24961222
610000,615000,144,5000,44797.0,9251.11180596
615000,620000,145,5000,45095.0,9252.5456506
