TIMESTAMP        home1-RQ         home1-RD         home1-WR         work-RQ          work-RD          work-WR          scratch-RQ       scratch-RD       scratch-WR       
1481756239        1144070          33918700781       39641179         1971319           4048645609061    1062641923338     2302668          4175752221999     1831717841337    
1481756240        1144070          33918700781       39641179         1971319           4048645609061    1062641923338     2302717          4175752225995     1831717843459    
1481756241        1144070          33918700781       39641179         1971319           4048645609061    1062641923338     2302766          4175752229991     1831717845582    
1481756242        1144070          33918700781       39641179         1971319           4048645609061    1062641923338     2302815          4175752233987     1831717847704    
1481756243        1144070          33918700781       39641179         1971319           4048645609061    1062641923338     2302864          4175752237983     1831717849824    
1481756244        1144077          33918700781       39641179         1971319           4048645609061    1062641923338     2302913          4175752241979     1831717851947    
1481756245        1144077          33918700781       39641179         1971319           4048645609061    1062641923338     2302962          4175752245979     1831717854070    
1481756247        1144079          33918700781       39641179         1971319           4048645609061    1062641923338     2303011          4175752249979     1831717856192    
1481756248        1144079          33918700781       39641179         1971319           4048645609061    1062641923338     2303060          4175752253979     1831717858315    
1481756249        1144079          33918700781       39641179         1971319           4048645609061    1062641923338     2303109          4175752257979     1831717860439    
1481756250        1144079          33918700781       39641179         1971319           4048645609061    1062641923338     2303158          4175752261979     1831717862561    
1481756251        1144079          33918700781       39641179         1971319           4048645609061    1062641923338     2303207          4175752265979     1831717864685    
1481756252        1144079          33918700781       39641179         1971319           4048645609061    1062641923338     2303256          4175752269979     1831717866806    
1481756253        1144079          33918700781       39641179         1971319           4048645609061    1062641923338     2303305          4175752273979     1831717868929    
1481756255        1144079          33918700781       39641179         1971319           4048645609061    1062641923338     2303354          4175752277979     1831717871053    
1481756256        1144079          33918700781       39641179         1971319           4048645609061    1062641923338     2303403          4175752281979     1831717873174    
1481756257        1144081          33918700781       39641179         1971319           4048645609061    1062641923338     2303452          4175752285979     1831717875298    
1481756258        1144081          33918700781       39641179         1971319           4048645609061    1062641923338     2303501          4175752289979     1831717877420    
1481756259        1144081          33918700781       39641179         1971319           4048645609061    1062641923338     2303550          4175752293979     1831717879544    
1481756260        1144081          33918700781       39641179         1971319           4048645609061    1062641923338     2303599          4175752297979     1831717881667    
1481756261        1144107          33918709309       39641179         1971319           4048645609061    1062641923338     2303674          4175752321887     1831717888761    
1481756262        1144109          33918709309       39641179         1971319           4048645609061    1062641923338     2303742          4175752345787     1831717895851    
1481756264        1144109          33918709309       39641179         1971319           4048645609061    1062641923338     2303806          4175752369687     1831717902949    
