t,count,max,mean,min,stddev,p50,p75,p95,p98,p99,p999,mean_rate,m1_rate,m5_rate,m15_rate,rate_unit,duration_unit
1507310450,1,11.424106,11.424106,11.424106,0.000000,11.424106,11.424106,11.424106,11.424106,11.424106,11.424106,0.096756,0.184009,0.196694,0.198892,calls/second,milliseconds
1507310460,50,94.173139,2.094855,0.007502,13.260520,0.010005,0.013840,0.792662,94.173139,94.173139,94.173139,2.463504,0.939325,0.352226,0.250988,calls/second,milliseconds
1507310470,587,94.173139,0.465919,0.002470,4.044069,0.137288,0.260351,0.521212,3.597953,7.421898,94.173139,19.373936,8.695754,2.086503,0.839930,calls/second,milliseconds
1507310480,587,94.173139,0.465919,0.002470,4.044069,0.137288,0.260351,0.521212,3.597953,7.421898,94.173139,14.567333,7.360797,2.018100,0.830649,calls/second,milliseconds
1507310490,587,94.173139,0.465919,0.002470,4.044069,0.137288,0.260351,0.521212,3.597953,7.421898,94.173139,11.671317,6.230780,1.951938,0.821471,calls/second,milliseconds
1507310500,587,94.173139,0.465919,0.002470,4.044069,0.137288,0.260351,0.521212,3.597953,7.421898,94.173139,9.735396,5.274242,1.887946,0.812394,calls/second,milliseconds
1507310510,587,94.173139,0.465919,0.002470,4.044069,0.137288,0.260351,0.521212,3.597953,7.421898,94.173139,8.350546,4.464549,1.826052,0.803417,calls/second,milliseconds
1507310520,636,94.173139,0.406875,0.002470,3.709038,0.013834,0.240059,0.488351,3.597953,6.939354,94.173139,7.920893,4.562724,1.928167,0.848834,calls/second,milliseconds
1507310530,636,94.173139,0.406875,0.002470,3.709038,0.013834,0.240059,0.488351,3.597953,6.939354,94.173139,7.043631,3.862262,1.864954,0.839454,calls/second,milliseconds
1507310540,636,94.173139,0.406875,0.002470,3.709038,0.013834,0.240059,0.488351,3.597953,6.939354,94.173139,6.341300,3.269335,1.803813,0.830179,calls/second,milliseconds
1507310550,638,94.173139,0.406567,0.002470,3.690179,0.013857,0.242959,0.488351,3.597953,6.939354,94.173139,5.784526,2.799414,1.751289,0.823222,calls/second,milliseconds
1507310560,639,94.173139,0.406474,0.002470,3.680284,0.013893,0.245147,0.488351,3.597953,6.939354,94.173139,5.311992,2.384365,1.697126,0.815227,calls/second,milliseconds
