BatchTime, SubmissionTime, SchedulingDelay, TotalDelay, NumberRecords, Scenario
1510119660000 ms, 2017-11-07T23:41:02, 4, 2415, 0,1_Producer_Count
1510119720000 ms, 2017-11-07T23:42:09, 1, 28507, 4665,1_Producer_Count
1510119780000 ms, 2017-11-07T23:43:21, 0, 76484, 12855,1_Producer_Count
1510119840000 ms, 2017-11-07T23:44:48, 0, 100914, 13111,1_Producer_Count
1510119900000 ms, 2017-11-07T23:46:01, 28737, 142067, 15013,1_Producer_Count
1510119960000 ms, 2017-11-07T23:46:46, 96346, 207897, 15151,1_Producer_Count
1510120020000 ms, 2017-11-07T23:47:46, 147642, 238602, 14820,1_Producer_Count
1510120080000 ms, 2017-11-07T23:48:49, 176469, 299428, 15188,1_Producer_Count
1510120140000 ms, 2017-11-07T23:49:42, 245672, 337194, 15307,1_Producer_Count
1510120200000 ms, 2017-11-07T23:50:40, 279186, 363177, 15261,1_Producer_Count
1510120260000 ms, 2017-11-07T23:52:09, 274343, 349130, 14253,1_Producer_Count
1510120320000 ms, 2017-11-07T23:53:15, 283588, 371104, 16859,1_Producer_Count
1510120380000 ms, 2017-11-07T23:54:11, 314546, 395661, 15564,1_Producer_Count
1510120440000 ms, 2017-11-07T23:54:35, 372322, 401749, 5467,1_Producer_Count
1510120500000 ms, 2017-11-07T23:55:13, 363493, 370156, 1150,1_Producer_Count
1510120560000 ms, 2017-11-07T23:56:37, 285694, 294263, 1482,1_Producer_Count
1510120620000 ms, 2017-11-07T23:57:17, 254811, 263489, 1505,1_Producer_Count
1510120680000 ms, 2017-11-07T23:58:01, 219055, 221579, 125,1_Producer_Count
1510120740000 ms, 2017-11-07T23:59:11, 151646, 152930, 0,1_Producer_Count
1510120800000 ms, 2017-11-08T00:00:00, 104370, 105741, 0,1_Producer_Count
1510120860000 ms, 2017-11-08T00:01:00, 45827, 47147, 0,1_Producer_Count
1510120920000 ms, 2017-11-08T00:02:00, 0, 1362, 0,1_Producer_Count
1510120980000 ms, 2017-11-08T00:03:00, 1, 1312, 0,1_Producer_Count
1510121040000 ms, 2017-11-08T00:04:00, 1, 1291, 0,1_Producer_Count
1510121100000 ms, 2017-11-08T00:05:00, 0, 1275, 0,1_Producer_Count
1510121160000 ms, 2017-11-08T00:06:00, 0, 1298, 0,1_Producer_Count
1510121220000 ms, 2017-11-08T00:07:00, 1, 1313, 0,1_Producer_Count
1510121280000 ms, 2017-11-08T00:08:00, 0, 1287, 0,1_Producer_Count
1510121340000 ms, 2017-11-08T00:09:00, 1, 1282, 0,1_Producer_Count
1510121400000 ms, 2017-11-08T00:10:00, 0, 1270, 0,1_Producer_Count
1510121460000 ms, 2017-11-08T00:11:00, 1, 1297, 0,1_Producer_Count
1510121520000 ms, 2017-11-08T00:12:00, 0, 1286, 0,1_Producer_Count
1510121580000 ms, 2017-11-08T00:13:00, 0, 1294, 0,1_Producer_Count
1510121640000 ms, 2017-11-08T00:14:00, 0, 1269, 0,1_Producer_Count
1510121700000 ms, 2017-11-08T00:15:00, 0, 1291, 0,1_Producer_Count
1510121760000 ms, 2017-11-08T00:16:00, 1, 1302, 0,1_Producer_Count
1510121820000 ms, 2017-11-08T00:17:00, 0, 1293, 0,1_Producer_Count
1510121880000 ms, 2017-11-08T00:18:00, 1, 1296, 0,1_Producer_Count
1510121940000 ms, 2017-11-08T00:19:00, 0, 1296, 0,1_Producer_Count
1510122000000 ms, 2017-11-08T00:20:00, 0, 1289, 0,1_Producer_Count
1510122060000 ms, 2017-11-08T00:21:00, 1, 1279, 0,1_Producer_Count
1510122120000 ms, 2017-11-08T00:22:00, 0, 1283, 0,1_Producer_Count
1510122180000 ms, 2017-11-08T00:23:00, 0, 1291, 0,1_Producer_Count
1510122240000 ms, 2017-11-08T00:24:00, 1, 1299, 0,1_Producer_Count
1510122300000 ms, 2017-11-08T00:25:00, 0, 1297, 0,1_Producer_Count
1510122360000 ms, 2017-11-08T00:26:00, 2, 1298, 0,1_Producer_Count
