Number_Clusters,Number_Points_per_Cluster,Number_Dim,Number_Points_per_Message,Interval,Number_Partitions, Time
100,100,3,5000,120,48,0.13218
100,1000,3,5000,120,48,0.68635
100,10000,3,5000,120,48,7.41603
100,100000,3,5000,120,48,89.09250
100,1000000,3,5000,120,48,920.63281
