BatchTime, SubmissionTime, SchedulingDelay, TotalDelay, NumberRecords, Scenario
1510160100000 ms, 2017-11-08T10:55:01, 4, 2267, 0,1_Producer_Count
1510160160000 ms, 2017-11-08T10:56:11, 0, 34976, 3109,1_Producer_Count
1510160220000 ms, 2017-11-08T10:57:41, 0, 188916, 12818,1_Producer_Count
1510160280000 ms, 2017-11-08T10:59:33, 76920, 330841, 10514,1_Producer_Count
1510160340000 ms, 2017-11-08T11:01:45, 199606, 555681, 20641,1_Producer_Count
1510160400000 ms, 2017-11-08T11:03:52, 428426, 773404, 28178,1_Producer_Count
1510160460000 ms, 2017-11-08T11:06:11, 634596, 912881, 28267,1_Producer_Count
1510160520000 ms, 2017-11-08T11:09:28, 715773, 1014620, 30760,1_Producer_Count
1510160580000 ms, 2017-11-08T11:12:43, 819766, 1120679, 30690,1_Producer_Count
1510160640000 ms, 2017-11-08T11:14:06, 1036892, 1135040, 9876,1_Producer_Count
1510160700000 ms, 2017-11-08T11:14:12, 1129276, 1144856, 1539,1_Producer_Count
1510160760000 ms, 2017-11-08T11:14:13, 1144199, 1146482, 110,1_Producer_Count
1510160820000 ms, 2017-11-08T11:14:13, 1146257, 1147272, 10,1_Producer_Count
1510160880000 ms, 2017-11-08T11:14:13, 1147097, 1148232, 3,1_Producer_Count
1510160940000 ms, 2017-11-08T11:14:14, 1147996, 1149258, 3,1_Producer_Count
1510161000000 ms, 2017-11-08T11:14:14, 1149056, 1150389, 3,1_Producer_Count
1510161060000 ms, 2017-11-08T11:14:14, 1150190, 1151316, 4,1_Producer_Count
1510161120000 ms, 2017-11-08T11:14:14, 1151094, 1152309, 4,1_Producer_Count
1510161180000 ms, 2017-11-08T11:14:14, 1152092, 1153261, 4,1_Producer_Count
1510161240000 ms, 2017-11-08T11:14:15, 1153058, 1153846, 6,1_Producer_Count
1510161300000 ms, 2017-11-08T11:16:36, 1012867, 1022582, 924,1_Producer_Count
1510161360000 ms, 2017-11-08T11:16:38, 1019951, 1023824, 313,1_Producer_Count
1510161420000 ms, 2017-11-08T11:18:36, 905674, 906960, 0,1_Producer_Count
1510161480000 ms, 2017-11-08T11:18:38, 905441, 906699, 0,1_Producer_Count
1510161540000 ms, 2017-11-08T11:20:57, 767230, 768487, 0,1_Producer_Count
1510161600000 ms, 2017-11-08T11:21:01, 764946, 766202, 0,1_Producer_Count
1510161660000 ms, 2017-11-08T11:21:03, 763856, 765109, 0,1_Producer_Count
1510161720000 ms, 2017-11-08T11:23:24, 624542, 625784, 0,1_Producer_Count
1510161780000 ms, 2017-11-08T11:23:25, 624355, 625607, 0,1_Producer_Count
1510161840000 ms, 2017-11-08T11:26:02, 468586, 469837, 0,1_Producer_Count
1510161900000 ms, 2017-11-08T11:26:05, 467362, 468627, 0,1_Producer_Count
1510161960000 ms, 2017-11-08T11:26:06, 467049, 468325, 0,1_Producer_Count
1510162020000 ms, 2017-11-08T11:28:07, 348061, 349349, 0,1_Producer_Count
1510162080000 ms, 2017-11-08T11:28:12, 343696, 344951, 0,1_Producer_Count
1510162140000 ms, 2017-11-08T11:30:45, 192617, 193866, 0,1_Producer_Count
1510162200000 ms, 2017-11-08T11:30:49, 188998, 190328, 0,1_Producer_Count
1510162260000 ms, 2017-11-08T11:31:02, 177924, 179430, 0,1_Producer_Count
1510162320000 ms, 2017-11-08T11:32:01, 120112, 121384, 0,1_Producer_Count
1510162380000 ms, 2017-11-08T11:33:00, 62849, 64126, 0,1_Producer_Count
1510162440000 ms, 2017-11-08T11:34:00, 4040, 5305, 0,1_Producer_Count
1510162500000 ms, 2017-11-08T11:35:00, 0, 1401, 0,1_Producer_Count
1510162560000 ms, 2017-11-08T11:36:00, 1, 1305, 0,1_Producer_Count
1510162620000 ms, 2017-11-08T11:37:00, 1, 1274, 0,1_Producer_Count
1510162680000 ms, 2017-11-08T11:38:00, 0, 1303, 0,1_Producer_Count
1510162740000 ms, 2017-11-08T11:39:00, 1, 1260, 0,1_Producer_Count
1510162800000 ms, 2017-11-08T11:40:00, 0, 1283, 0,1_Producer_Count
1510162860000 ms, 2017-11-08T11:41:00, 0, 1263, 0,1_Producer_Count
1510162920000 ms, 2017-11-08T11:42:00, 1, 1276, 0,1_Producer_Count
1510162980000 ms, 2017-11-08T11:43:00, 1, 1276, 0,1_Producer_Count
1510163040000 ms, 2017-11-08T11:44:00, 1, 1255, 0,1_Producer_Count
1510163100000 ms, 2017-11-08T11:45:00, 0, 1272, 0,1_Producer_Count
1510163160000 ms, 2017-11-08T11:46:00, 0, 1269, 0,1_Producer_Count
