BatchTime, SubmissionTime, SchedulingDelay, TotalDelay, ProcessingDelay, NumberRecords, Scenario
1512015600000 ms,2017-11-29T22:21:08,0,233601,233601,11211,1_Producer_Count
1512015660000 ms,2017-11-29T22:22:10,171854,517970,346116,15651,1_Producer_Count
1512015720000 ms,2017-11-29T22:23:55,412913,685757,272844,14766,1_Producer_Count
1512015780000 ms,2017-11-29T22:26:07,553635,797148,243513,24959,1_Producer_Count
1512015840000 ms,2017-11-29T22:29:00,624310,933164,308854,31184,1_Producer_Count
1512015900000 ms,2017-11-29T22:32:18,734394,1148630,414236,41116,1_Producer_Count
1512015960000 ms,2017-11-29T22:34:39,1008417,1299574,291157,29516,1_Producer_Count
