t,count,max,mean,min,stddev,p50,p75,p95,p98,p99,p999,mean_rate,m1_rate,m5_rate,m15_rate,rate_unit,duration_unit
1509136595,4,3.880970,0.974046,0.004103,1.678314,0.005556,3.880970,3.880970,3.880970,3.880970,3.880970,0.385492,0.736036,0.786777,0.795568,calls/second,milliseconds
1509136605,4,3.880970,0.974046,0.004103,1.678314,0.005556,3.880970,3.880970,3.880970,3.880970,3.880970,0.196762,0.623041,0.760984,0.786777,calls/second,milliseconds
1509136615,4,3.880970,0.974046,0.004103,1.678314,0.005556,3.880970,3.880970,3.880970,3.880970,3.880970,0.131893,0.527393,0.736036,0.778084,calls/second,milliseconds
1509136625,826,103.329193,0.292792,0.001774,3.672384,0.090681,0.169380,0.268907,0.457435,3.647758,103.329193,20.479510,12.919499,3.290359,1.633750,calls/second,milliseconds
1509136635,2319,11.048658,0.104074,0.001589,0.484823,0.063404,0.127329,0.226787,0.270479,0.438619,6.373880,46.074732,33.519866,8.172881,3.307101,calls/second,milliseconds
1509136645,2319,11.048658,0.104074,0.001589,0.484823,0.063404,0.127329,0.226787,0.270479,0.438619,6.373880,38.438280,28.373954,7.904942,3.270559,calls/second,milliseconds
1509136655,2319,11.048658,0.104074,0.001589,0.484823,0.063404,0.127329,0.226787,0.270479,0.438619,6.373880,32.974200,24.018033,7.645788,3.234421,calls/second,milliseconds
1509136665,2319,11.048658,0.104074,0.001589,0.484823,0.063404,0.127329,0.226787,0.270479,0.438619,6.373880,28.869448,20.330826,7.395129,3.198682,calls/second,milliseconds
1509136675,2319,11.048658,0.104074,0.001589,0.484823,0.063404,0.127329,0.226787,0.270479,0.438619,6.373880,25.673326,17.209673,7.152688,3.163337,calls/second,milliseconds
1509136685,2545,11.048658,0.095858,0.001904,0.474495,0.005502,0.112871,0.289881,0.366264,0.397417,6.657114,25.367242,18.053737,7.638839,3.369934,calls/second,milliseconds
1509136695,3093,11.048658,0.126331,0.002047,0.508717,0.067195,0.166950,0.321571,0.381816,0.399436,8.479299,28.034533,23.538778,9.120600,3.914779,calls/second,milliseconds
1509136705,3358,11.048658,0.124699,0.001803,0.488712,0.009119,0.174715,0.327102,0.376583,0.399436,8.479299,27.907492,24.263382,9.767462,4.191415,calls/second,milliseconds
1509136715,3674,11.048658,0.122290,0.001099,0.457652,0.003853,0.191244,0.335455,0.370378,0.393347,8.479299,28.190095,25.548914,10.503133,4.500190,calls/second,milliseconds
1509136725,3736,11.048658,0.135314,0.001099,0.451391,0.008443,0.211617,0.342582,0.378731,0.440556,8.479299,26.623570,22.553543,10.353126,4.515758,calls/second,milliseconds
1509136735,4248,6.373880,0.111917,0.001099,0.232500,0.068088,0.193619,0.330744,0.369113,0.390536,5.607434,28.258331,27.216630,11.711452,5.035969,calls/second,milliseconds
1509136745,4443,6.373880,0.093887,0.001099,0.223091,0.003778,0.161075,0.325208,0.362269,0.387916,5.607434,27.712422,26.140657,11.968812,5.195281,calls/second,milliseconds
1509136755,4553,6.373880,0.110715,0.001099,0.219464,0.061435,0.202000,0.326380,0.356089,0.383011,5.607434,26.731098,23.743987,11.915605,5.251855,calls/second,milliseconds
1509136765,4826,6.373880,0.096626,0.000846,0.206750,0.003580,0.192546,0.326380,0.345808,0.372937,0.543264,26.762558,21.390349,11.808300,5.289744,calls/second,milliseconds
1509136775,5217,6.373880,0.104960,0.000714,0.342860,0.003540,0.157574,0.316606,0.343572,0.381816,5.506789,27.410861,26.714653,13.323108,5.875907,calls/second,milliseconds
1509136785,5270,6.373880,0.115620,0.000714,0.339193,0.004057,0.183824,0.322069,0.345808,0.381906,5.506789,26.307145,23.381687,13.047649,5.865200,calls/second,milliseconds
1509136795,5398,6.373880,0.143617,0.000714,0.326507,0.117532,0.235299,0.335206,0.372182,0.390550,5.506789,25.664835,21.788557,13.048737,5.945072,calls/second,milliseconds
1509136805,5602,371.074323,0.843551,0.000317,16.318457,0.003186,0.204437,0.334976,0.373875,0.471661,371.074323,25.426090,21.661035,13.288155,6.103142,calls/second,milliseconds
1509136815,5694,371.074323,0.787047,0.000317,15.637913,0.004222,0.220509,0.331007,0.372182,0.471661,371.074323,24.721645,19.619444,13.119789,6.125400,calls/second,milliseconds
1509136825,5906,371.074323,0.663015,0.000317,14.223130,0.005224,0.229384,0.316387,0.345808,0.390550,371.074323,24.575208,19.915824,13.397475,6.296351,calls/second,milliseconds
1509136835,6008,371.074323,0.615862,0.000317,13.595439,0.005702,0.215431,0.310346,0.345207,0.381906,371.074323,24.000763,18.504241,13.314423,6.347088,calls/second,milliseconds
1509136845,6102,371.074323,0.582076,0.000317,12.865008,0.156974,0.239744,0.326486,0.355459,0.381906,371.074323,23.439598,17.128309,13.187022,6.380925,calls/second,milliseconds
1509136855,6175,371.074323,0.567992,0.000355,12.344654,0.180113,0.258175,0.350158,0.372182,0.399041,371.074323,22.842911,15.647639,13.003093,6.394310,calls/second,milliseconds
1509136865,7140,371.074323,0.309529,0.000223,9.029016,0.004576,0.145421,0.295231,0.354043,0.376180,4.280627,25.470600,27.935293,15.735120,7.389344,calls/second,milliseconds
1509136875,7174,371.074323,0.314707,0.000223,8.968878,0.004693,0.147056,0.295988,0.360327,0.471661,4.840886,24.710183,24.113663,15.317886,7.340874,calls/second,milliseconds
1509136885,7420,371.074323,0.288819,0.000426,8.384629,0.004929,0.160842,0.269449,0.343637,0.376180,4.840886,24.706704,24.204946,15.622900,7.531661,calls/second,milliseconds
1509136895,7539,371.074323,0.272630,0.000426,8.074618,0.005080,0.182817,0.265759,0.310346,0.360327,4.280627,24.293898,22.289701,15.499729,7.579803,calls/second,milliseconds
1509136905,7610,371.074323,0.279041,0.000426,7.832166,0.058360,0.205447,0.297269,0.326620,0.362808,4.280627,23.757075,19.924535,15.215064,7.571248,calls/second,milliseconds
1509136915,7719,371.074323,0.277640,0.000426,7.442547,0.140157,0.205294,0.305067,0.343637,0.351824,4.280627,23.367831,18.604355,15.089500,7.613499,calls/second,milliseconds
1509136925,7916,371.074323,0.232635,0.000426,6.836614,0.004571,0.189191,0.288699,0.332395,0.362808,4.870625,23.260243,18.677321,15.241825,7.748655,calls/second,milliseconds
1509136935,7936,371.074323,0.229693,0.000426,6.734670,0.004565,0.191039,0.288699,0.345262,0.360327,4.870625,22.653287,16.127276,14.808143,7.685184,calls/second,milliseconds
1509136945,8036,371.074323,0.218217,0.000426,6.253848,0.004596,0.207270,0.295668,0.326947,0.355177,4.870625,22.302151,15.100909,14.631117,7.704163,calls/second,milliseconds
1509136955,8214,371.074323,0.195952,0.000426,5.534490,0.004576,0.219160,0.287471,0.317691,0.328525,4.870625,22.180569,15.501204,14.734404,7.815650,calls/second,milliseconds
1509136965,8358,371.074323,0.198933,0.000426,5.077595,0.143639,0.229673,0.287471,0.317955,0.328078,4.870625,21.976076,15.306578,14.722348,7.888282,calls/second,milliseconds
1509136975,9387,6.373880,0.099898,0.000186,0.310027,0.052225,0.146366,0.262973,0.309699,0.328525,5.293437,24.049232,28.684086,17.610178,8.937790,calls/second,milliseconds
1509136985,9453,6.373880,0.100787,0.000186,0.307649,0.012250,0.154414,0.260572,0.308560,0.326940,5.293437,23.613329,25.360315,17.267799,8.918465,calls/second,milliseconds
1509136995,9494,6.373880,0.103309,0.000186,0.304836,0.052225,0.159948,0.265247,0.311086,0.329107,5.293437,23.137869,22.106057,16.836517,8.865269,calls/second,milliseconds
1509137005,9690,6.373880,0.104008,0.000186,0.288186,0.012250,0.174824,0.261186,0.301597,0.329107,5.293437,23.053685,21.638171,16.907827,8.977297,calls/second,milliseconds
1509137015,9838,6.373880,0.107949,0.000186,0.276639,0.053392,0.197641,0.260150,0.301597,0.328525,5.293437,22.861900,20.583272,16.838505,9.041611,calls/second,milliseconds
1509137025,10005,6.373880,0.119762,0.000206,0.320584,0.054552,0.207129,0.267261,0.311086,0.352985,4.803765,22.721935,20.061934,16.842406,9.128655,calls/second,milliseconds
1509137035,10147,6.373880,0.114259,0.000206,0.272995,0.053479,0.207314,0.265247,0.301597,0.327872,4.383149,22.532661,19.126202,16.749003,9.182457,calls/second,milliseconds
1509137045,10223,6.373880,0.112073,0.000206,0.264247,0.007738,0.208389,0.262329,0.292707,0.325899,4.383149,22.208208,17.439880,16.468350,9.171558,calls/second,milliseconds
1509137055,10332,6.373880,0.121525,0.000204,0.312049,0.007348,0.212405,0.274368,0.308030,0.334193,4.495629,21.967825,16.404528,16.273969,9.186381,calls/second,milliseconds
1509137065,10476,6.373880,0.113911,0.000206,0.247330,0.005700,0.213552,0.276023,0.301535,0.321031,4.495629,21.810334,16.000850,16.192698,9.237342,calls/second,milliseconds
1509137075,10616,6.373880,0.113759,0.000206,0.232450,0.008960,0.213451,0.274253,0.301562,0.315345,4.495629,21.650965,15.742304,16.133380,9.294326,calls/second,milliseconds
1509137085,11235,5.692546,0.102277,0.000206,0.362207,0.010503,0.159525,0.264417,0.296335,0.326151,5.692546,22.454487,15.121097,15.988010,9.320904,calls/second,milliseconds
1509137095,11757,5.692546,0.103126,0.000178,0.376098,0.010503,0.144610,0.250680,0.285521,0.328504,5.692546,23.038363,28.012461,18.814976,10.353143,calls/second,milliseconds
1509137105,11780,5.692546,0.102904,0.000178,0.375011,0.008960,0.144610,0.249470,0.285521,0.328504,5.692546,22.639736,24.064489,18.273524,10.264156,calls/second,milliseconds
1509137115,11918,5.692546,0.108933,0.000178,0.361096,0.050876,0.166672,0.257636,0.289765,0.326151,5.692546,22.472956,22.323659,18.088343,10.290058,calls/second,milliseconds
1509137125,12140,5.692546,0.103918,0.000178,0.279535,0.053942,0.186499,0.250680,0.281270,0.296335,5.692546,22.467967,22.468422,18.256360,10.432757,calls/second,milliseconds
1509137135,12439,5.692546,0.113873,0.000178,0.302487,0.053294,0.199297,0.274368,0.308376,0.363322,4.814782,22.602945,23.648266,18.629260,10.643924,calls/second,milliseconds
