Framework,experiment,zero, window, latency, sent, received
kafka, latency, 0, 100.00000, 0.98914, 2017-05-22T23:18:26.894809, 2017-05-22T23:18:26.989343
kafka, latency, 0, 100.00000, 0.10294, 2017-05-22T23:18:27.018448, 2017-05-22T23:18:27.103152
kafka, latency, 0, 100.00000, 0.21676, 2017-05-22T23:18:27.142066, 2017-05-22T23:18:27.216972
kafka, latency, 0, 100.00000, 0.33058, 2017-05-22T23:18:27.265728, 2017-05-22T23:18:27.330794
kafka, latency, 0, 100.00000, 0.34619, 2017-05-22T23:18:27.339311, 2017-05-22T23:18:27.346390
kafka, latency, 0, 100.00000, 0.37793, 2017-05-22T23:18:27.356679, 2017-05-22T23:18:27.378160
kafka, latency, 0, 100.00000, 0.44166, 2017-05-22T23:18:27.398187, 2017-05-22T23:18:27.441865
kafka, latency, 0, 100.00000, 0.44918, 2017-05-22T23:18:27.423608, 2017-05-22T23:18:27.449396
kafka, latency, 0, 100.00000, 0.51292, 2017-05-22T23:18:27.465111, 2017-05-22T23:18:27.513122
kafka, latency, 0, 100.00000, 0.62672, 2017-05-22T23:18:27.538685, 2017-05-22T23:18:27.626925
kafka, latency, 0, 100.00000, 0.74053, 2017-05-22T23:18:27.612278, 2017-05-22T23:18:27.740734
kafka, latency, 0, 100.00000, 0.85434, 2017-05-22T23:18:27.735916, 2017-05-22T23:18:27.854548
kafka, latency, 0, 100.00000, 0.96821, 2017-05-22T23:18:27.859577, 2017-05-22T23:18:27.968409
kafka, latency, 0, 100.00000, 1.08201, 2017-05-22T23:18:27.983181, 2017-05-22T23:18:28.082216
kafka, latency, 0, 100.00000, 0.11365, 2017-05-22T23:18:28.056760, 2017-05-22T23:18:28.113849
kafka, latency, 0, 100.00000, 0.17735, 2017-05-22T23:18:28.130333, 2017-05-22T23:18:28.177552
kafka, latency, 0, 100.00000, 0.29117, 2017-05-22T23:18:28.203889, 2017-05-22T23:18:28.291370
kafka, latency, 0, 100.00000, 0.40495, 2017-05-22T23:18:28.327517, 2017-05-22T23:18:28.405166
kafka, latency, 0, 100.00000, 0.51877, 2017-05-22T23:18:28.451157, 2017-05-22T23:18:28.518979
kafka, latency, 0, 100.00000, 0.63260, 2017-05-22T23:18:28.574790, 2017-05-22T23:18:28.632801
kafka, latency, 0, 100.00000, 0.69634, 2017-05-22T23:18:28.648347, 2017-05-22T23:18:28.696549
kafka, latency, 0, 100.00000, 0.81017, 2017-05-22T23:18:28.721910, 2017-05-22T23:18:28.810370
kafka, latency, 0, 100.00000, 0.92398, 2017-05-22T23:18:28.795503, 2017-05-22T23:18:28.924182
kafka, latency, 0, 100.00000, 1.03779, 2017-05-22T23:18:28.919138, 2017-05-22T23:18:29.037989
kafka, latency, 0, 100.00000, 0.15160, 2017-05-22T23:18:29.042798, 2017-05-22T23:18:29.151828
kafka, latency, 0, 100.00000, 0.15191, 2017-05-22T23:18:29.116355, 2017-05-22T23:18:29.152107
kafka, latency, 0, 100.00000, 0.21564, 2017-05-22T23:18:29.157914, 2017-05-22T23:18:29.215836
kafka, latency, 0, 100.00000, 0.27937, 2017-05-22T23:18:29.231561, 2017-05-22T23:18:29.279567
kafka, latency, 0, 100.00000, 0.34308, 2017-05-22T23:18:29.305179, 2017-05-22T23:18:29.343288
kafka, latency, 0, 100.00000, 0.35870, 2017-05-22T23:18:29.346690, 2017-05-22T23:18:29.358919
kafka, latency, 0, 100.00000, 0.39040, 2017-05-22T23:18:29.364072, 2017-05-22T23:18:29.390610
kafka, latency, 0, 100.00000, 0.45416, 2017-05-22T23:18:29.405585, 2017-05-22T23:18:29.454367
kafka, latency, 0, 100.00000, 0.48584, 2017-05-22T23:18:29.479182, 2017-05-22T23:18:29.486040
kafka, latency, 0, 100.00000, 0.51750, 2017-05-22T23:18:29.496544, 2017-05-22T23:18:29.517730
kafka, latency, 0, 100.00000, 0.63135, 2017-05-22T23:18:29.538059, 2017-05-22T23:18:29.631552
kafka, latency, 0, 100.00000, 0.66301, 2017-05-22T23:18:29.611686, 2017-05-22T23:18:29.663212
kafka, latency, 0, 100.00000, 0.77682, 2017-05-22T23:18:29.685282, 2017-05-22T23:18:29.777026
kafka, latency, 0, 100.00000, 0.89063, 2017-05-22T23:18:29.808952, 2017-05-22T23:18:29.890832
kafka, latency, 0, 100.00000, 1.00444, 2017-05-22T23:18:29.932630, 2017-05-22T23:18:30.004639
kafka, latency, 0, 100.00000, 0.01196, 2017-05-22T23:18:30.006242, 2017-05-22T23:18:30.012170
kafka, latency, 0, 100.00000, 0.07570, 2017-05-22T23:18:30.023637, 2017-05-22T23:18:30.075898
kafka, latency, 0, 100.00000, 0.13942, 2017-05-22T23:18:30.065182, 2017-05-22T23:18:30.139619
kafka, latency, 0, 100.00000, 0.20316, 2017-05-22T23:18:30.138766, 2017-05-22T23:18:30.203356
kafka, latency, 0, 100.00000, 0.31701, 2017-05-22T23:18:30.212369, 2017-05-22T23:18:30.317217
kafka, latency, 0, 100.00000, 0.43082, 2017-05-22T23:18:30.336032, 2017-05-22T23:18:30.431019
kafka, latency, 0, 100.00000, 0.54463, 2017-05-22T23:18:30.459715, 2017-05-22T23:18:30.544827
kafka, latency, 0, 100.00000, 0.56022, 2017-05-22T23:18:30.533335, 2017-05-22T23:18:30.560419
kafka, latency, 0, 100.00000, 0.62393, 2017-05-22T23:18:30.574865, 2017-05-22T23:18:30.624128
kafka, latency, 0, 100.00000, 0.65559, 2017-05-22T23:18:30.648475, 2017-05-22T23:18:30.655787
kafka, latency, 0, 100.00000, 0.68723, 2017-05-22T23:18:30.665821, 2017-05-22T23:18:30.687425
kafka, latency, 0, 100.00000, 0.80102, 2017-05-22T23:18:30.707329, 2017-05-22T23:18:30.801224
kafka, latency, 0, 1000.00000, 0.83267, 2017-05-22T23:18:30.780920, 2017-05-22T23:18:30.832863
kafka, latency, 0, 1000.00000, 0.89640, 2017-05-22T23:18:30.845520, 2017-05-22T23:18:30.896595
kafka, latency, 0, 1000.00000, 0.96012, 2017-05-22T23:18:30.910106, 2017-05-22T23:18:30.960337
kafka, latency, 0, 1000.00000, 1.02385, 2017-05-22T23:18:30.974682, 2017-05-22T23:18:31.024051
kafka, latency, 0, 1000.00000, 0.08756, 2017-05-22T23:18:31.039270, 2017-05-22T23:18:31.087762
kafka, latency, 0, 1000.00000, 0.15127, 2017-05-22T23:18:31.103865, 2017-05-22T23:18:31.151472
kafka, latency, 0, 1000.00000, 0.21500, 2017-05-22T23:18:31.168451, 2017-05-22T23:18:31.215204
kafka, latency, 0, 1000.00000, 0.27874, 2017-05-22T23:18:31.233043, 2017-05-22T23:18:31.278935
kafka, latency, 0, 1000.00000, 0.34246, 2017-05-22T23:18:31.297630, 2017-05-22T23:18:31.342651
kafka, latency, 0, 1000.00000, 0.45627, 2017-05-22T23:18:31.362235, 2017-05-22T23:18:31.456480
kafka, latency, 0, 1000.00000, 0.48794, 2017-05-22T23:18:31.426831, 2017-05-22T23:18:31.488146
kafka, latency, 0, 1000.00000, 0.51962, 2017-05-22T23:18:31.491420, 2017-05-22T23:18:31.519824
kafka, latency, 0, 1000.00000, 0.58337, 2017-05-22T23:18:31.523987, 2017-05-22T23:18:31.583576
kafka, latency, 0, 1000.00000, 0.64711, 2017-05-22T23:18:31.588594, 2017-05-22T23:18:31.647326
kafka, latency, 0, 1000.00000, 0.67879, 2017-05-22T23:18:31.653193, 2017-05-22T23:18:31.678998
kafka, latency, 0, 1000.00000, 0.71047, 2017-05-22T23:18:31.685716, 2017-05-22T23:18:31.710669
kafka, latency, 0, 1000.00000, 0.74215, 2017-05-22T23:18:31.718250, 2017-05-22T23:18:31.742354
kafka, latency, 0, 1000.00000, 0.75776, 2017-05-22T23:18:31.750783, 2017-05-22T23:18:31.757986
kafka, latency, 0, 1000.00000, 0.76536, 2017-05-22T23:18:31.759152, 2017-05-22T23:18:31.765569
kafka, latency, 0, 1000.00000, 0.78095, 2017-05-22T23:18:31.767533, 2017-05-22T23:18:31.781165
kafka, latency, 0, 1000.00000, 0.79657, 2017-05-22T23:18:31.783995, 2017-05-22T23:18:31.796772
kafka, latency, 0, 1000.00000, 0.80001, 2017-05-22T23:18:31.792389, 2017-05-22T23:18:31.800243
kafka, latency, 0, 1000.00000, 0.81566, 2017-05-22T23:18:31.800789, 2017-05-22T23:18:31.815854
kafka, latency, 0, 1000.00000, 0.83124, 2017-05-22T23:18:31.817247, 2017-05-22T23:18:31.831432
kafka, latency, 0, 1000.00000, 0.84681, 2017-05-22T23:18:31.833684, 2017-05-22T23:18:31.847008
kafka, latency, 0, 1000.00000, 0.86238, 2017-05-22T23:18:31.850146, 2017-05-22T23:18:31.862580
kafka, latency, 0, 1000.00000, 0.87797, 2017-05-22T23:18:31.866584, 2017-05-22T23:18:31.878171
kafka, latency, 0, 1000.00000, 0.90963, 2017-05-22T23:18:31.883022, 2017-05-22T23:18:31.909828
kafka, latency, 0, 1000.00000, 0.91303, 2017-05-22T23:18:31.899463, 2017-05-22T23:18:31.913235
kafka, latency, 0, 1000.00000, 0.92856, 2017-05-22T23:18:31.915875, 2017-05-22T23:18:31.928755
kafka, latency, 0, 1000.00000, 0.96014, 2017-05-22T23:18:31.932226, 2017-05-22T23:18:31.960336
kafka, latency, 0, 1000.00000, 0.96151, 2017-05-22T23:18:31.948574, 2017-05-22T23:18:31.961729
kafka, latency, 0, 1000.00000, 0.99317, 2017-05-22T23:18:31.964927, 2017-05-22T23:18:31.993383
kafka, latency, 0, 1000.00000, 0.99664, 2017-05-22T23:18:31.981345, 2017-05-22T23:18:31.996846
kafka, latency, 0, 1000.00000, 1.00417, 2017-05-22T23:18:31.997787, 2017-05-22T23:18:32.004373
kafka, latency, 0, 1000.00000, 0.01978, 2017-05-22T23:18:32.006149, 2017-05-22T23:18:32.019983
kafka, latency, 0, 1000.00000, 0.02006, 2017-05-22T23:18:32.014538, 2017-05-22T23:18:32.020264
kafka, latency, 0, 1000.00000, 0.02355, 2017-05-22T23:18:32.018824, 2017-05-22T23:18:32.023766
kafka, latency, 0, 1000.00000, 0.05523, 2017-05-22T23:18:32.027182, 2017-05-22T23:18:32.055446
kafka, latency, 0, 1000.00000, 0.05664, 2017-05-22T23:18:32.043641, 2017-05-22T23:18:32.056848
kafka, latency, 0, 1000.00000, 0.08829, 2017-05-22T23:18:32.060101, 2017-05-22T23:18:32.088491
kafka, latency, 0, 1000.00000, 0.09173, 2017-05-22T23:18:32.076539, 2017-05-22T23:18:32.091934
kafka, latency, 0, 1000.00000, 0.09926, 2017-05-22T23:18:32.092962, 2017-05-22T23:18:32.099459
kafka, latency, 0, 1000.00000, 0.11485, 2017-05-22T23:18:32.101328, 2017-05-22T23:18:32.115053
kafka, latency, 0, 1000.00000, 0.11826, 2017-05-22T23:18:32.109714, 2017-05-22T23:18:32.118460
kafka, latency, 0, 1000.00000, 0.12577, 2017-05-22T23:18:32.118230, 2017-05-22T23:18:32.125961
kafka, latency, 0, 1000.00000, 0.14134, 2017-05-22T23:18:32.126701, 2017-05-22T23:18:32.141532
kafka, latency, 0, 1000.00000, 0.15692, 2017-05-22T23:18:32.143161, 2017-05-22T23:18:32.157114
kafka, latency, 0, 1000.00000, 0.18856, 2017-05-22T23:18:32.159678, 2017-05-22T23:18:32.188758
kafka, latency, 0, 1000.00000, 0.18884, 2017-05-22T23:18:32.176143, 2017-05-22T23:18:32.189030
kafka, latency, 0, 1000.00000, 0.19227, 2017-05-22T23:18:32.184495, 2017-05-22T23:18:32.192484
kafka, latency, 0, 1000.00000, 0.20788, 2017-05-22T23:18:32.192875, 2017-05-22T23:18:32.208075
kafka, latency, 0, 1000.00000, 0.23955, 2017-05-22T23:18:32.209340, 2017-05-22T23:18:32.239742
kafka, latency, 0, 1000.00000, 0.27121, 2017-05-22T23:18:32.241858, 2017-05-22T23:18:32.271404
kafka, latency, 0, 1000.00000, 0.30285, 2017-05-22T23:18:32.274401, 2017-05-22T23:18:32.303039
kafka, latency, 0, 1000.00000, 0.31847, 2017-05-22T23:18:32.306925, 2017-05-22T23:18:32.318688
kafka, latency, 0, 1000.00000, 0.35010, 2017-05-22T23:18:32.323387, 2017-05-22T23:18:32.350296
kafka, latency, 0, 1000.00000, 0.35353, 2017-05-22T23:18:32.339850, 2017-05-22T23:18:32.353719
kafka, latency, 0, 1000.00000, 0.36907, 2017-05-22T23:18:32.356305, 2017-05-22T23:18:32.369270
kafka, latency, 0, 1000.00000, 0.38469, 2017-05-22T23:18:32.372767, 2017-05-22T23:18:32.384874
kafka, latency, 0, 1000.00000, 0.38811, 2017-05-22T23:18:32.381161, 2017-05-22T23:18:32.388303
kafka, latency, 0, 1000.00000, 0.40367, 2017-05-22T23:18:32.389556, 2017-05-22T23:18:32.403860
kafka, latency, 0, 1000.00000, 0.40714, 2017-05-22T23:18:32.397965, 2017-05-22T23:18:32.407361
kafka, latency, 0, 1000.00000, 0.47087, 2017-05-22T23:18:32.414406, 2017-05-22T23:18:32.471065
kafka, latency, 0, 1000.00000, 0.47114, 2017-05-22T23:18:32.446933, 2017-05-22T23:18:32.471335
kafka, latency, 0, 1000.00000, 0.47458, 2017-05-22T23:18:32.463426, 2017-05-22T23:18:32.474774
kafka, latency, 0, 1000.00000, 0.50623, 2017-05-22T23:18:32.479856, 2017-05-22T23:18:32.506424
kafka, latency, 0, 1000.00000, 0.50968, 2017-05-22T23:18:32.496325, 2017-05-22T23:18:32.509871
kafka, latency, 0, 1000.00000, 0.54133, 2017-05-22T23:18:32.512779, 2017-05-22T23:18:32.541534
kafka, latency, 0, 1000.00000, 0.54161, 2017-05-22T23:18:32.529240, 2017-05-22T23:18:32.541804
kafka, latency, 0, 1000.00000, 0.54502, 2017-05-22T23:18:32.537591, 2017-05-22T23:18:32.545294
kafka, latency, 0, 1000.00000, 0.57687, 2017-05-22T23:18:32.554057, 2017-05-22T23:18:32.577072
kafka, latency, 0, 1000.00000, 0.60855, 2017-05-22T23:18:32.570530, 2017-05-22T23:18:32.608749
kafka, latency, 0, 1000.00000, 0.61607, 2017-05-22T23:18:32.603047, 2017-05-22T23:18:32.616277
kafka, latency, 0, 1000.00000, 0.63167, 2017-05-22T23:18:32.619504, 2017-05-22T23:18:32.631874
kafka, latency, 0, 1000.00000, 0.66333, 2017-05-22T23:18:32.635948, 2017-05-22T23:18:32.663534
kafka, latency, 0, 1000.00000, 0.66678, 2017-05-22T23:18:32.652415, 2017-05-22T23:18:32.666983
kafka, latency, 0, 1000.00000, 0.68242, 2017-05-22T23:18:32.668884, 2017-05-22T23:18:32.682625
kafka, latency, 0, 1000.00000, 0.68583, 2017-05-22T23:18:32.677285, 2017-05-22T23:18:32.686029
kafka, latency, 0, 1000.00000, 0.74956, 2017-05-22T23:18:32.693732, 2017-05-22T23:18:32.749763
kafka, latency, 0, 1000.00000, 0.75297, 2017-05-22T23:18:32.726253, 2017-05-22T23:18:32.753190
kafka, latency, 0, 1000.00000, 0.78467, 2017-05-22T23:18:32.758765, 2017-05-22T23:18:32.784885
kafka, latency, 0, 1000.00000, 0.78814, 2017-05-22T23:18:32.775247, 2017-05-22T23:18:32.788346
kafka, latency, 0, 1000.00000, 0.80378, 2017-05-22T23:18:32.791708, 2017-05-22T23:18:32.803977
kafka, latency, 0, 1000.00000, 0.80722, 2017-05-22T23:18:32.800104, 2017-05-22T23:18:32.807423
kafka, latency, 0, 1000.00000, 0.82281, 2017-05-22T23:18:32.808453, 2017-05-22T23:18:32.823020
kafka, latency, 0, 1000.00000, 0.85448, 2017-05-22T23:18:32.824871, 2017-05-22T23:18:32.854682
kafka, latency, 0, 1000.00000, 0.87007, 2017-05-22T23:18:32.857387, 2017-05-22T23:18:32.870284
kafka, latency, 0, 1000.00000, 0.88563, 2017-05-22T23:18:32.873847, 2017-05-22T23:18:32.885844
kafka, latency, 0, 1000.00000, 0.90117, 2017-05-22T23:18:32.890271, 2017-05-22T23:18:32.901392
kafka, latency, 0, 1000.00000, 0.93288, 2017-05-22T23:18:32.906702, 2017-05-22T23:18:32.933085
kafka, latency, 0, 1000.00000, 0.93635, 2017-05-22T23:18:32.923135, 2017-05-22T23:18:32.936543
kafka, latency, 0, 1000.00000, 0.95194, 2017-05-22T23:18:32.939570, 2017-05-22T23:18:32.952136
kafka, latency, 0, 1000.00000, 0.98360, 2017-05-22T23:18:32.956004, 2017-05-22T23:18:32.983803
kafka, latency, 0, 1000.00000, 0.98708, 2017-05-22T23:18:32.972462, 2017-05-22T23:18:32.987302
kafka, latency, 0, 1000.00000, 1.00272, 2017-05-22T23:18:32.988894, 2017-05-22T23:18:33.002927
kafka, latency, 0, 1000.00000, 0.03443, 2017-05-22T23:18:33.005319, 2017-05-22T23:18:33.034640
kafka, latency, 0, 1000.00000, 0.03472, 2017-05-22T23:18:33.021761, 2017-05-22T23:18:33.034917
kafka, latency, 0, 1000.00000, 0.03500, 2017-05-22T23:18:33.026045, 2017-05-22T23:18:33.035199
kafka, latency, 0, 1000.00000, 0.04253, 2017-05-22T23:18:33.034391, 2017-05-22T23:18:33.042727
kafka, latency, 0, 10000.00000, 0.05003, 2017-05-22T23:18:33.042809, 2017-05-22T23:18:33.050254
kafka, latency, 0, 10000.00000, 0.05356, 2017-05-22T23:18:33.050289, 2017-05-22T23:18:33.053759
kafka, latency, 0, 10000.00000, 0.05704, 2017-05-22T23:18:33.053681, 2017-05-22T23:18:33.057262
kafka, latency, 0, 10000.00000, 0.06455, 2017-05-22T23:18:33.057067, 2017-05-22T23:18:33.064765
kafka, latency, 0, 10000.00000, 0.12834, 2017-05-22T23:18:33.072595, 2017-05-22T23:18:33.128545
kafka, latency, 0, 10000.00000, 0.12862, 2017-05-22T23:18:33.104225, 2017-05-22T23:18:33.128819
kafka, latency, 0, 10000.00000, 0.13206, 2017-05-22T23:18:33.119786, 2017-05-22T23:18:33.132268
kafka, latency, 0, 10000.00000, 0.14765, 2017-05-22T23:18:33.135354, 2017-05-22T23:18:33.147854
kafka, latency, 0, 10000.00000, 0.15106, 2017-05-22T23:18:33.142845, 2017-05-22T23:18:33.151265
kafka, latency, 0, 10000.00000, 0.15452, 2017-05-22T23:18:33.150327, 2017-05-22T23:18:33.154733
kafka, latency, 0, 10000.00000, 0.15798, 2017-05-22T23:18:33.153741, 2017-05-22T23:18:33.158191
kafka, latency, 0, 10000.00000, 0.18965, 2017-05-22T23:18:33.161278, 2017-05-22T23:18:33.189860
kafka, latency, 0, 10000.00000, 0.18994, 2017-05-22T23:18:33.176842, 2017-05-22T23:18:33.190137
kafka, latency, 0, 10000.00000, 0.19022, 2017-05-22T23:18:33.184325, 2017-05-22T23:18:33.190414
kafka, latency, 0, 10000.00000, 0.19156, 2017-05-22T23:18:33.187761, 2017-05-22T23:18:33.191774
kafka, latency, 0, 10000.00000, 0.22323, 2017-05-22T23:18:33.195206, 2017-05-22T23:18:33.223429
kafka, latency, 0, 10000.00000, 0.22351, 2017-05-22T23:18:33.210776, 2017-05-22T23:18:33.223721
kafka, latency, 0, 10000.00000, 0.22396, 2017-05-22T23:18:33.218254, 2017-05-22T23:18:33.224211
kafka, latency, 0, 10000.00000, 0.22431, 2017-05-22T23:18:33.221672, 2017-05-22T23:18:33.224526
kafka, latency, 0, 10000.00000, 0.23995, 2017-05-22T23:18:33.225068, 2017-05-22T23:18:33.240147
kafka, latency, 0, 10000.00000, 0.27159, 2017-05-22T23:18:33.240566, 2017-05-22T23:18:33.271785
kafka, latency, 0, 10000.00000, 0.28717, 2017-05-22T23:18:33.272200, 2017-05-22T23:18:33.287363
kafka, latency, 0, 10000.00000, 0.30274, 2017-05-22T23:18:33.287760, 2017-05-22T23:18:33.302938
kafka, latency, 0, 10000.00000, 0.31027, 2017-05-22T23:18:33.303291, 2017-05-22T23:18:33.310464
kafka, latency, 0, 10000.00000, 0.31777, 2017-05-22T23:18:33.310766, 2017-05-22T23:18:33.317961
kafka, latency, 0, 10000.00000, 0.32529, 2017-05-22T23:18:33.318214, 2017-05-22T23:18:33.325485
kafka, latency, 0, 10000.00000, 0.34089, 2017-05-22T23:18:33.325661, 2017-05-22T23:18:33.341079
kafka, latency, 0, 10000.00000, 0.37253, 2017-05-22T23:18:33.341132, 2017-05-22T23:18:33.372722
kafka, latency, 0, 10000.00000, 0.38809, 2017-05-22T23:18:33.372692, 2017-05-22T23:18:33.388284
kafka, latency, 0, 10000.00000, 0.40360, 2017-05-22T23:18:33.388199, 2017-05-22T23:18:33.403800
kafka, latency, 0, 10000.00000, 0.40700, 2017-05-22T23:18:33.403718, 2017-05-22T23:18:33.407222
kafka, latency, 0, 10000.00000, 0.43882, 2017-05-22T23:18:33.411148, 2017-05-22T23:18:33.439018
kafka, latency, 0, 10000.00000, 0.43914, 2017-05-22T23:18:33.426689, 2017-05-22T23:18:33.439334
kafka, latency, 0, 10000.00000, 0.43941, 2017-05-22T23:18:33.434157, 2017-05-22T23:18:33.439597
kafka, latency, 0, 10000.00000, 0.45496, 2017-05-22T23:18:33.441654, 2017-05-22T23:18:33.455156
kafka, latency, 0, 10000.00000, 0.45523, 2017-05-22T23:18:33.449134, 2017-05-22T23:18:33.455418
kafka, latency, 0, 10000.00000, 0.47084, 2017-05-22T23:18:33.456603, 2017-05-22T23:18:33.471026
kafka, latency, 0, 10000.00000, 0.47428, 2017-05-22T23:18:33.464032, 2017-05-22T23:18:33.474472
kafka, latency, 0, 10000.00000, 0.50590, 2017-05-22T23:18:33.479566, 2017-05-22T23:18:33.506113
kafka, latency, 0, 10000.00000, 0.52156, 2017-05-22T23:18:33.511169, 2017-05-22T23:18:33.521755
kafka, latency, 0, 10000.00000, 0.52502, 2017-05-22T23:18:33.518666, 2017-05-22T23:18:33.525241
kafka, latency, 0, 10000.00000, 0.54061, 2017-05-22T23:18:33.526097, 2017-05-22T23:18:33.540800
kafka, latency, 0, 10000.00000, 0.57224, 2017-05-22T23:18:33.541627, 2017-05-22T23:18:33.572424
kafka, latency, 0, 10000.00000, 0.58780, 2017-05-22T23:18:33.573216, 2017-05-22T23:18:33.587991
kafka, latency, 0, 10000.00000, 0.59533, 2017-05-22T23:18:33.588756, 2017-05-22T23:18:33.595546
kafka, latency, 0, 10000.00000, 0.61092, 2017-05-22T23:18:33.596228, 2017-05-22T23:18:33.611123
kafka, latency, 0, 10000.00000, 0.62651, 2017-05-22T23:18:33.611728, 2017-05-22T23:18:33.626708
kafka, latency, 0, 10000.00000, 0.64209, 2017-05-22T23:18:33.627287, 2017-05-22T23:18:33.642287
kafka, latency, 0, 10000.00000, 0.64955, 2017-05-22T23:18:33.642834, 2017-05-22T23:18:33.649768
kafka, latency, 0, 10000.00000, 0.65707, 2017-05-22T23:18:33.650324, 2017-05-22T23:18:33.657270
kafka, latency, 0, 10000.00000, 0.66048, 2017-05-22T23:18:33.657768, 2017-05-22T23:18:33.660693
kafka, latency, 0, 10000.00000, 0.67607, 2017-05-22T23:18:33.661108, 2017-05-22T23:18:33.676276
kafka, latency, 0, 10000.00000, 0.69166, 2017-05-22T23:18:33.676712, 2017-05-22T23:18:33.691850
kafka, latency, 0, 10000.00000, 0.70723, 2017-05-22T23:18:33.692239, 2017-05-22T23:18:33.707417
kafka, latency, 0, 10000.00000, 0.72280, 2017-05-22T23:18:33.707785, 2017-05-22T23:18:33.722988
kafka, latency, 0, 10000.00000, 0.73838, 2017-05-22T23:18:33.723333, 2017-05-22T23:18:33.738566
kafka, latency, 0, 10000.00000, 0.75394, 2017-05-22T23:18:33.738888, 2017-05-22T23:18:33.754130
kafka, latency, 0, 10000.00000, 0.76145, 2017-05-22T23:18:33.754444, 2017-05-22T23:18:33.761639
kafka, latency, 0, 10000.00000, 0.76894, 2017-05-22T23:18:33.761887, 2017-05-22T23:18:33.769125
kafka, latency, 0, 10000.00000, 0.77644, 2017-05-22T23:18:33.769319, 2017-05-22T23:18:33.776626
kafka, latency, 0, 10000.00000, 0.78395, 2017-05-22T23:18:33.776766, 2017-05-22T23:18:33.784168
kafka, latency, 0, 10000.00000, 0.79148, 2017-05-22T23:18:33.784173, 2017-05-22T23:18:33.791681
kafka, latency, 0, 10000.00000, 0.79895, 2017-05-22T23:18:33.791627, 2017-05-22T23:18:33.799149
kafka, latency, 0, 10000.00000, 0.80647, 2017-05-22T23:18:33.799062, 2017-05-22T23:18:33.806684
kafka, latency, 0, 10000.00000, 0.81398, 2017-05-22T23:18:33.806476, 2017-05-22T23:18:33.814180
kafka, latency, 0, 10000.00000, 0.82952, 2017-05-22T23:18:33.813902, 2017-05-22T23:18:33.829713
kafka, latency, 0, 10000.00000, 0.83704, 2017-05-22T23:18:33.829415, 2017-05-22T23:18:33.837265
kafka, latency, 0, 10000.00000, 0.84459, 2017-05-22T23:18:33.836902, 2017-05-22T23:18:33.844783
kafka, latency, 0, 10000.00000, 0.86016, 2017-05-22T23:18:33.844395, 2017-05-22T23:18:33.860357
kafka, latency, 0, 10000.00000, 0.86768, 2017-05-22T23:18:33.859958, 2017-05-22T23:18:33.867895
kafka, latency, 0, 10000.00000, 0.87523, 2017-05-22T23:18:33.867483, 2017-05-22T23:18:33.875422
kafka, latency, 0, 10000.00000, 0.88273, 2017-05-22T23:18:33.874940, 2017-05-22T23:18:33.882929
kafka, latency, 0, 10000.00000, 0.88622, 2017-05-22T23:18:33.882436, 2017-05-22T23:18:33.886432
kafka, latency, 0, 10000.00000, 0.91789, 2017-05-22T23:18:33.889897, 2017-05-22T23:18:33.918106
kafka, latency, 0, 10000.00000, 0.91819, 2017-05-22T23:18:33.905453, 2017-05-22T23:18:33.918390
kafka, latency, 0, 10000.00000, 0.91847, 2017-05-22T23:18:33.908857, 2017-05-22T23:18:33.918661
kafka, latency, 0, 10000.00000, 0.93401, 2017-05-22T23:18:33.916296, 2017-05-22T23:18:33.934217
kafka, latency, 0, 10000.00000, 0.93537, 2017-05-22T23:18:33.931820, 2017-05-22T23:18:33.935565
kafka, latency, 0, 10000.00000, 0.95094, 2017-05-22T23:18:33.939306, 2017-05-22T23:18:33.951159
kafka, latency, 0, 10000.00000, 0.95440, 2017-05-22T23:18:33.946825, 2017-05-22T23:18:33.954603
kafka, latency, 0, 10000.00000, 0.96194, 2017-05-22T23:18:33.954325, 2017-05-22T23:18:33.962142
kafka, latency, 0, 10000.00000, 0.97750, 2017-05-22T23:18:33.961847, 2017-05-22T23:18:33.977706
kafka, latency, 0, 10000.00000, 0.98500, 2017-05-22T23:18:33.977357, 2017-05-22T23:18:33.985239
kafka, latency, 0, 10000.00000, 1.04887, 2017-05-22T23:18:33.992905, 2017-05-22T23:18:34.049093
kafka, latency, 0, 10000.00000, 0.04919, 2017-05-22T23:18:34.024532, 2017-05-22T23:18:34.049389
kafka, latency, 0, 10000.00000, 0.04947, 2017-05-22T23:18:34.031975, 2017-05-22T23:18:34.049671
kafka, latency, 0, 10000.00000, 0.05699, 2017-05-22T23:18:34.047481, 2017-05-22T23:18:34.057196
kafka, latency, 0, 10000.00000, 0.06047, 2017-05-22T23:18:34.054918, 2017-05-22T23:18:34.060675
kafka, latency, 0, 10000.00000, 0.07609, 2017-05-22T23:18:34.062406, 2017-05-22T23:18:34.076298
kafka, latency, 0, 10000.00000, 0.07638, 2017-05-22T23:18:34.069865, 2017-05-22T23:18:34.076574
kafka, latency, 0, 10000.00000, 0.09197, 2017-05-22T23:18:34.077429, 2017-05-22T23:18:34.092175
kafka, latency, 0, 10000.00000, 0.10760, 2017-05-22T23:18:34.092969, 2017-05-22T23:18:34.107797
kafka, latency, 0, 10000.00000, 0.13926, 2017-05-22T23:18:34.108505, 2017-05-22T23:18:34.139464
kafka, latency, 0, 10000.00000, 0.15484, 2017-05-22T23:18:34.140090, 2017-05-22T23:18:34.155040
kafka, latency, 0, 10000.00000, 0.17044, 2017-05-22T23:18:34.155641, 2017-05-22T23:18:34.170635
