Number_Clusters,Number_Points_per_Cluster,Number_Dim,Number_Points_per_Message,Interval,Number_Partitions, Time
100,100,3,8000,120,48,0.03243
100,1000,3,8000,120,48,0.42155
100,10000,3,8000,120,48,5.14278
100,100000,3,8000,120,48,55.42395
100,1000000,3,8000,120,48,520.64438
