Produce_batch,Num_Messages,Number_APoints/Msg,KB_Transfered,KB/sec,TimeStamp
0,5000,0,5000,0.0,0.0,20171108-153140
5000,10000,1,5000,310.0,3204.89975401,20171108-153140
0,5000,2,5000,620.0,3448.183771,20171108-153141
5000,10000,3,5000,933.0,3579.18319727,20171108-153141
10000,15000,4,5000,1245.0,4366.35596041,20171108-153141
15000,20000,5,5000,1558.0,5024.52828732,20171108-153141
20000,25000,6,5000,1864.0,5470.59268687,20171108-153141
25000,30000,7,5000,2175.0,5843.03715095,20171108-153141
30000,35000,8,5000,2487.0,6165.86280421,20171108-153141
35000,40000,9,5000,2799.0,6259.63117633,20171108-153141
40000,45000,10,5000,3112.0,6336.20340046,20171108-153141
45000,50000,11,5000,3422.0,6398.94119562,20171108-153141
50000,55000,12,5000,3729.0,6445.68044251,20171108-153141
55000,60000,13,5000,4040.0,6360.74322962,20171108-153141
60000,65000,14,5000,4350.0,6442.49928496,20171108-153141
65000,70000,15,5000,4666.0,6509.63190782,20171108-153141
70000,75000,16,5000,4974.0,6638.20618324,20171108-153141
75000,80000,17,5000,5283.0,6721.87143677,20171108-153141
80000,85000,18,5000,5594.0,6804.08756049,20171108-153141
85000,90000,19,5000,5906.0,6879.05686042,20171108-153141
90000,95000,20,5000,6217.0,6975.66034008,20171108-153141
95000,100000,21,5000,6531.0,7073.1421799,20171108-153141
0,5000,22,5000,6838.0,6078.80065356,20171108-153141
5000,10000,23,5000,7141.0,5685.04424789,20171108-153142
10000,15000,24,5000,7444.0,5568.43503079,20171108-153142
15000,20000,25,5000,7749.0,5690.34675831,20171108-153142
20000,25000,26,5000,8054.0,5775.57634349,20171108-153142
25000,30000,27,5000,8368.0,5860.34622691,20171108-153142
30000,35000,28,5000,8683.0,5903.82274757,20171108-153142
35000,40000,29,5000,9002.0,5985.80618716,20171108-153142
40000,45000,30,5000,9321.0,6097.15457816,20171108-153142
45000,50000,31,5000,9622.0,6209.00375978,20171108-153142
50000,55000,32,5000,9924.0,6305.4087182,20171108-153142
55000,60000,33,5000,10232.0,6366.86653117,20171108-153142
60000,65000,34,5000,10540.0,6425.90495328,20171108-153142
65000,70000,35,5000,10847.0,6530.61235889,20171108-153142
70000,75000,36,5000,11155.0,6631.72189196,20171108-153142
75000,80000,37,5000,11464.0,6732.84402265,20171108-153142
80000,85000,38,5000,11774.0,6784.84548003,20171108-153142
85000,90000,39,5000,12088.0,6869.42323194,20171108-153142
90000,95000,40,5000,12401.0,6967.06961154,20171108-153142
95000,100000,41,5000,12716.0,7045.48836654,20171108-153142
100000,105000,42,5000,13031.0,7122.51728556,20171108-153142
105000,110000,43,5000,13337.0,7162.44398897,20171108-153142
110000,115000,44,5000,13643.0,7231.13734183,20171108-153142
115000,120000,45,5000,13957.0,7319.87389489,20171108-153142
120000,125000,46,5000,14272.0,7391.12329514,20171108-153142
125000,130000,47,5000,14585.0,7449.00387866,20171108-153142
130000,135000,48,5000,14898.0,7516.46045046,20171108-153142
135000,140000,49,5000,15196.0,7590.33420951,20171108-153142
140000,145000,50,5000,15494.0,7617.09829697,20171108-153142
145000,150000,51,5000,15794.0,7642.32354155,20171108-153142
150000,155000,52,5000,16094.0,7696.42780031,20171108-153142
155000,160000,53,5000,16409.0,7754.48061051,20171108-153142
160000,165000,54,5000,16725.0,7834.41046927,20171108-153142
165000,170000,55,5000,17043.0,7888.65614316,20171108-153143
170000,175000,56,5000,17362.0,7946.34506219,20171108-153143
175000,180000,57,5000,17671.0,8015.65483525,20171108-153143
180000,185000,58,5000,17979.0,8065.97785833,20171108-153143
185000,190000,59,5000,18286.0,8083.65364709,20171108-153143
190000,195000,60,5000,18593.0,8043.87269992,20171108-153143
195000,200000,61,5000,18903.0,8061.51428613,20171108-153143
200000,205000,62,5000,19213.0,8122.37601994,20171108-153143
205000,210000,63,5000,19525.0,8182.26735144,20171108-153143
210000,215000,64,5000,19837.0,8201.47285593,20171108-153143
215000,220000,65,5000,20143.0,8244.84327805,20171108-153143
220000,225000,66,5000,20450.0,8278.99411788,20171108-153143
