TIMESTAMP        home1-RQ         home1-RD         home1-WR         
1481764767 6060673 161827106795 454102591
1481764768 6060707 161851678769 454102591
1481764769 6060722 161851684228 454102591
1481764770 6060767 161876263522 454102591
1481764772 6060805 161896940773 454102591
1481764773 6060859 161921523396 454102591
1481764774 6060892 161946097231 454102591
1481764777 6060954 161970677733 454102591
1481764778 6060996 161995250915 454102591
1481764779 6061032 161995264902 454102591
1481764781 6061070 162019838737 454102996
1481764782 6061089 162019839945 454102996
1481764783 6061153 162044420859 454103401
1481764785 6061161 162044422067 454103401
1481764786 6061239 162065109171 454103401
1481764788 6061280 162089683914 454103806
1481764789 6061316 162089691052 454103806
1481764790 6061359 162114270955 454104211
1481764791 6061452 162138857937 454104616
1481764792 6061527 162138880452 454104616
1481764794 6061547 162159557207 454104616
1481764795 6061656 162159569517 454104616
1481764796 6061959 162159575373 454104616
1481764797 6062032 162159850913 454104616
1481764798 6062407 162584283370 454122677
1481764799 6062446 162584288560 454122677
1481764800 6062489 162584288560 454122677
1481764801 6062493 162584288560 454122677
1481764803 6062497 162584288560 454122677
1481764804 6062499 162584288560 454122677
1481764805 6062521 162584288560 454122677
1481764806 6062544 162584288560 454122677
1481764807 6062548 162584288560 454122677
1481764808 6062552 162584288560 454122677
1481764809 6062560 162584288560 454122677
1481764810 6062568 162584288560 454122677
1481764812 6062574 162584288560 454122677
1481764813 6062580 162584288560 454122677
1481764814 6062585 162584288560 454122677
1481764815 6062603 162584288560 454122677
1481764818 6062611 162584288560 454122677
1481764819 6062615 162584288560 454122677
1481764820 6062622 162584288560 454122677
1481764821 6062632 162584288560 454122677
1481764824 6062640 162584288560 454122677
1481764825 6062647 162584288560 454122677
1481764826 6062672 162584288560 454122677
1481764827 6062676 162584288560 454122677
1481764828 6062689 162584288560 454122677
1481764830 6062730 162584288560 454122677
1481764831 6062743 162584288560 454122677
1481764832 6062755 162584288560 454122677
1481764833 6062759 162584288560 454122677
1481764834 6062759 162584288560 454122677
1481764835 6062771 162584288560 454122677
1481764836 6062789 162584288560 454122677
1481764837 6062802 162584288560 454122677
1481764838 6062816 162584288560 454122677
1481764840 6062824 162584288560 454122677
1481764841 6062832 162584288560 454122677
1481764842 6062837 162584288560 454122677
1481764843 6062846 162584288560 454122677
1481764844 6062852 162584288560 454122677
1481764845 6062870 162584288560 454122677
1481764846 6062874 162584288560 454122677
1481764847 6062887 162584288560 454122677
1481764849 6062891 162584288560 454122677
1481764850 6062897 162584288560 454122677
1481764852 6062899 162584288560 454122677
1481764853 6062907 162584288560 454122677
1481764854 6062915 162584288560 454122677
1481764855 6062934 162584288560 454122677
1481764856 6062940 162584288560 454122677
1481764857 6062948 162584288560 454122677
1481764858 6062956 162584288560 454122677
1481764860 6062964 162584288560 454122677
1481764861 6062968 162584288560 454122677
1481764862 6062972 162584288560 454122677
1481764863 6062978 162584288560 454122677
1481764864 6062988 162584288560 454122677
1481764865 6063006 162584288560 454122677
1481764867 6063012 162584288560 454122677
1481764868 6063022 162584288560 454122677
1481764869 6063029 162584288560 454122677
1481764870 6063040 162584288560 454122677
1481764871 6063044 162584288560 454122677
1481764873 6063048 162584288560 454122677
1481764874 6063059 162584288560 454122677
1481764875 6063073 162584288560 454122677
1481764876 6063081 162584288560 454122677
1481764877 6063089 162584288560 454122677
1481764878 6063106 162584288560 454122677
1481764879 6063111 162584288560 454122677
1481764880 6063117 162584288560 454122677
1481764881 6063121 162584288560 454122677
1481764883 6063125 162584288560 454122677
1481764884 6063137 162584288560 454122677
1481764885 6063146 162584288560 454122677
1481764887 6063160 162584288560 454122677
1481764888 6063169 162584288560 454122677
1481764889 6063181 162584288560 454122677
1481764890 6063181 162584288560 454122677
1481764892 6063190 162584288560 454122677
1481764893 6063194 162584288560 454122677
1481764894 6063202 162584288560 454122677
1481764896 6063218 162584288560 454122677
1481764898 6063222 162584288560 454122677
1481764899 6063230 162584288560 454122677
1481764900 6063243 162584288560 454122677
1481764901 6063256 162584288560 454122677
1481764902 6063260 162584288560 454122677
1481764903 6063260 162584288560 454122677
1481764904 6063277 162584288560 454122677
1481764906 6063291 162584288560 454122677
1481764907 6063303 162584288560 454122677
1481764908 6063315 162584288560 454122677
1481764909 6063324 162584288560 454122677
1481764910 6063332 162584288560 454122677
1481764911 6063334 162584288560 454122677
1481764912 6063340 162584288560 454122677
1481764913 6063345 162584288560 454122677
1481764914 6063355 162584288560 454122677
1481764916 6063377 162584288560 454122677
1481764917 6063381 162584288560 454122677
1481764918 6063394 162584288560 454122677
1481764919 6063394 162584288560 454122677
1481764920 6063398 162584288560 454122677
1481764921 6063408 162584288560 454122677
1481764922 6063410 162584288560 454122677
1481764923 6063422 162584288560 454122677
1481764925 6063428 162584288560 454122677
1481764926 6063442 162584288560 454122677
1481764927 6063448 162584288560 454122677
1481764928 6063458 162584288560 454122677
1481764930 6063461 162584288560 454122677
1481764931 6063467 162584288560 454122677
1481764933 6063482 162584288560 454122677
1481764934 6063485 162584288560 454122677
1481764935 6063497 162584288560 454122677
1481764936 6063511 162584288560 454122677
1481764938 6063521 162584288560 454122677
1481764939 6063525 162584288560 454122677
1481764940 6063533 162584288560 454122677
1481764941 6063538 162584288560 454122677
1481764942 6063548 162584288560 454122677
1481764943 6063560 162584288560 454122677
1481764944 6063570 162584288560 454122677
1481764946 6063589 162584288560 454122677
1481764947 6063593 162584288560 454122677
1481764948 6063601 162584288560 454122677
1481764949 6063607 162584288560 454122677
1481764950 6063611 162584288560 454122677
1481764951 6063615 162584288560 454122677
1481764953 6063623 162584288560 454122677
1481764954 6063637 162584288560 454122677
1481764955 6063647 162584288560 454122677
1481764956 6063661 162584288560 454122677
1481764957 6063669 162584288560 454122677
1481764958 6063669 162584288560 454122677
1481764959 6063673 162584288560 454122677
1481764961 6063695 162584288560 454122677
1481764963 6063700 162584288560 454122677
1481764965 6063712 162584288560 454122677
1481764966 6063722 162584288560 454122677
1481764968 6063736 162584288560 454122677
1481764969 6063744 162584288560 454122677
1481764970 6063767 162584288560 454122677
1481764973 6063776 162584288560 454122677
1481764974 6063776 162584288560 454122677
1481764977 6063799 162584288560 454122677
1481764978 6063819 162584288560 454122677
1481764979 6063828 162584288560 454122677
1481764980 6063829 162584288560 454122677
1481764981 6063850 162584288560 454122677
1481764982 6063854 162584288560 454122677
1481764983 6063867 162584288560 454122677
1481764984 6063893 162584288560 454122677
1481764986 6063903 162584288560 454122677
1481764987 6063908 162584288560 454122677
1481764988 5765780 156735241599 279558857
