Number_Clusters,Number_Points_per_Cluster,Number_Dim,Number_Points_per_Message,Interval,Number_Partitions, Time
100,100,3,5000,120,48,0.09667
100,1000,3,5000,120,48,0.69290
100,10000,3,5000,120,48,5.96314
100,100000,3,5000,120,48,65.22733
100,1000000,3,5000,120,48,714.05592
