CU,Name,StageIn,Allocate,Exec,StageOut,Done
unit.000000,cpptraj_ens1,5.39995193481,5.40135192871,5.48728609085,157.48169589,158.672707081
unit.000001,cpptraj_ens2,5.40927791595,5.41076898575,5.54862308502,164.399631977,166.113679886
unit.000002,cpptraj_ens3,5.39673709869,5.39847207069,5.46660494804,148.354465961,150.24720192
unit.000003,cpptraj_ens4,5.38631105423,5.39015007019,5.40505695343,160.187335014,161.457638025
unit.000004,cpptraj_ens5,5.39848899841,5.399944067,5.47682309151,160.191647053,161.71491003
unit.000005,cpptraj_ens6,5.40586900711,5.4077038765,5.52822995186,162.194192886,162.486190081
unit.000006,cpptraj_ens7,5.38960504532,5.39263892174,5.42622709274,163.0966959,163.589327097
unit.000007,cpptraj_ens8,5.39522504807,5.39674592018,5.45644903183,160.293023109,162.235341072
unit.000008,cpptraj_ens9,5.40140795708,5.40279698372,5.49749398232,157.489860058,158.80746603
unit.000009,cpptraj_ens10,5.39309597015,5.39526391029,5.44617390633,156.375716925,157.415178061
unit.000010,cpptraj_ens11,5.38364601135,5.38872909546,5.39248609543,152.364830971,153.760121107
unit.000011,cpptraj_ens12,5.40775108337,5.40932488441,5.53842401505,154.570605993,156.146986961
unit.000012,cpptraj_ens13,5.38805699348,5.39143610001,5.41578507423,160.289328098,161.978069067
unit.000013,cpptraj_ens14,5.40439009666,5.40586805344,5.51796388626,144.343338013,145.597548008
unit.000014,cpptraj_ens15,5.39118599892,5.3939640522,5.43629789352,139.335736036,140.808202028
unit.000015,cpptraj_ens16,5.40283489227,5.40439510345,5.50757098198,158.482764959,158.93624711
