CU,Name,StageIn,Allocate,Exec,StageOut,Done
unit.000000,cpptraj_ens1_1,5.78892302513,5.79066801071,7.19654297829,49.7997579575,50.2267580032
unit.000001,cpptraj_ens1_2,5.66365003586,5.66565990448,5.98427700996,35.5354008675,36.9131829739
unit.000002,cpptraj_ens1_3,5.79444789886,5.79764103889,7.25156188011,46.8750789165,47.5176639557
unit.000003,cpptraj_ens1_4,5.80413198471,5.80562186241,7.28958106041,50.0036158562,51.3023760319
unit.000004,cpptraj_ens1_5,5.80565500259,5.80721902847,7.30573606491,47.5877039433,48.793820858
unit.000005,cpptraj_ens1_6,5.81048989296,5.81284093857,7.37048101425,48.5951189995,50.0766530037
unit.000006,cpptraj_ens1_7,5.81556105614,5.81710600853,7.40751004219,46.9761929512,48.5446829796
unit.000007,cpptraj_ens1_8,5.82013487816,5.82159399986,7.46800208092,51.3080370426,52.4771158695
unit.000008,cpptraj_ens2_1,5.8279440403,5.82939100266,7.61367201805,49.5004189014,50.180316925
unit.000009,cpptraj_ens2_2,5.70767903328,5.70917201042,6.33796000481,47.1782269478,48.5950570107
unit.000010,cpptraj_ens2_3,5.71079301834,5.71231889725,6.35743999481,42.2185189724,43.7654528618
unit.000011,cpptraj_ens2_4,5.71233892441,5.71381592751,6.36760187149,46.675577879,47.4179899693
unit.000012,cpptraj_ens2_5,5.71530508995,5.717222929,6.38746285439,47.2798569202,48.6446819305
unit.000013,cpptraj_ens2_6,5.6702580452,5.67171001434,6.02409291267,42.0153639317,43.7156870365
unit.000014,cpptraj_ens2_7,5.72250890732,5.72399401665,6.43612885475,47.2825548649,48.6938769817
unit.000015,cpptraj_ens2_8,5.70407295227,5.70561099052,6.31791996956,46.5693478584,47.3187868595
unit.000016,cpptraj_ens3_1,5.72882986069,5.73038291931,6.50700592995,41.4081220627,42.5903339386
unit.000017,cpptraj_ens3_2,5.73203992844,5.73360300064,6.52804493904,39.9917800426,41.3157169819
unit.000018,cpptraj_ens3_3,5.73504900932,5.73657393456,6.54810094833,41.61024189,42.5931909084
unit.000019,cpptraj_ens3_4,5.73810005188,5.73961901665,6.58553099632,41.8134169579,43.6686770916
unit.000020,cpptraj_ens3_5,5.8215918541,5.8230779171,7.4881310463,37.7428350449,38.9687819481
unit.000021,cpptraj_ens3_6,5.59789800644,5.60025000572,5.67377901077,31.8960540295,33.6855530739
unit.000022,cpptraj_ens3_7,5.74652504921,5.74795293808,6.69071793556,38.0649020672,39.0185580254
unit.000023,cpptraj_ens3_8,5.74945902824,5.75095486641,6.72154593468,38.8723189831,40.1403748989
unit.000024,cpptraj_ens4_1,5.75253605843,5.75410985947,6.74353790283,48.8957669735,50.1308579445
unit.000025,cpptraj_ens4_2,5.75822806358,5.75967907906,6.77862405777,43.9355669022,45.0433530807
unit.000026,cpptraj_ens4_3,5.7611758709,5.76261496544,6.88259100914,44.8514158726,45.5421519279
unit.000027,cpptraj_ens4_4,5.76400208473,5.76543807983,6.93514108658,47.9925689697,49.9308459759
unit.000028,cpptraj_ens4_5,5.76545000076,5.76691389084,6.95930504799,52.1145479679,53.7032790184
unit.000029,cpptraj_ens4_6,5.76859688759,5.77011394501,7.00084590912,51.6112120152,52.5769889355
unit.000030,cpptraj_ens4_7,5.77174806595,5.77321600914,7.03216290474,53.2176198959,54.7801098824
unit.000031,cpptraj_ens4_8,5.77464294434,5.78245687485,7.08155488968,52.3155229092,53.7040359974
unit.000032,cpptraj_ens5_1,5.78407096863,5.78614592552,7.10666108131,51.7126488686,52.6268689632
