CU,Name,StageIn,Allocate,Exec,StageOut,Done
unit.000000,cpptraj_ens1_1,5.49150300026,5.49293208122,5.58455705643,58.6654410362,60.2205741405
unit.000001,cpptraj_ens1_2,5.55156111717,5.55299305916,6.01968598366,62.8884019852,63.6958739758
unit.000002,cpptraj_ens1_3,5.57271409035,5.57414293289,6.17271113396,63.2899949551,63.7449369431
unit.000003,cpptraj_ens1_4,5.55448794365,5.55588293076,6.03906106949,59.8756349087,60.3699119091
unit.000004,cpptraj_ens2_1,5.55749607086,5.55903697014,6.07409095764,63.5912671089,64.7715680599
unit.000005,cpptraj_ens2_2,5.571185112,5.57270812988,6.16312193871,57.2570810318,58.9989681244
unit.000006,cpptraj_ens2_3,5.47650909424,5.47932195663,5.51673007011,56.7473790646,57.8735370636
unit.000007,cpptraj_ens2_4,5.47964501381,5.48171591759,5.53600692749,57.6559319496,59.0468029976
unit.000008,cpptraj_ens3_1,5.481112957,5.48691010475,5.54587006569,55.539014101,56.748955965
unit.000009,cpptraj_ens3_2,5.49916291237,5.5006980896,5.63416409492,53.9297969341,55.6212410927
unit.000010,cpptraj_ens3_3,5.54502296448,5.54649591446,5.95273804665,61.2791700363,62.4714901447
unit.000011,cpptraj_ens3_4,5.5530500412,5.55446791649,6.02949213982,48.3049330711,50.3776049614
unit.000012,cpptraj_ens4_1,5.50993204117,5.5114710331,5.71637606621,67.5104401112,69.3215060234
unit.000013,cpptraj_ens4_2,5.49439907074,5.4958820343,5.60454797745,59.6710250378,60.2716441154
unit.000014,cpptraj_ens4_3,5.50683808327,5.50840806961,5.69669914246,65.1985650063,65.9454910755
unit.000015,cpptraj_ens4_4,5.48847699165,5.49025201797,5.56479501724,58.7667219639,60.2221710682
unit.000016,cpptraj_ens5_1,5.50841903687,5.50989103317,5.70661592484,68.6150679588,70.3967719078
unit.000017,cpptraj_ens5_2,5.51294493675,5.51446700096,5.73549604416,67.1078701019,68.245554924
unit.000018,cpptraj_ens5_3,5.5237929821,5.52525305748,5.8086130619,67.2086799145,68.2463071346
unit.000019,cpptraj_ens5_4,5.52838206291,5.52986097336,5.83970713615,65.4002380371,65.9950900078
unit.000020,cpptraj_ens6_1,5.5328810215,5.53430509567,5.86984705925,63.8932330608,64.8211660385
unit.000021,cpptraj_ens6_2,5.53580403328,5.53735399246,5.89065003395,62.6852900982,63.596724987
unit.000022,cpptraj_ens6_3,5.54209494591,5.54350495338,5.93154096603,62.6879620552,63.6455359459
unit.000023,cpptraj_ens6_4,5.4929459095,5.49437212944,5.59464001656,54.7334251404,55.6732299328
unit.000024,cpptraj_ens7_1,5.54999709129,5.55153608322,6.0095770359,63.7923669815,64.8199291229
unit.000025,cpptraj_ens7_2,5.56053495407,5.56199812889,6.09385204315,58.3613510132,60.1234869957
unit.000026,cpptraj_ens7_3,5.56492996216,5.56665205956,6.12209796906,62.6905970573,63.6463370323
unit.000027,cpptraj_ens7_4,5.56964898109,5.57116913795,6.15264797211,61.4803769588,62.5207619667
unit.000028,cpptraj_ens8_1,5.47329592705,5.47685098648,5.49595499039,55.7406461239,56.7976279259
unit.000029,cpptraj_ens8_2,5.52075695992,5.52232503891,5.78894805908,59.8729860783,60.3211159706
unit.000030,cpptraj_ens8_3,5.5590159893,5.56051802635,6.08396792412,56.8499851227,57.9221689701
unit.000031,cpptraj_ens8_4,5.51147699356,5.51294994354,5.72592902184,55.7448279858,56.7984399796
unit.000032,cpptraj_ens9_1,5.478069067,5.48054099083,5.52619314194,55.0356740952,56.7481811047
unit.000033,cpptraj_ens9_2,5.56816196442,5.56967997551,6.14305591583,61.7818009853,62.5214800835
unit.000034,cpptraj_ens9_3,5.54654502869,5.54844093323,5.97927594185,56.5459029675,57.8727579117
unit.000035,cpptraj_ens9_4,5.50522208214,5.50677394867,5.68612098694,57.051019907,58.9489369392
unit.000036,cpptraj_ens10_1,5.49005508423,5.49148392677,5.57451295853,49.8058669567,51.4034581184
unit.000037,cpptraj_ens10_2,5.55590605736,5.55744600296,6.06414413452,57.2529020309,58.9971220493
unit.000038,cpptraj_ens10_3,5.54353499413,5.54497909546,5.94291996956,58.462692976,60.1711070538
unit.000039,cpptraj_ens10_4,5.52985906601,5.53148603439,5.84993505478,52.8226671219,54.5312449932
unit.000040,cpptraj_ens11_1,5.51446008682,5.5159509182,5.7450530529,66.9056191444,68.1460449696
unit.000041,cpptraj_ens11_2,5.50069713593,5.50224709511,5.6436009407,64.5952780247,65.8954451084
unit.000042,cpptraj_ens11_3,5.5314450264,5.53284907341,5.86009001732,62.7874550819,63.6951329708
unit.000043,cpptraj_ens11_4,5.47500610352,5.47809910774,5.50632596016,59.3696010113,60.2709081173
unit.000044,cpptraj_ens12_1,5.53735804558,5.53896808624,5.90110707283,64.8966259956,65.8961730003
unit.000045,cpptraj_ens12_2,5.54057502747,5.54207897186,5.92102694511,60.9777569771,61.4456260204
unit.000046,cpptraj_ens12_3,5.52522706985,5.52669811249,5.81979894638,59.7719819546,60.3203639984
unit.000047,cpptraj_ens12_4,5.51593399048,5.51738500595,5.75540614128,60.0748050213,60.3707480431
unit.000048,cpptraj_ens13_1,5.49588799477,5.49741005898,5.61513996124,57.7582690716,59.0960099697
unit.000049,cpptraj_ens13_2,5.50228691101,5.50376296043,5.6530649662,54.2300510406,55.6219990253
unit.000050,cpptraj_ens13_3,5.4869351387,5.48845100403,5.55544400215,51.0131621361,52.4785740376
unit.000051,cpptraj_ens13_4,5.51739192009,5.51922512054,5.7651450634,54.2363021374,55.6725010872
unit.000052,cpptraj_ens14_1,5.52668499947,5.52839303017,5.82976293564,67.0070390701,68.1958920956
unit.000053,cpptraj_ens14_2,5.49741101265,5.49914193153,5.62461304665,57.659760952,59.0480589867
unit.000054,cpptraj_ens14_3,5.53898406029,5.5405600071,5.91097903252,65.2012550831,65.9954400063
unit.000055,cpptraj_ens14_4,5.51922607422,5.52074313164,5.77855300903,66.3026211262,67.0700240135
unit.000056,cpptraj_ens15_1,5.50377297401,5.50519990921,5.67378091812,66.6043739319,68.145293951
unit.000057,cpptraj_ens15_2,5.47071099281,5.47552990913,5.47908210754,58.5640161037,60.1730020046
unit.000058,cpptraj_ens15_3,5.56202292442,5.56341910362,6.10328507423,64.997492075,65.944756031
unit.000059,cpptraj_ens15_4,5.56665301323,5.56815695763,6.13265514374,62.383920908,63.5959899426
unit.000060,cpptraj_ens16_1,5.56344509125,5.56489992142,6.11256814003,66.3052971363,67.0707690716
unit.000061,cpptraj_ens16_2,5.54843997955,5.54997301102,5.9936299324,66.9083020687,68.1951680183
unit.000062,cpptraj_ens16_3,5.5343310833,5.53579902649,5.88025999069,69.1143701077,70.4062380791
unit.000063,cpptraj_ens16_4,5.52235507965,5.5237929821,5.79861903191,67.4096610546,68.2948899269
