BatchTime, SubmissionTime, SchedulingDelay, TotalDelay, ProcessingDelay, NumberRecords, Scenario
1512162720000 ms, 2017-12-01T15:12:00, 0, 1584, 1584, 0,1_Producer_Count
1512162780000 ms, 2017-12-01T15:13:00, 1, 1598, 1597, 0,1_Producer_Count
1512162840000 ms, 2017-12-01T15:14:00, 0, 1613, 1613, 0,1_Producer_Count
1512162900000 ms, 2017-12-01T15:15:00, 2, 1632, 1630, 0,1_Producer_Count
1512162960000 ms, 2017-12-01T15:16:00, 1, 1591, 1590, 0,1_Producer_Count
1512163020000 ms, 2017-12-01T15:17:00, 0, 1583, 1583, 0,1_Producer_Count
1512163080000 ms, 2017-12-01T15:18:00, 1, 1598, 1597, 0,1_Producer_Count
1512163140000 ms, 2017-12-01T15:19:00, 0, 1552, 1552, 0,1_Producer_Count
1512163200000 ms, 2017-12-01T15:20:00, 1, 1580, 1579, 0,1_Producer_Count
1512163260000 ms, 2017-12-01T15:21:00, 0, 1568, 1568, 0,1_Producer_Count
1512163320000 ms, 2017-12-01T15:22:00, 0, 1563, 1563, 0,1_Producer_Count
1512163380000 ms, 2017-12-01T15:23:00, 0, 1606, 1606, 0,1_Producer_Count
1512163440000 ms, 2017-12-01T15:24:00, 1, 1616, 1615, 0,1_Producer_Count
1512163500000 ms, 2017-12-01T15:25:00, 1, 1580, 1579, 0,1_Producer_Count
1512163560000 ms, 2017-12-01T15:26:00, 1, 1569, 1568, 0,1_Producer_Count
1512163620000 ms, 2017-12-01T15:27:00, 0, 1555, 1555, 0,1_Producer_Count
