BatchTime, SubmissionTime, SchedulingDelay, TotalDelay, NumberRecords, Scenario
1509136620000 ms, 2017-10-27T15:37:03, 5, 2882, 0,1_Producer_Count
1509136680000 ms, 2017-10-27T15:38:13, 0, 41118, 13097,1_Producer_Count
1509136740000 ms, 2017-10-27T15:39:25, 1, 94009, 23467,1_Producer_Count
1509136800000 ms, 2017-10-27T15:40:42, 17008, 127391, 26977,1_Producer_Count
1509136860000 ms, 2017-10-27T15:41:39, 70144, 185662, 29296,1_Producer_Count
1509136920000 ms, 2017-10-27T15:43:08, 96904, 201509, 28403,1_Producer_Count
1509136980000 ms, 2017-10-27T15:44:12, 137332, 255719, 32512,1_Producer_Count
1509137040000 ms, 2017-10-27T15:45:01, 206258, 314410, 30643,1_Producer_Count
1509137100000 ms, 2017-10-27T15:45:50, 266026, 339065, 23429,1_Producer_Count
1509137160000 ms, 2017-10-27T15:46:45, 283461, 361810, 28063,1_Producer_Count
1509137220000 ms, 2017-10-27T15:47:51, 296589, 377176, 28601,1_Producer_Count
1509137280000 ms, 2017-10-27T15:48:51, 317238, 396016, 28623,1_Producer_Count
1509137340000 ms, 2017-10-27T15:49:44, 342720, 422851, 28390,1_Producer_Count
1509137400000 ms, 2017-10-27T15:50:22, 384359, 436045, 18018,1_Producer_Count
1509137460000 ms, 2017-10-27T15:51:25, 372957, 395949, 8365,1_Producer_Count
1509137520000 ms, 2017-10-27T15:52:06, 355073, 371388, 5406,1_Producer_Count
1509137580000 ms, 2017-10-27T15:53:19, 298768, 306570, 2262,1_Producer_Count
1509137640000 ms, 2017-10-27T15:54:00, 265603, 267089, 0,1_Producer_Count
1509137700000 ms, 2017-10-27T15:55:09, 197647, 199150, 0,1_Producer_Count
1509137760000 ms, 2017-10-27T15:56:00, 148755, 150296, 0,1_Producer_Count
1509137820000 ms, 2017-10-27T15:57:02, 88245, 89726, 0,1_Producer_Count
1509137880000 ms, 2017-10-27T15:58:00, 31726, 33203, 0,1_Producer_Count
1509137940000 ms, 2017-10-27T15:59:00, 0, 1496, 0,1_Producer_Count
1509138000000 ms, 2017-10-27T16:00:00, 1, 1495, 0,1_Producer_Count
1509138060000 ms, 2017-10-27T16:01:00, 1, 1480, 0,1_Producer_Count
1509138120000 ms, 2017-10-27T16:02:00, 1, 1507, 0,1_Producer_Count
1509138180000 ms, 2017-10-27T16:03:00, 1, 1538, 0,1_Producer_Count
1509138240000 ms, 2017-10-27T16:04:00, 0, 1464, 0,1_Producer_Count
1509138300000 ms, 2017-10-27T16:05:00, 0, 1479, 0,1_Producer_Count
1509138360000 ms, 2017-10-27T16:06:00, 1, 1474, 0,1_Producer_Count
1509138420000 ms, 2017-10-27T16:07:00, 1, 1473, 0,1_Producer_Count
1509138480000 ms, 2017-10-27T16:08:00, 0, 1480, 0,1_Producer_Count
1509138540000 ms, 2017-10-27T16:09:00, 0, 1487, 0,1_Producer_Count
1509138600000 ms, 2017-10-27T16:10:00, 1, 1482, 0,1_Producer_Count
1509138660000 ms, 2017-10-27T16:11:00, 1, 1475, 0,1_Producer_Count
1509138720000 ms, 2017-10-27T16:12:00, 0, 1496, 0,1_Producer_Count
1509138780000 ms, 2017-10-27T16:13:00, 0, 1537, 0,1_Producer_Count
1509138840000 ms, 2017-10-27T16:14:00, 1, 1471, 0,1_Producer_Count
1509138900000 ms, 2017-10-27T16:15:00, 1, 1509, 0,1_Producer_Count
1509138960000 ms, 2017-10-27T16:16:00, 1, 1493, 0,1_Producer_Count
1509139020000 ms, 2017-10-27T16:17:00, 1, 1534, 0,1_Producer_Count
1509139080000 ms, 2017-10-27T16:18:00, 0, 1491, 0,1_Producer_Count
1509139140000 ms, 2017-10-27T16:19:00, 0, 1463, 0,1_Producer_Count
1509139200000 ms, 2017-10-27T16:20:00, 0, 1492, 0,1_Producer_Count
1509139260000 ms, 2017-10-27T16:21:00, 0, 1609, 0,1_Producer_Count
1509139320000 ms, 2017-10-27T16:22:00, 1, 1522, 0,1_Producer_Count
1509139380000 ms, 2017-10-27T16:23:00, 0, 1493, 0,1_Producer_Count
1509139440000 ms, 2017-10-27T16:24:00, 1, 1469, 0,1_Producer_Count
1509139500000 ms, 2017-10-27T16:25:00, 0, 1462, 0,1_Producer_Count
1509139560000 ms, 2017-10-27T16:26:00, 1, 1487, 0,1_Producer_Count
1509139620000 ms, 2017-10-27T16:27:00, 1, 1494, 0,1_Producer_Count
1509139680000 ms, 2017-10-27T16:28:00, 0, 1470, 0,1_Producer_Count
1509139740000 ms, 2017-10-27T16:29:00, 0, 1512, 0,1_Producer_Count
1509139800000 ms, 2017-10-27T16:30:00, 0, 1491, 0,1_Producer_Count
1509139860000 ms, 2017-10-27T16:31:00, 0, 1481, 0,1_Producer_Count
1509139920000 ms, 2017-10-27T16:32:00, 1, 1558, 0,1_Producer_Count
1509139980000 ms, 2017-10-27T16:33:00, 0, 1494, 0,1_Producer_Count
1509140040000 ms, 2017-10-27T16:34:00, 0, 1462, 0,1_Producer_Count
1509140100000 ms, 2017-10-27T16:35:00, 1, 1480, 0,1_Producer_Count
1509140160000 ms, 2017-10-27T16:36:00, 1, 1440, 0,1_Producer_Count
1509140220000 ms, 2017-10-27T16:37:00, 0, 1461, 0,1_Producer_Count
1509140280000 ms, 2017-10-27T16:38:00, 0, 1451, 0,1_Producer_Count
1509140340000 ms, 2017-10-27T16:39:00, 1, 1467, 0,1_Producer_Count
1509140400000 ms, 2017-10-27T16:40:00, 0, 1530, 0,1_Producer_Count
1509140460000 ms, 2017-10-27T16:41:00, 0, 1454, 0,1_Producer_Count
1509140520000 ms, 2017-10-27T16:42:00, 0, 1484, 0,1_Producer_Count
1509140580000 ms, 2017-10-27T16:43:00, 1, 1488, 0,1_Producer_Count
1509140640000 ms, 2017-10-27T16:44:00, 1, 1482, 0,1_Producer_Count
1509140700000 ms, 2017-10-27T16:45:00, 0, 1480, 0,1_Producer_Count
1509140760000 ms, 2017-10-27T16:46:00, 1, 1466, 0,1_Producer_Count
1509140820000 ms, 2017-10-27T16:47:00, 1, 1485, 0,1_Producer_Count
1509140880000 ms, 2017-10-27T16:48:00, 0, 1474, 0,1_Producer_Count
1509140940000 ms, 2017-10-27T16:49:00, 1, 1470, 0,1_Producer_Count
1509141000000 ms, 2017-10-27T16:50:00, 1, 1471, 0,1_Producer_Count
1509141060000 ms, 2017-10-27T16:51:00, 0, 1453, 0,1_Producer_Count
1509141120000 ms, 2017-10-27T16:52:00, 1, 1469, 0,1_Producer_Count
1509141180000 ms, 2017-10-27T16:53:00, 0, 1479, 0,1_Producer_Count
1509141240000 ms, 2017-10-27T16:54:00, 1, 1504, 0,1_Producer_Count
1509141300000 ms, 2017-10-27T16:55:00, 0, 1440, 0,1_Producer_Count
1509141360000 ms, 2017-10-27T16:56:00, 0, 1466, 0,1_Producer_Count
1509141420000 ms, 2017-10-27T16:57:00, 1, 1461, 0,1_Producer_Count
1509141480000 ms, 2017-10-27T16:58:00, 1, 1466, 0,1_Producer_Count
1509141540000 ms, 2017-10-27T16:59:00, 1, 1480, 0,1_Producer_Count
1509141600000 ms, 2017-10-27T17:00:00, 1, 1479, 0,1_Producer_Count
1509141660000 ms, 2017-10-27T17:01:00, 1, 1502, 0,1_Producer_Count
1509141720000 ms, 2017-10-27T17:02:00, 2, 1449, 0,1_Producer_Count
1509141780000 ms, 2017-10-27T17:03:00, 1, 1460, 0,1_Producer_Count
