BatchTime, SubmissionTime, SchedulingDelay, TotalDelay, NumberRecords, Scenario
1509141840000 ms, 2017-10-27T17:04:00, 1, 1474, 0,1_Producer_Count
1509141900000 ms, 2017-10-27T17:05:00, 0, 1473, 0,1_Producer_Count
1509141960000 ms, 2017-10-27T17:06:00, 1, 1482, 0,1_Producer_Count
1509142020000 ms, 2017-10-27T17:07:00, 1, 1467, 0,1_Producer_Count
1509142080000 ms, 2017-10-27T17:08:00, 0, 1474, 0,1_Producer_Count
1509142140000 ms, 2017-10-27T17:09:00, 1, 1481, 0,1_Producer_Count
1509142200000 ms, 2017-10-27T17:10:00, 0, 1461, 0,1_Producer_Count
1509142260000 ms, 2017-10-27T17:11:00, 1, 1516, 0,1_Producer_Count
1509142320000 ms, 2017-10-27T17:12:00, 0, 1463, 0,1_Producer_Count
1509142380000 ms, 2017-10-27T17:13:00, 0, 1460, 0,1_Producer_Count
1509142440000 ms, 2017-10-27T17:14:00, 0, 1528, 0,1_Producer_Count
1509142500000 ms, 2017-10-27T17:15:00, 0, 1483, 0,1_Producer_Count
1509142560000 ms, 2017-10-27T17:16:00, 1, 1516, 0,1_Producer_Count
1509142620000 ms, 2017-10-27T17:17:00, 1, 1517, 0,1_Producer_Count
1509142680000 ms, 2017-10-27T17:18:00, 1, 1514, 0,1_Producer_Count
1509142740000 ms, 2017-10-27T17:19:00, 1, 1473, 0,1_Producer_Count
1509142800000 ms, 2017-10-27T17:20:00, 0, 1522, 0,1_Producer_Count
1509142860000 ms, 2017-10-27T17:21:00, 0, 1481, 0,1_Producer_Count
1509142920000 ms, 2017-10-27T17:22:00, 0, 1467, 0,1_Producer_Count
1509142980000 ms, 2017-10-27T17:23:00, 0, 1474, 0,1_Producer_Count
1509143040000 ms, 2017-10-27T17:24:00, 0, 1464, 0,1_Producer_Count
