t,count
1507817637,0
1507817647,0
1507817657,0
1507817667,0
1507817677,0
1507817687,0
1507817697,0
1507817707,0
1507817717,0
1507817727,0
1507817737,0
1507817747,0
1507817757,0
1507817767,0
1507817777,0
1507817787,0
1507817797,0
1507817807,0
1507817817,0
1507817827,0
1507817837,0
1507817847,0
1507817857,0
1507817867,0
1507817877,0
1507817887,0
1507817897,0
1507817907,0
1507817917,0
1507817927,0
1507817937,0
1507817947,0
1507817957,0
1507817967,0
1507817977,0
1507817987,0
1507817997,0
1507818007,0
1507818017,0
1507818027,0
1507818037,0
1507818047,0
1507818057,0
1507818067,0
1507818077,0
1507818087,0
1507818097,0
1507818107,0
1507818117,0
1507818127,0
1507818137,0
1507818147,0
1507818157,0
1507818167,0
1507818177,0
1507818187,0
1507818197,0
1507818207,0
1507818217,0
1507818227,0
1507818237,0
1507818247,0
1507818257,0
1507818267,0
1507818277,0
1507818287,0
1507818297,0
1507818307,0
1507818317,0
1507818327,0
1507818337,0
1507818347,0
1507818357,0
1507818367,0
1507818377,0
1507818387,0
1507818397,0
1507818407,0
1507818417,0
1507818427,0
1507818437,0
1507818447,0
1507818457,0
1507818467,0
1507818477,0
1507818487,0
1507818497,0
1507818507,0
1507818517,0
1507818527,0
1507818537,0
1507818547,0
1507818557,0
1507818567,0
1507818577,0
1507818587,0
1507818597,0
1507818607,0
1507818617,0
1507818627,0
1507818637,0
1507818647,0
1507818657,0
1507818667,0
1507818677,0
1507818687,0
1507818697,0
1507818707,0
1507818717,0
1507818727,0
1507818737,0
1507818747,0
1507818757,0
1507818767,0
1507818777,0
1507818787,0
1507818797,0
1507818807,0
1507818817,0
1507818827,0
1507818837,0
1507818847,0
1507818857,0
1507818867,0
1507818877,0
1507818887,0
1507818897,0
1507818907,0
1507818917,0
1507818927,0
1507818937,0
1507818947,0
1507818957,0
1507818967,0
1507818977,0
1507818987,0
1507818997,0
1507819007,0
1507819017,0
1507819027,0
1507819037,0
1507819047,0
1507819057,0
1507819067,0
1507819077,0
1507819087,0
1507819097,0
1507819107,0
1507819117,0
1507819127,0
1507819137,0
1507819147,0
1507819157,0
1507819167,0
1507819177,0
1507819187,0
1507819197,0
1507819207,0
1507819217,0
1507819227,0
1507819237,0
1507819247,0
1507819257,0
1507819267,0
1507819277,0
1507819287,0
1507819297,0
1507819307,0
1507819317,0
1507819327,0
1507819337,0
1507819347,0
1507819357,0
1507819367,0
1507819377,0
1507819387,0
1507819397,0
1507819407,0
1507819417,0
1507819427,0
1507819437,0
1507819447,0
1507819457,0
1507819467,0
1507819477,0
1507819487,0
1507819497,0
1507819507,0
1507819517,0
1507819527,0
1507819537,0
1507819547,0
1507819557,0
1507819567,0
1507819577,0
1507819587,0
1507819597,0
1507819607,0
1507819617,0
1507819627,0
1507819637,0
1507819647,0
1507819657,0
1507819667,0
1507819677,0
1507819687,0
1507819697,0
1507819707,0
1507819717,0
1507819727,0
1507819737,0
1507819747,0
1507819757,0
1507819767,0
1507819777,0
1507819787,0
1507819797,0
1507819807,0
1507819817,0
1507819827,0
1507819837,0
1507819847,0
1507819857,0
1507819867,0
1507819877,0
1507819887,0
1507819897,0
1507819907,0
1507819917,0
1507819927,0
1507819937,0
1507819947,0
1507819957,0
1507819967,0
1507819977,0
1507819987,0
1507819997,0
1507820007,0
1507820017,0
1507820027,0
1507820037,0
1507820047,0
1507820057,0
1507820067,0
1507820077,0
1507820087,0
1507820097,0
1507820107,0
1507820117,0
1507820127,0
1507820137,0
1507820147,0
1507820157,0
1507820167,0
1507820177,0
1507820187,0
1507820197,0
1507820207,0
1507820217,0
1507820227,0
1507820237,0
1507820247,0
1507820257,0
1507820267,0
1507820272,0
