Number_Clusters,Number_Points_per_Cluster,Number_Dim,Number_Points_per_Message,Interval,Number_Partitions, Time
100,100,3,8000,120,48,0.13591
100,1000,3,8000,120,48,1.64398
100,10000,3,8000,120,48,13.03328
100,100000,3,8000,120,48,127.91813
100,1000000,3,8000,120,48,1217.06523
