Number_Clusters,Number_Points_per_Cluster,Number_Dim,Number_Points_per_Message,Interval,Number_Partitions, Time
100,100,3,8000,120,48,0.05803
100,1000,3,8000,120,48,0.66493
100,10000,3,8000,120,48,6.36914
100,100000,3,8000,120,48,66.35743
100,1000000,3,8000,120,48,616.85152
