Number_Clusters,Number_Points_per_Cluster,Number_Dim,Number_Points_per_Message,Interval,Number_Partitions, Time
100,100,3,5000,120,48,0.07566
100,1000,3,5000,120,48,0.88617
100,10000,3,5000,120,48,7.24946
100,100000,3,5000,120,48,76.57675
100,1000000,3,5000,120,48,713.48504
