Produce_batch_Start,Produce_batch_end,Num_Messages,Number_APoints/Msg,KB_Transfered,KB/sec
21104000,21112000,4026,8000,2006534.0,9267.08488379
21112000,21120000,4027,8000,2007036.0,9267.6707145
21120000,21128000,4028,8000,2007538.0,9268.25413287
21128000,21136000,4029,8000,2008040.0,9268.14909
21136000,21144000,4030,8000,2008542.0,9268.72840461
21144000,21152000,4031,8000,2009044.0,9268.62512004
21152000,21160000,4032,8000,2009546.0,9268.30190861
21160000,21168000,4033,8000,2010048.0,9268.87824287
21168000,21176000,4034,8000,2010550.0,9268.78447954
21176000,21184000,4035,8000,2011052.0,9269.37679423
21184000,21192000,4036,8000,2011555.0,9269.2807995
21192000,21200000,4037,8000,2012057.0,9269.86737141
21200000,21208000,4038,8000,2012559.0,9269.76767331
21208000,21216000,4039,8000,2013061.0,9269.66670409
21216000,21224000,4040,8000,2013563.0,9270.24659293
21224000,21232000,4041,8000,2014065.0,9270.14303157
21232000,21240000,4042,8000,2014567.0,9270.03806981
21240000,21248000,4043,8000,2015069.0,9269.93162748
21248000,21256000,4044,8000,2015571.0,9269.6007737
21256000,21264000,4045,8000,2016073.0,9269.50618871
21264000,21272000,4046,8000,2016575.0,9270.09371487
21272000,21280000,4047,8000,2017077.0,9270.68183572
21280000,21288000,4048,8000,2017579.0,9270.58378035
21288000,21296000,4049,8000,2018081.0,9271.6808088
21296000,21304000,4050,8000,2018583.0,9272.61062357
21304000,21312000,4051,8000,2019085.0,9273.53705496
21312000,21320000,4052,8000,2019587.0,9274.11516082
21320000,21328000,4053,8000,2020089.0,9275.16723327
21328000,21336000,4054,8000,2020591.0,9275.74328647
21336000,21344000,4055,8000,2021093.0,9276.31792721
21344000,21352000,4056,8000,2021595.0,9276.20595336
21352000,21360000,4057,8000,2022097.0,9275.91773472
21360000,21368000,4058,8000,2022599.0,9275.81767016
21368000,21376000,4059,8000,2023101.0,9275.71501099
21376000,21384000,4060,8000,2023603.0,9275.60918154
21384000,21392000,4061,8000,2024105.0,9275.50879829
21392000,21400000,4062,8000,2024607.0,9276.08455809
21400000,21408000,4063,8000,2025110.0,9275.97818225
21408000,21416000,4064,8000,2025611.0,9275.85948262
21416000,21424000,4065,8000,2026114.0,9275.75682485
21424000,21432000,4066,8000,2026616.0,9276.32795411
21432000,21440000,4067,8000,2027118.0,9276.22149469
21440000,21448000,4068,8000,2027620.0,9276.12711037
21448000,21456000,4069,8000,2028122.0,9276.46167516
21456000,21464000,4070,8000,2028624.0,9276.35979949
21464000,21472000,4071,8000,2029126.0,9276.25938183
21472000,21480000,4072,8000,2029628.0,9276.15592302
21480000,21488000,4073,8000,2030130.0,9276.73461473
21488000,21496000,4074,8000,2030632.0,9277.31227395
21496000,21504000,4075,8000,2031134.0,9277.20026332
21504000,21512000,4076,8000,2031636.0,9277.77199386
21512000,21520000,4077,8000,2032138.0,9277.66088338
21520000,21528000,4078,8000,2032640.0,9277.54766992
21528000,21536000,4079,8000,2033142.0,9277.45242046
21536000,21544000,4080,8000,2033644.0,9277.36730043
21544000,21552000,4081,8000,2034146.0,9277.12062919
21552000,21560000,4082,8000,2034649.0,9277.04307281
21560000,21568000,4083,8000,2035151.0,9277.05681984
21568000,21576000,4084,8000,2035653.0,9277.74650986
21576000,21584000,4085,8000,2036155.0,9277.75568432
21584000,21592000,4086,8000,2036657.0,9277.7618918
21592000,21600000,4087,8000,2037159.0,9277.76813652
21600000,21608000,4088,8000,2037661.0,9278.45620087
21608000,21616000,4089,8000,2038163.0,9278.45846577
21616000,21624000,4090,8000,2038665.0,9278.47172389
21624000,21632000,4091,8000,2039167.0,9279.16232182
21632000,21640000,4092,8000,2039669.0,9279.85218931
21640000,21648000,4093,8000,2040171.0,9279.67675061
21648000,21656000,4094,8000,2040673.0,9279.68099682
21656000,21664000,4095,8000,2041175.0,9279.68575392
21664000,21672000,4096,8000,2041677.0,9278.33689323
21672000,21680000,4097,8000,2042179.0,9276.99414138
21680000,21688000,4098,8000,2042681.0,9275.64966616
21688000,21696000,4099,8000,2043183.0,9274.30311952
21696000,21704000,4100,8000,2043685.0,9274.30387734
21704000,21712000,4101,8000,2044187.0,9272.95416967
21712000,21720000,4102,8000,2044689.0,9271.56721732
21720000,21728000,4103,8000,2045191.0,9271.58277516
21728000,21736000,4104,8000,2045693.0,9270.24109833
21736000,21744000,4105,8000,2046195.0,9268.63748317
21744000,21752000,4106,8000,2046697.0,9268.62217497
21752000,21760000,4107,8000,2047199.0,9267.21104302
21760000,21768000,4108,8000,2047701.0,9267.14400054
21768000,21776000,4109,8000,2048203.0,9265.76652201
21776000,21784000,4110,8000,2048706.0,9265.71832763
21784000,21792000,4111,8000,2049208.0,9264.32868658
21792000,21800000,4112,8000,2049710.0,9262.97764894
21800000,21808000,4113,8000,2050212.0,9261.63411052
21808000,21816000,4114,8000,2050714.0,9260.30655399
21816000,21824000,4115,8000,2051216.0,9260.32431252
21824000,21832000,4116,8000,2051718.0,9258.98305839
21832000,21840000,4117,8000,2052220.0,9257.39984094
21840000,21848000,4118,8000,2052722.0,9258.53922164
21848000,21856000,4119,8000,2053224.0,9259.22129669
21856000,21864000,4120,8000,2053726.0,9260.24301071
21864000,21872000,4121,8000,2054228.0,9261.26486882
21872000,21880000,4122,8000,2054730.0,9261.88488385
21880000,21888000,4123,8000,2055232.0,9262.5755718
21888000,21896000,4124,8000,2055734.0,9263.73245966
21896000,21904000,4125,8000,2056236.0,9264.7595767
21904000,21912000,4126,8000,2056738.0,9265.72860712
21912000,21920000,4127,8000,2057240.0,9266.41787711
21920000,21928000,4128,8000,2057742.0,9267.10035602
21928000,21936000,4129,8000,2058244.0,9268.10052511
21936000,21944000,4130,8000,2058746.0,9268.78359295
21944000,21952000,4131,8000,2059248.0,9268.78761854
21952000,21960000,4132,8000,2059750.0,9268.79083668
21960000,21968000,4133,8000,2060252.0,9268.79872592
21968000,21976000,4134,8000,2060754.0,9269.48903343
21976000,21984000,4135,8000,2061256.0,9270.17422694
21984000,21992000,4136,8000,2061758.0,9270.84576046
21992000,22000000,4137,8000,2062260.0,9270.8150585
22000000,22008000,4138,8000,2062762.0,9270.77302709
22008000,22016000,4139,8000,2063266.0,9271.350064
22016000,22024000,4140,8000,2063770.0,9271.268215
22024000,22032000,4141,8000,2064274.0,9270.98130814
22032000,22040000,4142,8000,2064778.0,9270.93115576
22040000,22048000,4143,8000,2065281.0,9270.9003426
22048000,22056000,4144,8000,2065785.0,9270.87140376
22056000,22064000,4145,8000,2066289.0,9271.52949199
22064000,22072000,4146,8000,2066792.0,9271.50470969
22072000,22080000,4147,8000,2067296.0,9271.48753732
22080000,22088000,4148,8000,2067799.0,9271.46465074
22088000,22096000,4149,8000,2068303.0,9271.38752898
22096000,22104000,4150,8000,2068807.0,9271.31635011
22104000,22112000,4151,8000,2069311.0,9271.88464346
22112000,22120000,4152,8000,2069815.0,9272.46088044
22120000,22128000,4153,8000,2070318.0,9272.09704072
22128000,22136000,4154,8000,2070822.0,9272.01071253
22136000,22144000,4155,8000,2071326.0,9271.92808924
22144000,22152000,4156,8000,2071830.0,9271.85608301
22152000,22160000,4157,8000,2072334.0,9271.78800968
22160000,22168000,4158,8000,2072837.0,9272.81625735
22168000,22176000,4159,8000,2073341.0,9273.41184372
22176000,22184000,4160,8000,2073845.0,9273.9995046
22184000,22192000,4161,8000,2074349.0,9273.9208325
22192000,22200000,4162,8000,2074852.0,9273.83590202
22200000,22208000,4163,8000,2075356.0,9273.75121461
22208000,22216000,4164,8000,2075860.0,9273.66243121
22216000,22224000,4165,8000,2076364.0,9273.37981371
22224000,22232000,4166,8000,2076867.0,9273.96394459
22232000,22240000,4167,8000,2077371.0,9273.8971917
22240000,22248000,4168,8000,2077875.0,9274.94089867
22248000,22256000,4169,8000,2078379.0,9275.53828207
22256000,22264000,4170,8000,2078882.0,9276.45446629
22264000,22272000,4171,8000,2079386.0,9277.37692214
22272000,22280000,4172,8000,2079890.0,9277.9663519
22280000,22288000,4173,8000,2080394.0,9277.88460106
22288000,22296000,4174,8000,2080897.0,9278.92752048
22296000,22304000,4175,8000,2081401.0,9279.84467473
22304000,22312000,4176,8000,2081905.0,9280.42559584
22312000,22320000,4177,8000,2082408.0,9280.80317644
22320000,22328000,4178,8000,2082912.0,9281.39710497
22328000,22336000,4179,8000,2083416.0,9281.32504131
22336000,22344000,4180,8000,2083920.0,9281.26752074
22344000,22352000,4181,8000,2084423.0,9281.25278142
22352000,22360000,4182,8000,2084927.0,9281.9059548
22360000,22368000,4183,8000,2085431.0,9283.009796
22368000,22376000,4184,8000,2085935.0,9283.65061574
22376000,22384000,4185,8000,2086438.0,9284.28065754
22384000,22392000,4186,8000,2086942.0,9284.25600997
22392000,22400000,4187,8000,2087446.0,9284.89999813
22400000,22408000,4188,8000,2087949.0,9284.87337145
22408000,22416000,4189,8000,2088453.0,9285.50649304
22416000,22424000,4190,8000,2088957.0,9285.3208932
22424000,22432000,4191,8000,2089461.0,9285.96522342
22432000,22440000,4192,8000,2089964.0,9286.60576442
22440000,22448000,4193,8000,2090468.0,9287.2516791
22448000,22456000,4194,8000,2090972.0,9287.89670332
22456000,22464000,4195,8000,2091476.0,9287.87159199
22464000,22472000,4196,8000,2091979.0,9288.50871455
22472000,22480000,4197,8000,2092483.0,9289.14169065
22480000,22488000,4198,8000,2092987.0,9289.11451178
22488000,22496000,4199,8000,2093491.0,9289.74670696
22496000,22504000,4200,8000,2093995.0,9289.71829151
22504000,22512000,4201,8000,2094499.0,9289.70516534
22512000,22520000,4202,8000,2095002.0,9289.50835116
22520000,22528000,4203,8000,2095506.0,9290.14821445
22528000,22536000,4204,8000,2096010.0,9290.78538382
22536000,22544000,4205,8000,2096514.0,9291.87787498
22544000,22552000,4206,8000,2097018.0,9292.51921292
22552000,22560000,4207,8000,2097522.0,9293.48565432
22560000,22568000,4208,8000,2098025.0,9294.10142649
22568000,22576000,4209,8000,2098529.0,9294.07438424
22576000,22584000,4210,8000,2099033.0,9294.03948642
22584000,22592000,4211,8000,2099537.0,9294.00461542
22592000,22600000,4212,8000,2100040.0,9293.98593933
22600000,22608000,4213,8000,2100544.0,9293.96782417
22608000,22616000,4214,8000,2101048.0,9294.43408796
22616000,22624000,4215,8000,2101552.0,9294.4093844
22624000,22632000,4216,8000,2102056.0,9294.3813223
22632000,22640000,4217,8000,2102559.0,9294.35037165
22640000,22648000,4218,8000,2103063.0,9294.32159321
22648000,22656000,4219,8000,2103567.0,9294.29850739
22656000,22664000,4220,8000,2104071.0,9294.26823828
22664000,22672000,4221,8000,2104575.0,9294.89926798
22672000,22680000,4222,8000,2105078.0,9295.52477482
22680000,22688000,4223,8000,2105582.0,9295.49492055
22688000,22696000,4224,8000,2106086.0,9295.36457676
22696000,22704000,4225,8000,2106590.0,9295.89242221
22704000,22712000,4226,8000,2107094.0,9295.55981167
22712000,22720000,4227,8000,2107597.0,9295.41824265
22720000,22728000,4228,8000,2108101.0,9295.2758292
22728000,22736000,4229,8000,2108604.0,9295.13083843
22736000,22744000,4230,8000,2109108.0,9294.98823838
22744000,22752000,4231,8000,2109612.0,9295.50357845
22752000,22760000,4232,8000,2110116.0,9296.01361311
22760000,22768000,4233,8000,2110619.0,9295.86201207
22768000,22776000,4234,8000,2111123.0,9296.38952056
22776000,22784000,4235,8000,2111627.0,9296.9192963
22784000,22792000,4236,8000,2112130.0,9296.77709037
22792000,22800000,4237,8000,2112634.0,9297.30050737
22800000,22808000,4238,8000,2113138.0,9296.96592502
22808000,22816000,4239,8000,2113642.0,9297.48436873
22816000,22824000,4240,8000,2114145.0,9297.99543667
22824000,22832000,4241,8000,2114649.0,9297.85526627
22832000,22840000,4242,8000,2115152.0,9297.70389165
22840000,22848000,4243,8000,2115656.0,9298.71493821
22848000,22856000,4244,8000,2116160.0,9299.28186171
22856000,22864000,4245,8000,2116664.0,9300.19158683
22864000,22872000,4246,8000,2117167.0,9300.76707993
22872000,22880000,4247,8000,2117671.0,9301.3470845
22880000,22888000,4248,8000,2118175.0,9301.26285442
22888000,22896000,4249,8000,2118679.0,9301.84130979
22896000,22904000,4250,8000,2119182.0,9301.56103835
22904000,22912000,4251,8000,2119686.0,9302.13195365
22912000,22920000,4252,8000,2120190.0,9302.0345449
22920000,22928000,4253,8000,2120694.0,9302.60350962
22928000,22936000,4254,8000,2121197.0,9303.16551409
22936000,22944000,4255,8000,2121701.0,9303.72566464
22944000,22952000,4256,8000,2122205.0,9303.64620844
22952000,22960000,4257,8000,2122709.0,9304.22272169
22960000,22968000,4258,8000,2123212.0,9304.13092084
22968000,22976000,4259,8000,2123716.0,9304.04799725
22976000,22984000,4260,8000,2124220.0,9305.06493243
22984000,22992000,4261,8000,2124724.0,9305.96451812
22992000,23000000,4262,8000,2125227.0,9306.29428577
23000000,23008000,4263,8000,2125731.0,9306.20395376
23008000,23016000,4264,8000,2126222.0,9306.0571369
23016000,23024000,4265,8000,2126712.0,9305.89616269
23024000,23032000,4266,8000,2127202.0,9305.74149936
23032000,23040000,4267,8000,2127693.0,9306.26375324
23040000,23048000,4268,8000,2128183.0,9306.12196821
23048000,23056000,4269,8000,2128673.0,9305.97531566
23056000,23064000,4270,8000,2129163.0,9306.48642846
23064000,23072000,4271,8000,2129654.0,9307.4480621
23072000,23080000,4272,8000,2130144.0,9307.95439867
23080000,23088000,4273,8000,2130635.0,9308.78727693
23088000,23096000,4274,8000,2131125.0,9309.10336712
23096000,23104000,4275,8000,2131615.0,9308.95216368
23104000,23112000,4276,8000,2132106.0,9307.497177
23112000,23120000,4277,8000,2132596.0,9307.33797082
23120000,23128000,4278,8000,2133086.0,9305.89767619
23128000,23136000,4279,8000,2133576.0,9305.75726404
23136000,23144000,4280,8000,2134067.0,9305.61886252
23144000,23152000,4281,8000,2134557.0,9305.47712685
23152000,23160000,4282,8000,2135047.0,9304.03437206
23160000,23168000,4283,8000,2135538.0,9302.59208749
23168000,23176000,4284,8000,2136028.0,9302.4420114
23176000,23184000,4285,8000,2136518.0,9300.9921162
23184000,23192000,4286,8000,2137008.0,9300.64947961
23192000,23200000,4287,8000,2137499.0,9300.50359383
23200000,23208000,4288,8000,2137989.0,9299.05142374
23208000,23216000,4289,8000,2138479.0,9297.61973457
23216000,23224000,4290,8000,2138970.0,9297.48605117
23224000,23232000,4291,8000,2139460.0,9296.05206414
23232000,23240000,4292,8000,2139950.0,9294.61008019
23240000,23248000,4293,8000,2140441.0,9293.17791252
23248000,23256000,4294,8000,2140931.0,9291.73963753
23256000,23264000,4295,8000,2141422.0,9290.30773607
23264000,23272000,4296,8000,2141912.0,9288.85949512
23272000,23280000,4297,8000,2142403.0,9287.42830811
23280000,23288000,4298,8000,2142893.0,9285.80201924
23288000,23296000,4299,8000,2143384.0,9284.36615788
23296000,23304000,4300,8000,2143874.0,9282.93467698
23304000,23312000,4301,8000,2144365.0,9281.51889695
23312000,23320000,4302,8000,2144855.0,9282.47614894
23320000,23328000,4303,8000,2145345.0,9282.96495113
23328000,23336000,4304,8000,2145835.0,9283.79562257
23336000,23344000,4305,8000,2146326.0,9284.75473214
23344000,23352000,4306,8000,2146816.0,9285.24724681
23352000,23360000,4307,8000,2147307.0,9285.74653648
23360000,23368000,4308,8000,2147797.0,9285.59723696
23368000,23376000,4309,8000,2148287.0,9285.5100543
23376000,23384000,4310,8000,2148778.0,9285.88485045
23384000,23392000,4311,8000,2149268.0,9286.4582853
23392000,23400000,4312,8000,2149758.0,9287.02988427
23400000,23408000,4313,8000,2150248.0,9287.59061916
23408000,23416000,4314,8000,2150739.0,9287.51410375
23416000,23424000,4315,8000,2151229.0,9288.07858494
23424000,23432000,4316,8000,2151719.0,9287.99503028
23432000,23440000,4317,8000,2152210.0,9287.91541976
23440000,23448000,4318,8000,2152700.0,9288.47570779
23448000,23456000,4319,8000,2153190.0,9288.38914172
23456000,23464000,4320,8000,2153681.0,9288.30284175
23464000,23472000,4321,8000,2154171.0,9288.20931102
23472000,23480000,4322,8000,2154661.0,9288.11978626
23480000,23488000,4323,8000,2155152.0,9287.88130861
23488000,23496000,4324,8000,2155643.0,9287.80585037
23496000,23504000,4325,8000,2156133.0,9288.38142809
23504000,23512000,4326,8000,2156623.0,9288.95055802
23512000,23520000,4327,8000,2157114.0,9288.86982653
23520000,23528000,4328,8000,2157604.0,9288.78565754
23528000,23536000,4329,8000,2158094.0,9289.34469052
23536000,23544000,4330,8000,2158585.0,9289.90283624
23544000,23552000,4331,8000,2159075.0,9290.4476663
23552000,23560000,4332,8000,2159565.0,9290.35919452
23560000,23568000,4333,8000,2160056.0,9290.27490356
23568000,23576000,4334,8000,2160546.0,9290.82227475
23576000,23584000,4335,8000,2161037.0,9290.58384629
23584000,23592000,4336,8000,2161527.0,9291.59319154
23592000,23600000,4337,8000,2162017.0,9292.63309467
23600000,23608000,4338,8000,2162508.0,9293.46089783
23608000,23616000,4339,8000,2162998.0,9294.33996377
23616000,23624000,4340,8000,2163489.0,9295.16308055
23624000,23632000,4341,8000,2163979.0,9296.15074877
23632000,23640000,4342,8000,2164470.0,9296.65319189
23640000,23648000,4343,8000,2164960.0,9297.20465442
23648000,23656000,4344,8000,2165450.0,9297.10499094
23656000,23664000,4345,8000,2165941.0,9297.67821381
23664000,23672000,4346,8000,2166431.0,9297.60136746
23672000,23680000,4347,8000,2166922.0,9297.98872392
23680000,23688000,4348,8000,2167412.0,9297.9092884
23688000,23696000,4349,8000,2167902.0,9297.82283564
23696000,23704000,4350,8000,2168393.0,9298.37707427
23704000,23712000,4351,8000,2168883.0,9298.93406466
23712000,23720000,4352,8000,2169373.0,9298.84825626
23720000,23728000,4353,8000,2169864.0,9298.76764767
23728000,23736000,4354,8000,2170354.0,9299.31755978
23736000,23744000,4355,8000,2170844.0,9299.22681521
23744000,23752000,4356,8000,2171335.0,9299.15692703
23752000,23760000,4357,8000,2171825.0,9299.06725957
23760000,23768000,4358,8000,2172315.0,9299.62997901
23768000,23776000,4359,8000,2172806.0,9299.37878531
23776000,23784000,4360,8000,2173296.0,9299.29417124
23784000,23792000,4361,8000,2173786.0,9299.20606861
23792000,23800000,4362,8000,2174277.0,9299.12649434
23800000,23808000,4363,8000,2174767.0,9299.03957207
23808000,23816000,4364,8000,2175257.0,9298.9455445
23816000,23824000,4365,8000,2175748.0,9299.4997416
23824000,23832000,4366,8000,2176238.0,9299.41315657
23832000,23840000,4367,8000,2176728.0,9299.33474853
23840000,23848000,4368,8000,2177219.0,9299.25934146
23848000,23856000,4369,8000,2177709.0,9299.18279528
23856000,23864000,4370,8000,2178200.0,9299.11004286
23864000,23872000,4371,8000,2178690.0,9298.85520603
23872000,23880000,4372,8000,2179180.0,9298.76991648
23880000,23888000,4373,8000,2179670.0,9298.62691758
23888000,23896000,4374,8000,2180161.0,9298.48063142
23896000,23904000,4375,8000,2180651.0,9298.97056184
23904000,23912000,4376,8000,2181141.0,9299.98577272
23912000,23920000,4377,8000,2181632.0,9300.86032974
23920000,23928000,4378,8000,2182122.0,9301.42001192
23928000,23936000,4379,8000,2182613.0,9302.30593828
23936000,23944000,4380,8000,2183103.0,9302.86676836
23944000,23952000,4381,8000,2183593.0,9303.42118644
23952000,23960000,4382,8000,2184084.0,9303.3382947
23960000,23968000,4383,8000,2184574.0,9303.71954327
23968000,23976000,4384,8000,2185065.0,9303.63705083
23976000,23984000,4385,8000,2185555.0,9304.17592217
23984000,23992000,4386,8000,2186046.0,9304.09264805
23992000,24000000,4387,8000,2186536.0,9304.00514825
24000000,24008000,4388,8000,2187026.0,9303.91421662
24008000,24016000,4389,8000,2187504.0,9303.8185369
24016000,24024000,4390,8000,2187981.0,9303.72190284
24024000,24032000,4391,8000,2188459.0,9304.70070575
24032000,24040000,4392,8000,2188936.0,9305.55303474
24040000,24048000,4393,8000,2189414.0,9306.09111878
24048000,24056000,4394,8000,2189891.0,9305.93031869
24056000,24064000,4395,8000,2190369.0,9305.58715492
24064000,24072000,4396,8000,2190847.0,9305.48324018
24072000,24080000,4397,8000,2191324.0,9306.01081117
24080000,24088000,4398,8000,2191802.0,9306.53561845
24088000,24096000,4399,8000,2192279.0,9307.03954383
24096000,24104000,4400,8000,2192757.0,9307.58095969
24104000,24112000,4401,8000,2193234.0,9307.48555334
24112000,24120000,4402,8000,2193712.0,9307.39360469
24120000,24128000,4403,8000,2194190.0,9307.294629
24128000,24136000,4404,8000,2194667.0,9307.82649698
24136000,24144000,4405,8000,2195145.0,9308.35896244
24144000,24152000,4406,8000,2195622.0,9308.88729008
24152000,24160000,4407,8000,2196100.0,9308.60764882
24160000,24168000,4408,8000,2196577.0,9308.49880756
24168000,24176000,4409,8000,2197055.0,9308.38644869
24176000,24184000,4410,8000,2197532.0,9308.91037498
24184000,24192000,4411,8000,2198010.0,9309.44960197
24192000,24200000,4412,8000,2198487.0,9309.35161146
24200000,24208000,4413,8000,2198965.0,9310.32143455
24208000,24216000,4414,8000,2199443.0,9311.17727359
24216000,24224000,4415,8000,2199920.0,9312.01010465
24224000,24232000,4416,8000,2200398.0,9312.86102367
24232000,24240000,4417,8000,2200875.0,9313.7021028
24240000,24248000,4418,8000,2201353.0,9314.19242405
24248000,24256000,4419,8000,2201830.0,9313.88045694
24256000,24264000,4420,8000,2202308.0,9314.82910661
24264000,24272000,4421,8000,2202785.0,9315.3538347
24272000,24280000,4422,8000,2203263.0,9315.88855814
24280000,24288000,4423,8000,2203740.0,9315.7738358
24288000,24296000,4424,8000,2204218.0,9316.30758055
24296000,24304000,4425,8000,2204695.0,9316.21399059
24304000,24312000,4426,8000,2205173.0,9316.11816485
24312000,24320000,4427,8000,2205650.0,9316.00663866
24320000,24328000,4428,8000,2206128.0,9317.01133983
24328000,24336000,4429,8000,2206605.0,9317.53622754
24336000,24344000,4430,8000,2207083.0,9317.4365137
24344000,24352000,4431,8000,2207561.0,9317.12230237
24352000,24360000,4432,8000,2208038.0,9317.01292415
24360000,24368000,4433,8000,2208516.0,9317.54959926
24368000,24376000,4434,8000,2208993.0,9318.51481193
24376000,24384000,4435,8000,2209471.0,9319.37144974
24384000,24392000,4436,8000,2209948.0,9320.16531956
24392000,24400000,4437,8000,2210426.0,9321.13068954
24400000,24408000,4438,8000,2210904.0,9321.66109266
24408000,24416000,4439,8000,2211381.0,9322.1838507
24416000,24424000,4440,8000,2211859.0,9322.71011338
24424000,24432000,4441,8000,2212336.0,9322.59788781
24432000,24440000,4442,8000,2212814.0,9322.49094695
24440000,24448000,4443,8000,2213291.0,9322.81941445
24448000,24456000,4444,8000,2213769.0,9322.72397071
24456000,24464000,4445,8000,2214246.0,9322.62201093
24464000,24472000,4446,8000,2214724.0,9322.50416334
24472000,24480000,4447,8000,2215202.0,9322.40395447
24480000,24488000,4448,8000,2215679.0,9322.29256998
24488000,24496000,4449,8000,2216157.0,9320.92803088
24496000,24504000,4450,8000,2216634.0,9319.56344197
24504000,24512000,4451,8000,2217112.0,9318.20338871
24512000,24520000,4452,8000,2217589.0,9316.83490024
24520000,24528000,4453,8000,2218067.0,9315.47184434
24528000,24536000,4454,8000,2218544.0,9312.14439852
24536000,24544000,4455,8000,2219022.0,9310.72258457
24544000,24552000,4456,8000,2219499.0,9307.16430799
24552000,24560000,4457,8000,2219977.0,9305.79044021
24560000,24568000,4458,8000,2220454.0,9302.45905998
24568000,24576000,4459,8000,2220932.0,9299.14926169
24576000,24584000,4460,8000,2221409.0,9297.76886015
24584000,24592000,4461,8000,2221887.0,9294.47645992
24592000,24600000,4462,8000,2222365.0,9293.12719944
24600000,24608000,4463,8000,2222842.0,9291.77224875
24608000,24616000,4464,8000,2223320.0,9288.48888713
24616000,24624000,4465,8000,2223797.0,9289.43298487
24624000,24632000,4466,8000,2224275.0,9289.95840443
24632000,24640000,4467,8000,2224752.0,9290.79689188
24640000,24648000,4468,8000,2225230.0,9291.42459966
24648000,24656000,4469,8000,2225707.0,9292.25744238
24656000,24664000,4470,8000,2226185.0,9293.21508371
24664000,24672000,4471,8000,2226662.0,9294.05669992
24672000,24680000,4472,8000,2227140.0,9294.58155571
24680000,24688000,4473,8000,2227617.0,9295.09963159
24688000,24696000,4474,8000,2228095.0,9294.99733369
24696000,24704000,4475,8000,2228572.0,9294.88967262
24704000,24712000,4476,8000,2229050.0,9295.41000153
24712000,24720000,4477,8000,2229528.0,9295.92788306
24720000,24728000,4478,8000,2230005.0,9295.83239497
24728000,24736000,4479,8000,2230482.0,9295.7380673
24736000,24744000,4480,8000,2230960.0,9295.48017216
24744000,24752000,4481,8000,2231437.0,9296.00582806
24752000,24760000,4482,8000,2231915.0,9296.91455466
24760000,24768000,4483,8000,2232392.0,9297.69482724
24768000,24776000,4484,8000,2232870.0,9298.15504475
24776000,24784000,4485,8000,2233347.0,9297.9991419
24784000,24792000,4486,8000,2233825.0,9298.51807721
24792000,24800000,4487,8000,2234302.0,9299.03280638
24800000,24808000,4488,8000,2234780.0,9299.54987331
24808000,24816000,4489,8000,2235258.0,9300.08495062
24816000,24824000,4490,8000,2235735.0,9300.61265659
24824000,24832000,4491,8000,2236213.0,9301.14229977
24832000,24840000,4492,8000,2236690.0,9300.86935528
24840000,24848000,4493,8000,2237168.0,9300.76549455
24848000,24856000,4494,8000,2237645.0,9301.28258847
24856000,24864000,4495,8000,2238123.0,9301.18385385
24864000,24872000,4496,8000,2238600.0,9301.69608629
24872000,24880000,4497,8000,2239078.0,9301.59401702
24880000,24888000,4498,8000,2239555.0,9302.10737057
24888000,24896000,4499,8000,2240033.0,9302.00382054
24896000,24904000,4500,8000,2240510.0,9302.5278899
24904000,24912000,4501,8000,2240988.0,9303.05130581
24912000,24920000,4502,8000,2241465.0,9302.95309669
24920000,24928000,4503,8000,2241943.0,9302.85549157
24928000,24936000,4504,8000,2242420.0,9303.20831726
24936000,24944000,4505,8000,2242898.0,9303.73160533
24944000,24952000,4506,8000,2243376.0,9304.24547377
24952000,24960000,4507,8000,2243853.0,9304.76047003
24960000,24968000,4508,8000,2244331.0,9305.2708132
24968000,24976000,4509,8000,2244808.0,9305.15919158
24976000,24984000,4510,8000,2245286.0,9305.05211369
24984000,24992000,4511,8000,2245763.0,9304.95690681
24992000,25000000,4512,8000,2246241.0,9305.91534456
25000000,25008000,4513,8000,2246718.0,9306.43930238
25008000,25016000,4514,8000,2247219.0,9307.02672722
25016000,25024000,4515,8000,2247719.0,9307.61441796
25024000,25032000,4516,8000,2248219.0,9307.38994345
25032000,25040000,4517,8000,2248720.0,9307.35754774
25040000,25048000,4518,8000,2249220.0,9307.31703432
25048000,25056000,4519,8000,2249721.0,9307.8968624
25056000,25064000,4520,8000,2250221.0,9307.84765055
25064000,25072000,4521,8000,2250721.0,9308.8474192
25072000,25080000,4522,8000,2251222.0,9309.44280952
25080000,25088000,4523,8000,2251722.0,9310.34240907
25088000,25096000,4524,8000,2252222.0,9311.34868856
25096000,25104000,4525,8000,2252723.0,9311.93513086
25104000,25112000,4526,8000,2253223.0,9311.89762452
25112000,25120000,4527,8000,2253723.0,9312.47970392
25120000,25128000,4528,8000,2254224.0,9312.89346591
25128000,25136000,4529,8000,2254724.0,9313.47321844
25136000,25144000,4530,8000,2255225.0,9313.43214896
25144000,25152000,4531,8000,2255725.0,9313.38741854
25152000,25160000,4532,8000,2256225.0,9313.34005947
25160000,25168000,4533,8000,2256726.0,9313.31441551
25168000,25176000,4534,8000,2257226.0,9313.27947163
25176000,25184000,4535,8000,2257726.0,9313.24492818
25184000,25192000,4536,8000,2258227.0,9313.20925892
25192000,25200000,4537,8000,2258727.0,9313.16717543
25200000,25208000,4538,8000,2259228.0,9313.75241324
25208000,25216000,4539,8000,2259728.0,9313.71452487
25216000,25224000,4540,8000,2260228.0,9313.50111047
25224000,25232000,4541,8000,2260729.0,9313.46243064
