Number_Clusters,Number_Points_per_Cluster,Number_Dim,Number_Points_per_Message,Interval,Number_Partitions, Time
Produce_batch,Num_Messages,Number_APoints/Msg,KB_Transfered,KB/sec
100,100,3,8000,0,48,0.06071
100,1000,3,8000,0,48,0.90517
100,10000,3,8000,0,48,7.49306
100,100000,3,8000,0,48,60.57401
100,1000000,3,8000,0,48,627.82389
