Produce_batch_Start,Produce_batch_end,Num_Messages,Number_APoints/Msg,KB_Transfered,KB/sec
456000,464000,70,8000,34718.0,4952.18568067
464000,472000,71,8000,35221.0,4957.33332188
472000,480000,72,8000,35717.0,4960.62016406
480000,488000,73,8000,36208.0,4962.27936292
488000,496000,74,8000,36725.0,4968.35953399
496000,504000,75,8000,37230.0,4972.47781189
504000,512000,76,8000,37720.0,4974.69472815
512000,520000,77,8000,38202.0,4956.38159809
520000,528000,78,8000,38697.0,4976.67477643
528000,536000,79,8000,39192.0,4995.53310952
536000,544000,80,8000,39696.0,4992.53630024
544000,552000,81,8000,40197.0,5011.39874571
552000,560000,82,8000,40687.0,5013.10729451
560000,568000,83,8000,41169.0,5015.09073896
568000,576000,84,8000,41657.0,4997.04667397
576000,584000,85,8000,42157.0,4980.43964512
584000,592000,86,8000,42654.0,4982.65113279
592000,600000,87,8000,43147.0,4984.78588581
600000,608000,88,8000,43653.0,4989.97849256
608000,616000,89,8000,44142.0,4991.59755463
616000,624000,90,8000,44626.0,4993.04349249
624000,632000,91,8000,45119.0,4977.41148125
632000,640000,92,8000,45625.0,4965.83343183
640000,648000,93,8000,46128.0,4952.61218618
648000,656000,94,8000,46632.0,4969.82435029
656000,664000,95,8000,47133.0,4981.2962875
664000,672000,96,8000,47631.0,4997.35932008
672000,680000,97,8000,48127.0,5008.62862869
680000,688000,98,8000,48622.0,5018.22472901
688000,696000,99,8000,49124.0,5028.36825831
696000,704000,100,8000,49619.0,5038.21745617
704000,712000,101,8000,50118.0,5053.97959651
712000,720000,102,8000,50627.0,5068.7856065
720000,728000,103,8000,51141.0,5080.40785447
728000,736000,104,8000,51641.0,5075.72560596
736000,744000,105,8000,52145.0,5078.56665019
744000,752000,106,8000,52637.0,5080.33254657
752000,760000,107,8000,53126.0,5081.19383643
760000,768000,108,8000,53645.0,5084.14407991
768000,776000,109,8000,54137.0,5084.39349478
776000,784000,110,8000,54620.0,5084.91120994
784000,792000,111,8000,55099.0,5085.45150012
792000,800000,112,8000,55580.0,5085.99993896
800000,808000,113,8000,56065.0,5097.92401105
808000,816000,114,8000,56544.0,5098.58126396
816000,824000,115,8000,57053.0,5100.67106808
824000,832000,116,8000,57562.0,5089.84198819
832000,840000,117,8000,58063.0,5101.99294573
840000,848000,118,8000,58570.0,5110.68742757
848000,856000,119,8000,59055.0,5121.52202119
856000,864000,120,8000,59551.0,5121.7965908
864000,872000,121,8000,60059.0,5109.62180519
872000,880000,122,8000,60574.0,5112.18595829
880000,888000,123,8000,61078.0,5113.60609881
888000,896000,124,8000,61563.0,5113.77003639
896000,904000,125,8000,62047.0,5100.44463555
904000,912000,126,8000,62540.0,5112.44062263
912000,920000,127,8000,63039.0,5122.77466708
920000,928000,128,8000,63525.0,5117.84506321
928000,936000,129,8000,64024.0,5125.08818443
936000,944000,130,8000,64532.0,5132.8454022
944000,952000,131,8000,65036.0,5143.7597473
952000,960000,132,8000,65533.0,5153.6286138
960000,968000,133,8000,66033.0,5161.9660666
968000,976000,134,8000,66527.0,5172.92926674
976000,984000,135,8000,67015.0,5181.70692073
984000,992000,136,8000,67512.0,5188.8198973
992000,1000000,137,8000,68017.0,5196.40481061
0,8000,138,8000,68505.0,4045.42167565
8000,16000,139,8000,69006.0,4044.72660355
16000,24000,140,8000,69508.0,4044.17104463
24000,32000,141,8000,70010.0,4051.32062152
32000,40000,142,8000,70511.0,4050.83866904
40000,48000,143,8000,71013.0,4050.63692692
48000,56000,144,8000,71515.0,4057.81892155
56000,64000,145,8000,72016.0,4064.81052466
64000,72000,146,8000,72518.0,4077.57759206
72000,80000,147,8000,73019.0,4084.39114859
80000,88000,148,8000,73521.0,4091.18413493
88000,96000,149,8000,74023.0,4103.52964244
96000,104000,150,8000,74524.0,4113.74889851
104000,112000,151,8000,75024.0,4123.53500665
112000,120000,152,8000,75521.0,4126.24099343
120000,128000,153,8000,76019.0,4135.47637394
128000,136000,154,8000,76516.0,4144.80607967
136000,144000,155,8000,77014.0,4154.13643394
144000,152000,156,8000,77511.0,4163.30632569
152000,160000,157,8000,78009.0,4172.39306631
160000,168000,158,8000,78506.0,4177.80755123
168000,176000,159,8000,79003.0,4188.98233864
176000,184000,160,8000,79501.0,4199.22125264
184000,192000,161,8000,79998.0,4204.36566646
192000,200000,162,8000,80495.0,4209.40525114
200000,208000,163,8000,80993.0,4219.75926678
208000,216000,164,8000,81510.0,4224.01711798
216000,224000,165,8000,82027.0,4229.73493335
224000,232000,166,8000,82544.0,4235.39270715
232000,240000,167,8000,83061.0,4240.87907496
240000,248000,168,8000,83578.0,4239.46091893
248000,256000,169,8000,84095.0,4244.873392
256000,264000,170,8000,84612.0,4250.1744143
264000,272000,171,8000,85129.0,4261.08290605
272000,280000,172,8000,85646.0,4271.06391413
280000,288000,173,8000,86163.0,4276.14141506
288000,296000,174,8000,86680.0,4274.44144318
296000,304000,175,8000,87197.0,4279.47380828
304000,312000,176,8000,87695.0,4277.09260325
312000,320000,177,8000,88174.0,4275.45442728
320000,328000,178,8000,88653.0,4272.59456142
328000,336000,179,8000,89132.0,4276.36802634
336000,344000,180,8000,89610.0,4273.50145802
344000,352000,181,8000,90089.0,4270.62174415
352000,360000,182,8000,90568.0,4274.24567444
360000,368000,183,8000,91047.0,4277.85262736
368000,376000,184,8000,91526.0,4286.40269568
376000,384000,185,8000,92005.0,4295.18092594
384000,392000,186,8000,92483.0,4303.60666546
392000,400000,187,8000,92962.0,4307.01403826
400000,408000,188,8000,93441.0,4310.54549088
408000,416000,189,8000,93946.0,4314.65365499
416000,424000,190,8000,94451.0,4323.82326976
424000,432000,191,8000,94956.0,4331.79261408
432000,440000,192,8000,95461.0,4336.52302105
440000,448000,193,8000,95966.0,4344.31791602
448000,456000,194,8000,96470.0,4348.3009697
456000,464000,195,8000,96975.0,4355.97296641
464000,472000,196,8000,97480.0,4363.52343526
472000,480000,197,8000,97985.0,4367.93212135
480000,488000,198,8000,98490.0,4377.4586662
488000,496000,199,8000,98995.0,4384.75291592
496000,504000,200,8000,99500.0,4392.35483821
504000,512000,201,8000,100002.0,4393.81138519
512000,520000,202,8000,100501.0,4397.27292288
520000,528000,203,8000,101000.0,4400.64963347
528000,536000,204,8000,101499.0,4404.04085378
536000,544000,205,8000,101997.0,4401.2300326
544000,552000,206,8000,102496.0,4404.51134063
552000,560000,207,8000,102995.0,4412.49152003
560000,568000,208,8000,103494.0,4418.75092081
568000,576000,209,8000,103993.0,4424.90870454
576000,584000,210,8000,104492.0,4431.20534152
584000,592000,211,8000,104990.0,4439.33848651
592000,600000,212,8000,105489.0,4446.79516142
600000,608000,213,8000,105988.0,4444.606448
608000,616000,214,8000,106486.0,4447.56896574
616000,624000,215,8000,106985.0,4450.55928731
624000,632000,216,8000,107483.0,4453.44834567
632000,640000,217,8000,107982.0,4456.35353432
640000,648000,218,8000,108480.0,4459.21499573
648000,656000,219,8000,108979.0,4462.09448425
656000,664000,220,8000,109477.0,4422.93644748
664000,672000,221,8000,109976.0,4411.4525955
672000,680000,222,8000,110474.0,4414.55271382
680000,688000,223,8000,110973.0,4417.64236783
688000,696000,224,8000,111471.0,4424.68814522
696000,704000,225,8000,111970.0,4426.10054999
704000,712000,226,8000,112470.0,4429.30753328
712000,720000,227,8000,112973.0,4432.76114747
720000,728000,228,8000,113475.0,4430.59799131
728000,736000,229,8000,113978.0,4428.45802861
736000,744000,230,8000,114480.0,4431.81780622
744000,752000,231,8000,114983.0,4429.68267404
752000,760000,232,8000,115485.0,4427.69823571
760000,768000,233,8000,115987.0,4431.15120373
768000,776000,234,8000,116490.0,4434.57090961
776000,784000,235,8000,116992.0,4437.93992994
784000,792000,236,8000,117495.0,4441.32738195
792000,800000,237,8000,117997.0,4440.13449584
800000,808000,238,8000,118499.0,4443.38156146
808000,816000,239,8000,119034.0,4447.32362676
816000,824000,240,8000,119569.0,4451.25608865
824000,832000,241,8000,120103.0,4455.08696274
832000,840000,242,8000,120637.0,4458.92285104
840000,848000,243,8000,121172.0,4457.60552314
848000,856000,244,8000,121706.0,4456.31372447
856000,864000,245,8000,122241.0,4454.9940594
864000,872000,246,8000,122775.0,4462.88138301
872000,880000,247,8000,123310.0,4469.30608278
880000,888000,248,8000,123844.0,4477.11814962
888000,896000,249,8000,124379.0,4479.04745275
896000,904000,250,8000,124913.0,4485.27171601
904000,912000,251,8000,125432.0,4492.67182314
912000,920000,252,8000,125934.0,4499.65198284
920000,928000,253,8000,126436.0,4502.58694305
928000,936000,254,8000,126938.0,4505.62562967
936000,944000,255,8000,127440.0,4512.58584352
944000,952000,256,8000,127942.0,4519.08093204
952000,960000,257,8000,128444.0,4524.55312041
960000,968000,258,8000,128946.0,4529.98135909
968000,976000,259,8000,129448.0,4532.82838223
976000,984000,260,8000,129950.0,4535.64079436
984000,992000,261,8000,130452.0,4533.99944653
992000,1000000,262,8000,130954.0,4531.70929895
1000000,1008000,263,8000,131456.0,4534.43311977
1008000,1016000,264,8000,131951.0,4531.47498459
1016000,1024000,265,8000,132446.0,4528.6779293
1024000,1032000,266,8000,132941.0,4534.70271583
1032000,1040000,267,8000,133436.0,4536.82566793
1040000,1048000,268,8000,133931.0,4538.91828053
1048000,1056000,269,8000,134426.0,4540.97098635
1056000,1064000,270,8000,134921.0,4546.84881859
1064000,1072000,271,8000,135416.0,4551.30357969
1072000,1080000,272,8000,135911.0,4555.72124479
1080000,1088000,273,8000,136406.0,4553.45871547
1088000,1096000,274,8000,136901.0,4555.34152732
1096000,1104000,275,8000,137396.0,4552.36146307
1104000,1112000,276,8000,137899.0,4554.76202503
1112000,1120000,277,8000,138409.0,4557.51634319
1120000,1128000,278,8000,138920.0,4555.52659831
1128000,1136000,279,8000,139430.0,4562.00710593
1136000,1144000,280,8000,139941.0,4567.1191137
1144000,1152000,281,8000,140451.0,4572.13712244
1152000,1160000,282,8000,140962.0,4577.19109047
1160000,1168000,283,8000,141472.0,4583.66171773
1168000,1176000,284,8000,141983.0,4589.55852719
1176000,1184000,285,8000,142493.0,4590.32777769
1184000,1192000,286,8000,143004.0,4595.17452723
1192000,1200000,287,8000,143514.0,4599.84160527
1200000,1208000,288,8000,144025.0,4604.66598153
1208000,1216000,289,8000,144503.0,4606.26513753
1216000,1224000,290,8000,144981.0,4611.7834363
1224000,1232000,291,8000,145459.0,4615.49191944
1232000,1240000,292,8000,145937.0,4619.36890194
1240000,1248000,293,8000,146415.0,4624.72556419
1248000,1256000,294,8000,146893.0,4629.91768846
1256000,1264000,295,8000,147371.0,4635.000659
1264000,1272000,296,8000,147849.0,4638.75800339
1272000,1280000,297,8000,148327.0,4637.90599587
1280000,1288000,298,8000,148805.0,4641.71097353
1288000,1296000,299,8000,149284.0,4645.53189012
1296000,1304000,300,8000,149762.0,4649.26274327
1304000,1312000,301,8000,150256.0,4653.37476957
1312000,1320000,302,8000,150768.0,4657.89694328
1320000,1328000,303,8000,151279.0,4663.6105338
1328000,1336000,304,8000,151791.0,4668.07671327
1336000,1344000,305,8000,152302.0,4672.4734367
1344000,1352000,306,8000,152814.0,4674.55477665
1352000,1360000,307,8000,153325.0,4676.5827029
1360000,1368000,308,8000,153837.0,4678.64966735
1368000,1376000,309,8000,154348.0,4680.61863227
1376000,1384000,310,8000,154859.0,4678.0692361
1384000,1392000,311,8000,155371.0,4680.16333791
1392000,1400000,312,8000,155882.0,4682.24028336
1400000,1408000,313,8000,156394.0,4684.33148738
1408000,1416000,314,8000,156903.0,4686.22011187
1416000,1424000,315,8000,157412.0,4688.06857096
1424000,1432000,316,8000,157921.0,4689.94262213
1432000,1440000,317,8000,158429.0,4687.29445219
1440000,1448000,318,8000,158938.0,4689.11783585
1448000,1456000,319,8000,159447.0,4690.90587837
1456000,1464000,320,8000,159956.0,4692.66666032
1464000,1472000,321,8000,160465.0,4694.57514788
1472000,1480000,322,8000,160973.0,4692.57531481
1480000,1488000,323,8000,161482.0,4697.99194377
1488000,1496000,324,8000,161991.0,4703.25774398
1496000,1504000,325,8000,162500.0,4707.22755776
1504000,1512000,326,8000,163001.0,4710.93532117
1512000,1520000,327,8000,163494.0,4714.2970745
1520000,1528000,328,8000,163987.0,4717.58432034
1528000,1536000,329,8000,164481.0,4722.30663805
1536000,1544000,330,8000,164974.0,4726.47544211
1544000,1552000,331,8000,165467.0,4727.55807702
1552000,1560000,332,8000,165960.0,4728.80332379
1560000,1568000,333,8000,166453.0,4730.03267934
1568000,1576000,334,8000,166946.0,4727.6261699
1576000,1584000,335,8000,167439.0,4728.74151465
1584000,1592000,336,8000,167932.0,4733.39572458
1592000,1600000,337,8000,168426.0,4737.52977784
1600000,1608000,338,8000,168919.0,4740.68945978
1608000,1616000,339,8000,169424.0,4744.18732873
1616000,1624000,340,8000,169930.0,4747.66748554
1624000,1632000,341,8000,170435.0,4751.1275962
1632000,1640000,342,8000,170941.0,4754.55962708
1640000,1648000,343,8000,171446.0,4758.05736764
1648000,1656000,344,8000,171952.0,4761.59939324
1656000,1664000,345,8000,172458.0,4766.25605294
1664000,1672000,346,8000,172963.0,4765.76374588
1672000,1680000,347,8000,173469.0,4769.10049022
1680000,1688000,348,8000,173974.0,4770.37980198
1688000,1696000,349,8000,174479.0,4767.45204775
1696000,1704000,350,8000,174984.0,4764.55347528
1704000,1712000,351,8000,175480.0,4761.53612828
1712000,1720000,352,8000,175967.0,4766.08347844
1720000,1728000,353,8000,176453.0,4768.96625846
1728000,1736000,354,8000,176939.0,4772.13457575
1736000,1744000,355,8000,177425.0,4775.27145099
1744000,1752000,356,8000,177912.0,4778.43612311
1752000,1760000,357,8000,178398.0,4782.89221533
1760000,1768000,358,8000,178884.0,4783.71106716
1768000,1776000,359,8000,179370.0,4784.71441853
1776000,1784000,360,8000,179856.0,4785.69542927
1784000,1792000,361,8000,180343.0,4786.67013552
1792000,1800000,362,8000,180829.0,4787.63913736
1800000,1808000,363,8000,181315.0,4788.53512969
1808000,1816000,364,8000,181816.0,4789.7708964
1816000,1824000,365,8000,182317.0,4787.08341647
1824000,1832000,366,8000,182818.0,4784.41753647
1832000,1840000,367,8000,183319.0,4785.74000296
1840000,1848000,368,8000,183820.0,4787.06906394
1848000,1856000,369,8000,184321.0,4788.33415543
1856000,1864000,370,8000,184822.0,4786.26808385
1864000,1872000,371,8000,185323.0,4787.51189011
1872000,1880000,372,8000,185824.0,4788.76357732
1880000,1888000,373,8000,186325.0,4789.98281848
1888000,1896000,374,8000,186826.0,4791.20070652
1896000,1904000,375,8000,187327.0,4788.44648614
1904000,1912000,376,8000,187825.0,4785.7005255
1912000,1920000,377,8000,188320.0,4782.82552522
1920000,1928000,378,8000,188814.0,4787.03145967
1928000,1936000,379,8000,189309.0,4791.02315083
1936000,1944000,380,8000,189804.0,4792.46186513
1944000,1952000,381,8000,190299.0,4795.32113534
1952000,1960000,382,8000,190794.0,4793.95243784
1960000,1968000,383,8000,191289.0,4796.78193211
1968000,1976000,384,8000,191783.0,4799.58891382
1976000,1984000,385,8000,192278.0,4800.44168976
1984000,1992000,386,8000,192773.0,4801.2764167
1992000,2000000,387,8000,193268.0,4802.25631072
2000000,2008000,388,8000,193763.0,4806.22801015
2008000,2016000,389,8000,194245.0,4810.00524965
2016000,2024000,390,8000,194727.0,4810.77488184
2024000,2032000,391,8000,195210.0,4807.7125611
2032000,2040000,392,8000,195692.0,4804.64655658
2040000,2048000,393,8000,196174.0,4808.36672636
2048000,2056000,394,8000,196656.0,4807.7443982
2056000,2064000,395,8000,197139.0,4810.3355739
2064000,2072000,396,8000,197621.0,4811.01127313
2072000,2080000,397,8000,198103.0,4811.64271802
2080000,2088000,398,8000,198585.0,4812.37063271
2088000,2096000,399,8000,199068.0,4813.09938722
2096000,2104000,400,8000,199550.0,4813.78957993
2104000,2112000,401,8000,200030.0,4814.5049788
2112000,2120000,402,8000,200509.0,4815.29353252
2120000,2128000,403,8000,200988.0,4816.08053766
2128000,2136000,404,8000,201466.0,4813.12500656
2136000,2144000,405,8000,201945.0,4813.885278
2144000,2152000,406,8000,202424.0,4811.49187893
2152000,2160000,407,8000,202903.0,4815.13638875
2160000,2168000,408,8000,203381.0,4817.6270178
2168000,2176000,409,8000,203860.0,4818.4267907
2176000,2184000,410,8000,204339.0,4819.21557152
2184000,2192000,411,8000,204818.0,4819.97098224
2192000,2200000,412,8000,205296.0,4823.72910096
2200000,2208000,413,8000,205775.0,4827.39328061
2208000,2216000,414,8000,206273.0,4828.21569607
2216000,2224000,415,8000,206771.0,4829.03316449
2224000,2232000,416,8000,207269.0,4829.84193491
2232000,2240000,417,8000,207768.0,4827.05370508
2240000,2248000,418,8000,208266.0,4824.74224548
2248000,2256000,419,8000,208764.0,4828.41140308
2256000,2264000,420,8000,209262.0,4832.19684105
2264000,2272000,421,8000,209761.0,4835.85426438
2272000,2280000,422,8000,210259.0,4838.47514919
2280000,2288000,423,8000,210757.0,4841.09150775
2288000,2296000,424,8000,211255.0,4843.60990677
2296000,2304000,425,8000,211753.0,4846.16523199
2304000,2312000,426,8000,212250.0,4848.69481787
2312000,2320000,427,8000,212746.0,4852.03723248
2320000,2328000,428,8000,213242.0,4854.49272325
2328000,2336000,429,8000,213738.0,4855.15857414
2336000,2344000,430,8000,214234.0,4854.45342467
2344000,2352000,431,8000,214730.0,4856.93650568
2352000,2360000,432,8000,215226.0,4859.40990727
2360000,2368000,433,8000,215722.0,4860.06722093
2368000,2376000,434,8000,216218.0,4860.77992356
2376000,2384000,435,8000,216714.0,4857.96331277
2384000,2392000,436,8000,217210.0,4858.64826537
2392000,2400000,437,8000,217706.0,4859.3247548
2400000,2408000,438,8000,218202.0,4862.84832124
2408000,2416000,439,8000,218681.0,4866.12358414
2416000,2424000,440,8000,219160.0,4869.35613148
2424000,2432000,441,8000,219640.0,4871.6379903
2432000,2440000,442,8000,220119.0,4874.85668441
2440000,2448000,443,8000,220598.0,4875.58527737
2448000,2456000,444,8000,221077.0,4878.56301727
2456000,2464000,445,8000,221557.0,4880.89323267
2464000,2472000,446,8000,222036.0,4881.45110421
2472000,2480000,447,8000,222515.0,4883.72868522
2480000,2488000,448,8000,222994.0,4884.26542109
2488000,2496000,449,8000,223474.0,4884.80531017
2496000,2504000,450,8000,223953.0,4885.3124238
2504000,2512000,451,8000,224431.0,4885.79520055
2512000,2520000,452,8000,224910.0,4882.93040305
2520000,2528000,453,8000,225389.0,4883.45205994
2528000,2536000,454,8000,225867.0,4884.06077979
2536000,2544000,455,8000,226346.0,4881.79896644
2544000,2552000,456,8000,226825.0,4879.01664583
2552000,2560000,457,8000,227303.0,4879.57642099
2560000,2568000,458,8000,227782.0,4876.7980349
2568000,2576000,459,8000,228260.0,4877.35137652
2576000,2584000,460,8000,228739.0,4877.92147465
2584000,2592000,461,8000,229218.0,4881.11855125
2592000,2600000,462,8000,229696.0,4883.32332667
2600000,2608000,463,8000,230175.0,4885.52701977
2608000,2616000,464,8000,230672.0,4887.74278128
2616000,2624000,465,8000,231169.0,4890.05597468
2624000,2632000,466,8000,231666.0,4892.35297035
2632000,2640000,467,8000,232163.0,4890.0726424
2640000,2648000,468,8000,232661.0,4893.2840313
2648000,2656000,469,8000,233158.0,4896.56516873
2656000,2664000,470,8000,233655.0,4898.61571069
2664000,2672000,471,8000,234153.0,4901.75730986
2672000,2680000,472,8000,234650.0,4902.32077424
2680000,2688000,473,8000,235147.0,4902.85417642
2688000,2696000,474,8000,235645.0,4903.20230844
2696000,2704000,475,8000,236142.0,4903.68872831
2704000,2712000,476,8000,236648.0,4906.16184064
2712000,2720000,477,8000,237163.0,4907.23985616
2720000,2728000,478,8000,237678.0,4909.92076884
2728000,2736000,479,8000,238193.0,4909.54719467
2736000,2744000,480,8000,238708.0,4912.85987097
2744000,2752000,481,8000,239223.0,4913.87597306
2752000,2760000,482,8000,239738.0,4914.89165872
2760000,2768000,483,8000,240253.0,4915.88038503
2768000,2776000,484,8000,240768.0,4919.10331259
2776000,2784000,485,8000,241283.0,4922.72180826
2784000,2792000,486,8000,241798.0,4925.14392275
2792000,2800000,487,8000,242313.0,4927.82897355
2800000,2808000,488,8000,242828.0,4931.42856837
2808000,2816000,489,8000,243343.0,4934.91934764
2816000,2824000,490,8000,243858.0,4935.87500327
2824000,2832000,491,8000,244373.0,4934.07368826
2832000,2840000,492,8000,244888.0,4935.00557865
2840000,2848000,493,8000,245403.0,4935.86074459
2848000,2856000,494,8000,245918.0,4936.7611083
2856000,2864000,495,8000,246433.0,4934.46846255
2864000,2872000,496,8000,246948.0,4935.35255877
2872000,2880000,497,8000,247463.0,4933.05816023
2880000,2888000,498,8000,247978.0,4930.8567114
2888000,2896000,499,8000,248493.0,4931.7647026
2896000,2904000,500,8000,249008.0,4932.68539161
2904000,2912000,501,8000,249522.0,4933.53075428
2912000,2920000,502,8000,250036.0,4934.30885192
2920000,2928000,503,8000,250550.0,4934.64448789
2928000,2936000,504,8000,251063.0,4936.93178167
2936000,2944000,505,8000,251577.0,4940.11702803
2944000,2952000,506,8000,252091.0,4943.20777196
2952000,2960000,507,8000,252604.0,4943.85497696
2960000,2968000,508,8000,253118.0,4944.53423002
2968000,2976000,509,8000,253631.0,4945.2215096
2976000,2984000,510,8000,254144.0,4945.95249183
2984000,2992000,511,8000,254658.0,4943.62033616
2992000,3000000,512,8000,255171.0,4944.32736825
3000000,3008000,513,8000,255685.0,4944.9974745
3008000,3016000,514,8000,256164.0,4942.29771502
3016000,3024000,515,8000,256642.0,4939.46204143
3024000,3032000,516,8000,257121.0,4939.82513069
3032000,3040000,517,8000,257599.0,4940.15819024
3040000,3048000,518,8000,258078.0,4943.02143268
3048000,3056000,519,8000,258557.0,4945.44768343
3056000,3064000,520,8000,259035.0,4945.8436492
3064000,3072000,521,8000,259514.0,4946.27161923
3072000,3080000,522,8000,259993.0,4946.66985751
3080000,3088000,523,8000,260471.0,4947.04750056
3088000,3096000,524,8000,260950.0,4949.77708621
3096000,3104000,525,8000,261429.0,4951.6253054
3104000,3112000,526,8000,261925.0,4954.5229124
3112000,3120000,527,8000,262438.0,4953.89936724
3120000,3128000,528,8000,262952.0,4956.15976256
3128000,3136000,529,8000,263465.0,4956.90086009
3136000,3144000,530,8000,263979.0,4960.10836151
3144000,3152000,531,8000,264492.0,4962.9847816
3152000,3160000,532,8000,265006.0,4965.29515878
3160000,3168000,533,8000,265519.0,4967.56803408
3168000,3176000,534,8000,266033.0,4969.8376876
3176000,3184000,535,8000,266546.0,4972.08502632
3184000,3192000,536,8000,267059.0,4975.29243478
3192000,3200000,537,8000,267573.0,4978.10705099
3200000,3208000,538,8000,268086.0,4980.30984755
3208000,3216000,539,8000,268584.0,4979.60503415
3216000,3224000,540,8000,269082.0,4981.44837533
3224000,3232000,541,8000,269580.0,4983.28158568
3232000,3240000,542,8000,270079.0,4985.21734545
3240000,3248000,543,8000,270577.0,4987.13144078
3248000,3256000,544,8000,271075.0,4989.00248679
3256000,3264000,545,8000,271574.0,4990.90516408
3264000,3272000,546,8000,272072.0,4992.75013993
3272000,3280000,547,8000,272570.0,4994.56073205
3280000,3288000,548,8000,273068.0,4996.40678559
3288000,3296000,549,8000,273567.0,4998.23881357
3296000,3304000,550,8000,274065.0,4998.57976042
3304000,3312000,551,8000,274566.0,4996.67343689
3312000,3320000,552,8000,275069.0,4999.52418139
3320000,3328000,553,8000,275573.0,5001.51122852
3328000,3336000,554,8000,276077.0,5003.6375154
3336000,3344000,555,8000,276581.0,5005.74815334
3344000,3352000,556,8000,277084.0,5007.82412984
3352000,3360000,557,8000,277588.0,5009.91531904
3360000,3368000,558,8000,278091.0,5011.97344721
3368000,3376000,559,8000,278595.0,5014.9652473
3376000,3384000,560,8000,279099.0,5017.50813381
3384000,3392000,561,8000,279602.0,5019.5171035
3392000,3400000,562,8000,280106.0,5020.07970934
3400000,3408000,563,8000,280610.0,5018.24773715
3408000,3416000,564,8000,281094.0,5020.84042597
3416000,3424000,565,8000,281578.0,5023.05058266
3424000,3432000,566,8000,282063.0,5024.66577672
3432000,3440000,567,8000,282547.0,5024.81571018
3440000,3448000,568,8000,283032.0,5022.13314137
3448000,3456000,569,8000,283516.0,5019.44283909
3456000,3464000,570,8000,284000.0,5019.61236977
3464000,3472000,571,8000,284485.0,5019.76808472
3472000,3480000,572,8000,284970.0,5017.10052897
3480000,3488000,573,8000,285454.0,5017.22566039
3488000,3496000,574,8000,285939.0,5014.55574905
3496000,3504000,575,8000,286423.0,5014.67357658
3504000,3512000,576,8000,286917.0,5012.70382342
