Produce_batch,Num_Messages,Number_APoints/Msg,KB_Transfered,KB/sec
0,5000,0,5000,0.0,0.0
5000,10000,1,5000,312.0,3747.79935333
0,5000,2,5000,622.0,5107.36445949
5000,10000,3,5000,934.0,4623.09889765
10000,15000,4,5000,1244.0,4404.44636757
15000,20000,5,5000,1556.0,4289.37315948
20000,25000,6,5000,1869.0,4215.38543804
25000,30000,7,5000,2184.0,3803.96399665
30000,35000,8,5000,2493.0,3806.93292285
35000,40000,9,5000,2800.0,3535.02871897
40000,45000,10,5000,3108.0,3560.63960694
45000,50000,11,5000,3420.0,3407.75280338
50000,55000,12,5000,3726.0,3436.54038821
55000,60000,13,5000,4032.0,3462.11267761
60000,65000,14,5000,4337.0,3484.59813873
65000,70000,15,5000,4642.0,3669.24334051
70000,75000,16,5000,4954.0,3845.0167488
75000,80000,17,5000,5263.0,4010.52837631
80000,85000,18,5000,5574.0,4145.75463974
85000,90000,19,5000,5884.0,4273.5136185
90000,95000,20,5000,6194.0,4420.23555562
95000,100000,21,5000,6506.0,4539.00765513
0,5000,22,5000,6816.0,4197.51741636
5000,10000,23,5000,7119.0,4058.37825742
10000,15000,24,5000,7421.0,3938.3121201
15000,20000,25,5000,7738.0,3840.16650494
20000,25000,26,5000,8055.0,3895.35047943
25000,30000,27,5000,8371.0,3896.22314786
30000,35000,28,5000,8687.0,3923.31143556
35000,40000,29,5000,9014.0,3983.47754499
40000,45000,30,5000,9339.0,4040.73028867
45000,50000,31,5000,9664.0,4095.86838171
50000,55000,32,5000,9989.0,4095.15524484
55000,60000,33,5000,10304.0,4142.07184691
60000,65000,34,5000,10618.0,4134.71127631
65000,70000,35,5000,10917.0,4123.54091048
70000,75000,36,5000,11216.0,4161.92956112
75000,80000,37,5000,11522.0,4152.24138395
80000,85000,38,5000,11828.0,4142.99883694
85000,90000,39,5000,12136.0,4180.31461984
90000,95000,40,5000,12444.0,4216.34425857
95000,100000,41,5000,12754.0,4251.92299061
100000,105000,42,5000,13063.0,4241.58223481
105000,110000,43,5000,13378.0,4234.39943903
110000,115000,44,5000,13693.0,4227.59184765
115000,120000,45,5000,14006.0,4220.97607235
120000,125000,46,5000,14320.0,4254.53176971
125000,130000,47,5000,14631.0,4238.05787051
130000,135000,48,5000,14941.0,4230.16341891
135000,140000,49,5000,15253.0,4260.65632697
140000,145000,50,5000,15565.0,4252.28395317
145000,150000,51,5000,15881.0,4315.92665553
150000,155000,52,5000,16196.0,4364.49533433
155000,160000,53,5000,16498.0,4389.03726731
160000,165000,54,5000,16800.0,4445.43846151
