CU,Name,New,StageIn,Allocate,Exec,StageOut,Done,Read,Exec,Write
unit.000000,Mapper-0-1,N/A,11.9975271225,12.0143721104,12.0700500011,314.704486132,315.165310144,0.020018,298.39994,0.009947
unit.000001,Mapper-0-2,N/A,12.0867841244,12.1039910316,12.2273900509,273.608204126,274.402466059,0.022209,257.243291,0.016045
unit.000002,Mapper-0-3,N/A,12.2387781143,12.2563500404,12.3634841442,192.69264102,193.26880312,0.023706,175.69941,0.008804
unit.000003,Mapper-0-4,N/A,12.2779271603,12.2921710014,12.3719930649,198.566537142,199.99071312,0.081359,181.53287,0.024098
unit.000004,Mapper-0-5,N/A,12.2894730568,12.3034420013,12.3749041557,197.007348061,197.329992056,0.024597,180.026046,0.00897
unit.000005,Mapper-0-6,N/A,12.3141520023,12.3303461075,12.3806631565,210.24982214,214.656538963,0.031936,193.20141,0.008898
unit.000006,Mapper-0-7,N/A,11.9432690144,11.9604980946,11.9806849957,307.945647955,308.026401997,0.018198,291.614223,0.008709
unit.000007,Mapper-0-8,N/A,11.9718821049,11.9892001152,12.0228600502,316.560958147,316.205367088,0.017375,300.246763,0.008768
unit.000008,Mapper-0-9,N/A,12.0116450787,12.0283060074,12.0950109959,278.523128986,279.490960121,0.019667,262.220154,0.009735
unit.000009,Mapper-0-10,N/A,12.0364329815,12.0530259609,12.1360340118,316.059468985,316.226732016,0.020003,299.764708,0.009172
unit.000010,Mapper-0-11,N/A,12.0502040386,12.0642859936,12.1576340199,322.222453117,322.416877031,0.013165,305.857735,0.008592
unit.000011,Mapper-0-12,N/A,12.0757420063,12.0894160271,12.2056510448,309.494743109,310.075016022,0.024313,293.187965,0.012314
unit.000012,Mapper-0-13,N/A,12.1011710167,12.1145429611,12.2491779327,322.876165152,322.439907074,0.025112,306.59324,0.008518
unit.000013,Mapper-0-14,N/A,12.1252090931,12.1412620544,12.2979240417,282.993643999,283.640236139,0.015736,266.639098,0.008525
unit.000014,Mapper-0-15,N/A,12.1494750977,12.1654810905,12.3441569805,284.497077942,284.672739029,0.043588,268.225293,0.01112
unit.000015,Mapper-0-16,N/A,12.1736030579,12.1896650791,12.3497121334,302.484986067,302.936965942,0.065291,286.089596,0.016151
unit.000016,Mapper-0-17,N/A,12.1975300312,12.2134521008,12.3552310467,281.285002947,281.588341951,0.014275,264.938249,0.008889
unit.000017,Mapper-0-18,N/A,12.2213881016,12.2362470627,12.3607480526,318.065015078,318.312929153,0.025316,301.75812,0.00865
unit.000018,Mapper-0-19,N/A,12.2524409294,12.2671310902,12.3662030697,214.669925928,215.694887161,0.01822,197.15404,0.00846
unit.000019,Mapper-0-20,N/A,12.3060600758,12.3168339729,12.3776049614,199.680688143,200.03598094,0.07657,182.649253,0.008963
unit.000020,Mapper-0-21,N/A,12.0255880356,12.0390970707,12.1199369431,278.777384043,279.514887094,0.018974,262.457156,0.011262
unit.000021,Mapper-0-22,N/A,12.2644021511,12.2805850506,12.3690860271,200.07053709,200.012984037,0.019516,183.126067,0.008189
unit.000022,Mapper-0-23,N/A,12.3276760578,12.3384611607,12.383564949,206.638254166,207.2508111,0.065502,189.604751,0.008714
unit.000023,Mapper-0-24,N/A,12.1628699303,12.1762981415,12.3469419479,279.881531,280.552660942,0.024149,263.610963,0.008531
unit.000024,Mapper-0-25,N/A,12.1870901585,12.2002170086,12.3524820805,307.953489065,308.036105156,0.020618,291.673246,0.00886
unit.000025,Mapper-0-26,N/A,12.0616281033,12.078510046,12.1819210052,315.256189108,315.192732096,0.024356,298.964445,0.008955
unit.000026,Mapper-0-27,N/A,12.2107620239,12.2243001461,12.3580150604,281.183588028,281.587790966,0.052393,264.927243,0.008999
unit.000027,Mapper-0-28,N/A,11.9635250568,11.9745941162,12.0061969757,281.888631105,282.621520996,0.019158,265.654913,0.008941
unit.000028,Mapper-0-29,N/A,12.1119091511,12.127810955,12.2726299763,318.013905048,318.313704967,0.043436,301.703105,0.008487
unit.000029,Mapper-0-30,N/A,11.9291760921,11.9474699497,11.954458952,306.387046099,306.995347023,0.020287,290.092101,0.00927
unit.000030,Mapper-0-31,N/A,12.1385791302,12.1521041393,12.3224041462,279.179121971,279.538002968,0.01526,262.860574,0.008676
unit.000031,Mapper-0-32,N/A,11.9862849712,12.0004551411,12.0446081161,319.568344116,319.376862049,0.018284,303.300069,0.010954
unit.000032,Reducer-0,N/A,329.820698023,329.956434965,329.980086088,333.764413118,335.946815968,1.06744,1.534687,0.014739
unit.000033,Mapper-1-1,N/A,356.992768049,357.011106968,357.019248962,545.743936062,545.830573082,0.057022,187.575597,0.00902
unit.000034,Mapper-1-2,N/A,357.739861965,357.757508039,357.769298077,559.219005108,561.952409983,0.016881,200.064073,0.008376
unit.000035,Mapper-1-3,N/A,347.42633009,347.440984011,347.446548939,618.887431145,619.291062117,0.011429,269.98834,0.00962
unit.000036,Mapper-1-4,N/A,344.269423008,344.324166059,344.329549074,632.512825966,633.265558004,0.006423,287.007006,0.008805
unit.000037,Mapper-1-5,N/A,345.370993137,345.379253149,345.384686947,594.781558037,595.812488079,0.006735,248.220143,0.015348
unit.000038,Mapper-1-6,N/A,354.129094124,354.150829077,354.163017988,634.618072033,635.313441038,0.012055,278.965625,0.009064
unit.000039,Mapper-1-7,N/A,359.541026115,359.561004162,359.573698997,555.326651096,555.654588938,0.039517,194.52302,0.008517
unit.000040,Mapper-1-8,N/A,342.35315299,342.366047144,342.371683121,629.30815506,630.232203007,0.006589,285.704487,0.010519
unit.000041,Mapper-1-9,N/A,359.392612934,359.455564976,359.467335939,544.14450407,544.815221071,0.021984,183.531414,0.009307
unit.000042,Mapper-1-10,N/A,346.319858074,346.380259037,346.385893106,624.600419044,624.881431103,0.006932,276.991407,0.01712
unit.000043,Mapper-1-11,N/A,352.375451088,352.441576004,352.453325033,603.750128984,603.948581934,0.007362,249.993462,0.009086
unit.000044,Mapper-1-12,N/A,358.645050049,358.675174952,358.686877966,550.76591301,551.606935024,0.034891,190.872947,0.008346
unit.000045,Mapper-1-13,N/A,356.307337046,356.364866018,356.384269953,621.192752123,622.836267948,0.011001,263.159589,0.009202
unit.000046,Mapper-1-14,N/A,347.438300133,347.451903105,347.457500935,599.642995119,599.896321058,0.00695,250.689096,0.009874
unit.000047,Mapper-1-15,N/A,345.376642942,345.390048027,345.395422935,663.222520113,662.720628023,0.006613,316.638052,0.008717
unit.000048,Mapper-1-16,N/A,357.890383959,357.906830072,357.918874025,546.05410409,546.865759134,0.020606,186.980716,0.00837
unit.000049,Mapper-1-17,N/A,348.960632086,348.974991083,348.982074022,671.385657072,671.827024937,0.010968,320.813867,0.008804
unit.000050,Mapper-1-18,N/A,354.145056009,354.174733162,354.187489986,593.225310087,593.42050004,0.011061,237.47839,0.009064
unit.000051,Mapper-1-19,N/A,349.259222984,349.273600101,349.281428099,633.767246008,634.300250053,0.006941,283.288889,0.010003
unit.000052,Mapper-1-20,N/A,344.417323112,344.432569981,344.437988997,613.493500948,614.193035126,0.007505,267.834515,0.008674
unit.000053,Mapper-1-21,N/A,358.669686079,358.698256016,358.71085,549.509273052,549.907142162,0.035547,189.594254,0.008929
unit.000054,Mapper-1-22,N/A,346.299018145,346.314466,346.322652102,625.756158113,625.902979136,0.006868,278.194055,0.009173
unit.000055,Mapper-1-23,N/A,353.30033803,353.330340147,353.342407942,663.522642136,662.742577076,0.008476,308.788334,0.008087
unit.000056,Mapper-1-24,N/A,356.245698929,356.354222059,356.375692129,661.567320108,661.689399958,0.01149,303.458667,0.009285
unit.000057,Mapper-1-25,N/A,344.429903984,344.443388939,344.448827982,624.651514053,624.860640049,0.0081,278.996946,0.010737
unit.000058,Mapper-1-26,N/A,342.649946928,342.66247797,342.668082952,613.481570959,614.19254899,0.00642,269.581454,0.010127
unit.000059,Mapper-1-27,N/A,353.283358097,353.306143999,353.31812501,604.006072998,603.963629961,0.006617,249.101636,0.008859
unit.000060,Mapper-1-28,N/A,348.364747047,348.434810162,348.441456079,594.982991934,595.810850143,0.007728,245.090294,0.00812
unit.000061,Mapper-1-29,N/A,341.748057127,341.805114985,341.809998989,640.32894516,641.408014059,0.007231,297.388805,0.010345
unit.000062,Mapper-1-30,N/A,357.00812006,357.028864145,357.036849022,542.788345098,543.786854029,0.038227,184.524244,0.009216
unit.000063,Mapper-1-31,N/A,348.430882931,348.448089123,348.45656395,653.75135994,654.57287693,0.011159,303.929424,0.008859
unit.000064,Mapper-1-32,N/A,352.435893059,352.464676142,352.476559162,658.763047934,659.658022165,0.007105,304.957652,0.008533
unit.000065,Reducer-1,N/A,677.998015165,678.133789062,678.164550066,682.025808096,683.988374949,0.996461,1.743597,0.010273
