CU,Name,New,StageIn,Allocate,Exec,StageOut,Done,Read,Exec,Write
unit.000000,Mapper-0-1,N/A,14.8515748978,14.9277329445,14.9351971149,246.354032993,246.577507973,0.093895,229.020272,0.002037
unit.000001,Mapper-0-2,N/A,14.4509990215,14.524132967,14.5307350159,311.305126905,312.225415945,0.098587,294.000559,0.002263
unit.000002,Mapper-0-3,N/A,14.5209100246,14.5985898972,14.6056609154,265.9074471,266.945585012,0.148593,248.581182,0.002244
unit.000003,Mapper-0-4,N/A,13.7729439735,13.8516750336,13.8582999706,318.222058058,319.309365988,0.099965,300.933742,0.002248
unit.000004,Mapper-0-5,N/A,13.9946820736,14.0731348991,14.0806341171,275.241807938,275.426872015,0.091813,257.552089,0.00305
unit.000005,Mapper-0-6,N/A,13.4293789864,13.4954841137,13.5016770363,292.869832039,293.321871996,0.098865,275.605038,0.002535
unit.000006,Mapper-0-7,N/A,14.3806700706,14.4541969299,14.4606609344,308.054795027,310.174143076,0.102356,290.771744,0.002443
unit.000007,Mapper-0-8,N/A,15.4469881058,15.5176501274,15.5236060619,207.810385942,207.05339694,0.129039,187.800419,0.002091
unit.000008,Mapper-0-9,N/A,15.0690901279,15.1430160999,15.1496539116,212.369452953,213.137113094,0.21201,192.174305,0.002013
unit.000009,Mapper-0-10,N/A,14.2091429234,14.2301030159,14.2370290756,330.994009972,331.52898407,0.102673,313.75131,0.002111
unit.000010,Mapper-0-11,N/A,14.5952370167,14.6791701317,14.6854000092,322.174685001,322.386936903,0.099785,304.890694,0.001557
unit.000011,Mapper-0-12,N/A,13.2169539928,13.2910499573,13.2980110645,307.699400902,310.174601078,0.096648,290.348053,0.003031
unit.000012,Mapper-0-13,N/A,14.2267270088,14.303663969,14.3100950718,283.350588083,284.19918108,0.102045,266.027254,0.003073
unit.000013,Mapper-0-14,N/A,14.0704679489,14.2131330967,14.2197239399,280.344116926,280.533708096,0.139424,262.954062,0.002088
unit.000014,Mapper-0-15,N/A,13.3597500324,13.426680088,13.435931921,290.166517973,290.276008129,0.099618,272.84737,0.002454
unit.000015,Mapper-0-16,N/A,13.8489189148,13.9220321178,13.929817915,277.735898018,278.486195087,0.16865,260.398121,0.003006
unit.000016,Mapper-0-17,N/A,13.6337280273,13.7061579227,13.7143990993,321.328242064,322.365489006,0.087795,304.013586,0.002504
unit.000017,Mapper-0-18,N/A,15.377614975,15.4495480061,15.4548170567,204.395957947,203.983609915,0.201188,184.320592,0.001975
unit.000018,Mapper-0-19,N/A,13.5608639717,13.6363830566,13.6435050964,329.439428091,330.507759094,0.157937,312.075535,0.002251
unit.000019,Mapper-0-20,N/A,14.3009290695,14.3837609291,14.3901040554,304.692745924,305.508062124,0.153548,287.28846,0.002288
unit.000020,Mapper-0-21,N/A,13.0925860405,13.2194991112,13.2251150608,269.871232986,269.984851122,0.097293,252.650404,0.002238
unit.000021,Mapper-0-22,N/A,15.139770031,15.2265079021,15.2318160534,205.20177412,205.008431911,0.148885,185.11746,0.001807
unit.000022,Mapper-0-23,N/A,14.7712368965,14.8542900085,14.8599689007,250.476588964,250.736568928,0.103352,233.195972,0.002161
unit.000023,Mapper-0-24,N/A,14.998775959,15.0724380016,15.0790979862,203.541768074,203.968791008,0.164073,183.363119,0.001826
unit.000024,Mapper-0-25,N/A,15.223938942,15.2913970947,15.2967231274,196.31765604,196.857526064,0.152507,176.14537,0.002202
unit.000025,Mapper-0-26,N/A,15.2887609005,15.3801739216,15.385488987,200.330903053,200.91821003,0.172924,180.204943,0.002543
unit.000026,Mapper-0-27,N/A,14.6763041019,14.7737929821,14.7793819904,322.676376104,323.408421993,0.081429,305.467767,0.001739
unit.000027,Mapper-0-28,N/A,13.7021930218,13.7757139206,13.7816591263,321.976975918,322.36660099,0.098635,304.739171,0.002829
unit.000028,Mapper-0-29,N/A,13.2882919312,13.3570480347,13.3657319546,305.343466997,305.508574963,0.087671,288.059399,0.001886
unit.000029,Mapper-0-30,N/A,13.4926679134,13.5639989376,13.5704379082,269.717211008,270.010477066,0.135772,252.386862,0.002035
unit.000030,Mapper-0-31,N/A,13.9191560745,13.9984219074,14.004570961,296.279649019,296.365886927,0.087957,279.024192,0.003121
unit.000031,Mapper-0-32,N/A,14.9248180389,15.0019259453,15.0086231232,206.953969955,207.040580988,0.153936,186.89108,0.002219
unit.000032,Reducer-0,N/A,335.086098909,335.21518898,335.238379955,336.425431013,338.041265965,0.07639,0.02477,0.003197
unit.000033,Mapper-1-1,N/A,350.098110914,350.197062016,350.204948902,651.931853056,652.45321393,0.134391,299.92472,0.001998
unit.000034,Mapper-1-2,N/A,341.394853115,341.471739054,341.477178097,584.095788956,584.426542044,0.072215,241.429561,0.001845
unit.000035,Mapper-1-3,N/A,346.368170023,346.472428083,346.479851007,654.541978121,654.494199038,0.089659,306.631746,0.001966
unit.000036,Mapper-1-4,N/A,344.525113106,344.60262394,344.609391928,591.616127968,591.467288017,0.085349,245.64347,0.00163
unit.000037,Mapper-1-5,N/A,352.639275074,352.763216972,352.772138119,547.248615026,547.543523073,0.121736,193.112051,0.002051
unit.000038,Mapper-1-6,N/A,350.245109081,350.405916929,350.415069103,534.962434053,534.236809015,0.160856,183.318809,0.002632
unit.000039,Mapper-1-7,N/A,351.593418121,351.705892086,351.714622021,538.723489046,539.404680967,0.119146,185.62069,0.002107
unit.000040,Mapper-1-8,N/A,343.327538013,343.402282,343.407665968,649.021824121,649.389343977,0.070255,304.406685,0.001775
unit.000041,Mapper-1-9,N/A,350.995353937,351.106411934,351.11572504,550.758148909,550.841638088,0.116876,198.226534,0.002334
unit.000042,Mapper-1-10,N/A,345.426818132,345.506679058,345.517970085,656.889190912,657.552633047,0.137075,309.785169,0.003988
unit.000043,Mapper-1-11,N/A,344.827173948,344.916402102,344.92375493,583.460896015,584.427700043,0.07159,237.234732,0.002285
unit.000044,Mapper-1-12,N/A,347.714620113,347.794523001,347.805874109,583.471601009,584.449017048,0.15024,234.047218,0.001608
unit.000045,Mapper-1-13,N/A,351.890969038,352.008137941,352.015762091,530.592603922,531.126703978,0.155009,177.183036,0.002199
unit.000046,Mapper-1-14,N/A,353.087541103,353.203680992,353.211381912,534.559350967,534.303581953,0.114847,180.019353,0.001811
unit.000047,Mapper-1-15,N/A,346.234081984,346.297229052,346.30271697,642.313792944,642.280822039,0.101012,294.641213,0.002034
unit.000048,Mapper-1-16,N/A,348.461088896,348.555345058,348.560899019,591.516169071,591.489265919,0.132663,241.343773,0.001799
unit.000049,Mapper-1-17,N/A,349.499861002,349.603708029,349.61264801,648.374787092,649.390065908,0.105225,296.978482,0.003291
unit.000050,Mapper-1-18,N/A,348.011847973,348.094496965,348.10640192,595.382985115,595.5583601,0.089647,245.758129,0.003597
unit.000051,Mapper-1-19,N/A,347.115997076,347.278636932,347.28943491,591.013870001,590.473778009,0.072292,242.24238,0.002847
unit.000052,Mapper-1-20,N/A,349.201803923,349.351656914,349.357649088,630.940664053,631.062191963,0.140645,279.804166,0.002329
unit.000053,Mapper-1-21,N/A,341.841368914,341.920840025,341.926573992,644.065104961,644.30607605,0.071744,300.809432,0.002033
unit.000054,Mapper-1-22,N/A,345.573616028,345.649482965,345.656646013,634.848141909,635.110826015,0.073045,287.789365,0.002345
unit.000055,Mapper-1-23,N/A,340.948714972,341.027245998,341.032299995,637.353785992,638.212963104,0.071997,294.985384,0.00318
unit.000056,Mapper-1-24,N/A,343.030674934,343.105330944,343.11076498,654.536422968,654.494791031,0.070794,310.181516,0.001693
unit.000057,Mapper-1-25,N/A,342.288268089,342.364924908,342.370229006,589.156672001,590.451664925,0.070398,245.486839,0.003293
unit.000058,Mapper-1-26,N/A,344.076993942,344.151869059,344.157320023,651.481914043,652.450442076,0.077001,305.891464,0.00283
unit.000059,Mapper-1-27,N/A,348.755270958,348.853311062,348.859966993,654.283770084,654.516135931,0.092333,303.803137,0.002025
unit.000060,Mapper-1-28,N/A,346.966923952,347.070771933,347.076380968,585.747391939,586.477801085,0.083727,237.104363,0.002472
unit.000061,Mapper-1-29,N/A,342.584585905,342.659466982,342.664753914,575.719108105,576.260612011,0.072477,231.78057,0.002001
unit.000062,Mapper-1-30,N/A,350.847193956,350.960747957,350.969727993,532.450071096,532.167834997,0.112317,180.191572,0.001663
unit.000063,Mapper-1-31,N/A,352.341593027,352.511440992,352.523653984,534.106125116,534.260844946,0.117499,180.277307,0.001819
unit.000064,Mapper-1-32,N/A,343.774774075,343.851800919,343.857130051,641.858349085,642.262814045,0.046659,296.67184,0.003006
unit.000065,Reducer-1,N/A,661.557903051,661.686367989,661.71016407,662.869782925,664.61500001,0.03516,0.023837,0.002765
