CU,Name,New,StageIn,Allocate,Exec,StageOut,Done,Read,Exec,Write
unit.000000,Mapper-0-1,N/A,11.7804808617,11.7911098003,11.7992060184,700.134493828,700.315943956,0.032479,685.34275,0.003149
unit.000001,Mapper-0-2,N/A,11.7505409718,11.7670509815,11.7724947929,726.160297871,726.770146847,0.037071,711.371822,0.005346
unit.000002,Mapper-0-3,N/A,11.7363278866,11.753330946,11.7588880062,768.332268,768.354501963,0.035243,753.469893,0.00381
unit.000003,Mapper-0-4,N/A,11.704682827,11.7220408916,11.7288789749,718.947842836,719.6520679,0.032933,704.161858,0.003898
unit.000004,Mapper-0-5,N/A,11.6815829277,11.7075228691,11.7137877941,708.531132936,709.50453186,0.036161,693.685261,0.003901
unit.000005,Mapper-0-6,N/A,11.7937178612,11.804240942,11.8094940186,718.997494936,719.652356863,0.036766,704.263209,0.003629
unit.000006,Mapper-0-7,N/A,11.7644608021,11.7779119015,11.7859640121,716.14111495,716.593928814,0.03553,701.3071,0.004302
unit.000007,Mapper-0-8,N/A,11.7189948559,11.7395689487,11.7451598644,719.999622822,720.691785812,0.024482,705.242703,0.003396
unit.000008,Reducer-0,N/A,774.309930801,774.368321896,774.377756834,775.601449966,776.769307852,0.038257,0.16297,0.004077
unit.000009,Mapper-1-1,N/A,783.749765873,783.762879848,783.768272877,1472.40983891,1472.80507183,0.031052,687.418521,0.003657
unit.000010,Mapper-1-2,N/A,785.504760981,785.51977396,785.525492907,1468.23896384,1469.07314181,0.031083,681.375019,0.003247
unit.000011,Mapper-1-3,N/A,784.611856937,784.627323866,784.63270402,1501.96893191,1502.84579992,0.030222,716.022344,0.003852
unit.000012,Mapper-1-4,N/A,785.485610008,785.507438898,785.512947798,1485.88421702,1486.00267601,0.030163,699.118803,0.003297
unit.000013,Mapper-1-5,N/A,783.694519997,783.752358913,783.757710934,1491.3477838,1491.67190599,0.029755,706.45219,0.005177
unit.000014,Mapper-1-6,N/A,781.445146799,781.499050856,781.503966808,1512.68234396,1512.99879694,0.028879,730.039058,0.00358
unit.000015,Mapper-1-7,N/A,784.59047699,784.614518881,784.619843006,1488.53993297,1490.64570594,0.030214,702.525808,0.003411
unit.000016,Mapper-1-8,N/A,782.191162825,782.210182905,782.215898991,1485.83470201,1486.00217199,0.019849,702.401747,0.004346
unit.000017,Reducer-1,N/A,1519.46693993,1519.5256319,1519.53508186,1520.85377789,1522.61645484,0.033992,0.212498,0.003382
