CU,Name,New,StageIn,Allocate,Exec,StageOut,Done,Read,Exec,Write
unit.000000,Mapper-0-1,N/A,12.8840830326,12.959651947,12.9663200378,427.799757004,429.793842077,0.156953,411.492132,0.003287
unit.000001,Mapper-0-2,N/A,13.2369570732,13.3096530437,13.3152019978,415.576207161,416.751260042,0.157183,399.255484,0.002587
unit.000002,Mapper-0-3,N/A,12.957046032,13.031525135,13.0369019508,424.192296982,425.96447897,0.153669,407.843263,0.00397
unit.000003,Mapper-0-4,N/A,13.6041419506,13.6214849949,13.6274840832,414.023942947,414.720118999,0.157443,397.758595,0.00481
unit.000004,Mapper-0-5,N/A,12.5474319458,12.616699934,12.6226010323,413.021585941,413.69256115,0.160668,396.679923,0.003164
unit.000005,Mapper-0-6,N/A,12.7435891628,12.8177781105,12.8231489658,410.268248081,411.639340162,0.154453,393.961872,0.002118
unit.000006,Mapper-0-7,N/A,13.028881073,13.1012060642,13.10653615,409.260169029,410.601027012,0.154439,392.913395,0.002951
unit.000007,Mapper-0-8,N/A,13.1691300869,13.2399320602,13.2455170155,411.819004059,412.672543049,0.16297,395.469633,0.002578
unit.000008,Mapper-0-9,N/A,12.6134340763,12.6807990074,12.6863529682,418.281242132,419.855481148,0.163568,401.925593,0.003048
unit.000009,Mapper-0-10,N/A,12.6780099869,12.7462570667,12.7516860962,390.83210516,392.344315052,0.171508,374.490227,0.002669
unit.000010,Mapper-0-11,N/A,13.0986440182,13.1717100143,13.1770889759,404.45204401,405.530558109,0.155008,388.114921,0.00341
unit.000011,Mapper-0-12,N/A,12.3699121475,12.486082077,12.4915370941,425.947556973,426.977383137,0.142569,409.646169,0.002678
unit.000012,Mapper-0-13,N/A,12.8151299953,12.8867690563,12.892193079,433.210204124,434.868309975,0.157904,416.855671,0.003167
unit.000013,Mapper-0-14,N/A,13.6180610657,13.6330430508,13.6386680603,433.764333963,434.883378029,0.15688,417.430712,0.002215
unit.000014,Mapper-0-15,N/A,13.3070111275,13.606855154,13.6123549938,409.813539982,410.61612916,0.150678,393.515796,0.002268
unit.000015,Mapper-0-16,N/A,12.4833340645,12.5502231121,12.5558331013,392.684713125,393.366706133,0.100523,376.430445,0.002775
unit.000016,Reducer-0,N/A,440.543215036,440.619244099,440.634293079,441.790784121,444.551011086,0.024159,0.025171,0.003682
unit.000017,Mapper-1-1,N/A,451.775737047,451.844823122,451.850327015,851.306344986,852.003699064,0.139549,398.139678,0.002265
unit.000018,Mapper-1-2,N/A,452.764219999,452.838956118,452.845466137,854.017771006,856.83850503,0.140931,399.724325,0.002211
unit.000019,Mapper-1-3,N/A,454.707345009,454.786957979,454.793403149,892.64348197,894.120366096,0.237424,436.347446,0.002722
unit.000020,Mapper-1-4,N/A,454.260641098,454.341417074,454.346953154,861.932110071,863.06322813,0.189204,406.129984,0.00194
unit.000021,Mapper-1-5,N/A,456.569291115,456.671834946,456.680935144,861.530153036,863.084938049,0.273162,403.24529,0.001691
unit.000022,Mapper-1-6,N/A,451.702543974,451.778476,451.784110069,850.499376059,852.002494097,0.140513,397.235318,0.003014
unit.000023,Mapper-1-7,N/A,456.422883034,456.515983105,456.521528959,874.20687604,875.765825033,0.181569,415.907396,0.004474
unit.000024,Mapper-1-8,N/A,451.035684109,451.102617025,451.108217955,886.131267071,888.032623053,0.127202,433.581985,0.00318
unit.000025,Mapper-1-9,N/A,453.207766056,453.286909103,453.292407036,858.4743011,859.877571106,0.140295,403.76399,0.003115
unit.000026,Mapper-1-10,N/A,452.467070103,452.543656111,452.549278021,882.976541996,883.964852095,0.142238,429.042108,0.001977
unit.000027,Mapper-1-11,N/A,450.959366083,451.038501978,451.044412136,853.21519208,854.053992033,0.131882,400.849188,0.002827
unit.000028,Mapper-1-12,N/A,453.947237015,454.092072964,454.097630978,851.708286047,853.041239977,0.140989,396.256437,0.002546
unit.000029,Mapper-1-13,N/A,453.501718044,453.582548141,453.58803606,863.484275103,865.108592033,0.140318,408.400806,0.001913
unit.000030,Mapper-1-14,N/A,455.003957987,455.132720947,455.138360977,839.531759024,841.161184072,0.15926,382.81159,0.002172
unit.000031,Mapper-1-15,N/A,455.499554157,455.592818975,455.598402977,882.226295948,883.965451956,0.208931,424.988244,0.002798
unit.000032,Mapper-1-16,N/A,455.798787117,455.885632992,455.894770145,861.178236008,863.065675974,0.090313,403.959584,0.002787
unit.000033,Reducer-1,N/A,897.556931019,897.63176012,897.646275997,898.918118,901.491403103,0.021375,0.02117,0.002967
