CU,Name,New,StageIn,Allocate,Exec,StageOut,Done,Read,Exec,Write
unit.000000,Mapper-0-1,N/A,13.2839279175,13.3009090424,13.348762989,458.326489925,459.246733904,0.016922,441.197056,0.009229
unit.000001,Mapper-0-2,N/A,13.3539390564,13.3644878864,13.4503879547,464.63527894,465.346719027,0.012073,447.478833,0.009548
unit.000002,Mapper-0-3,N/A,13.4447898865,13.4572179317,13.4781839848,472.103946924,472.484608889,0.016751,455.002652,0.009272
unit.000003,Mapper-0-4,N/A,13.2982308865,13.3105919361,13.3698289394,473.404880047,473.521692991,0.011663,456.302865,0.009199
unit.000004,Mapper-0-5,N/A,13.2454819679,13.2610478401,13.2666120529,471.749480963,472.483617067,0.012886,454.576837,0.012245
unit.000005,Mapper-0-6,N/A,13.3938038349,13.4057049751,13.4678778648,379.748604059,380.132151842,0.017782,362.679562,0.009404
unit.000006,Mapper-0-7,N/A,13.4029898643,13.4195158482,13.4703710079,468.043136835,469.426740885,0.036564,450.860669,0.009778
unit.000007,Mapper-0-8,N/A,13.3167278767,13.3301050663,13.3854379654,461.150166035,462.293361902,0.021621,443.97364,0.009551
unit.000008,Mapper-0-9,N/A,13.3264608383,13.3394620419,13.4112508297,382.901250839,384.216945887,0.020069,365.710997,0.010011
unit.000009,Mapper-0-10,N/A,13.3424260616,13.3565130234,13.4279060364,388.912281036,390.316714048,0.018065,371.748838,0.009917
unit.000010,Mapper-0-11,N/A,13.4168460369,13.4331409931,13.4729139805,380.246738911,380.139723063,0.020191,363.087872,0.009203
unit.000011,Mapper-0-12,N/A,13.3827779293,13.3912899494,13.465280056,378.496119976,379.09979105,0.022414,361.372841,0.009315
unit.000012,Mapper-0-13,N/A,13.2580389977,13.2724649906,13.2930710316,370.180181026,370.986666918,0.016337,353.019942,0.010877
unit.000013,Mapper-0-14,N/A,13.3723399639,13.3774819374,13.4626119137,465.089603901,465.354634047,0.013707,448.019759,0.009794
unit.000014,Mapper-0-15,N/A,13.2756450176,13.2871780396,13.3198678493,403.738564968,404.947963953,0.015578,386.561135,0.009541
unit.000015,Mapper-0-16,N/A,13.4304029942,13.4422149658,13.4755029678,466.289584875,466.379924059,0.019473,449.161403,0.010056
unit.000016,Reducer-0,N/A,479.817335844,479.887343884,479.903421879,483.328776836,486.027816057,0.583815,1.614345,0.010658
unit.000017,Mapper-1-1,N/A,494.722045898,494.73561883,494.741147041,904.332977057,905.104172945,0.008625,408.122885,0.008711
unit.000018,Mapper-1-2,N/A,492.377759933,492.390820026,492.396091938,931.080544949,932.020614862,0.007269,437.379083,0.009524
unit.000019,Mapper-1-3,N/A,494.275043011,494.28916502,494.294618845,909.594255924,909.698927879,0.008382,413.94366,0.008747
unit.000020,Mapper-1-4,N/A,495.585186005,495.603713036,495.615916014,897.313037872,898.481488943,0.007711,400.224711,0.009439
unit.000021,Mapper-1-5,N/A,493.123916864,493.137604952,493.143023968,907.63915801,908.664002895,0.007373,413.237058,0.009865
unit.000022,Mapper-1-6,N/A,491.017955065,491.030879974,491.036351919,903.178516865,902.876533031,0.007835,410.967691,0.008964
unit.000023,Mapper-1-7,N/A,496.624449968,496.639066935,496.646216869,904.886322021,905.125810862,0.011275,406.782666,0.008952
unit.000024,Mapper-1-8,N/A,491.761345863,491.820281982,491.825860023,892.30697298,893.387366056,0.007725,399.319432,0.008591
unit.000025,Mapper-1-9,N/A,495.01906085,495.034096003,495.039597034,902.87697506,902.900971889,0.007832,406.628323,0.008902
unit.000026,Mapper-1-10,N/A,490.715986967,490.771626949,490.776355982,902.575937033,902.855999947,0.007672,410.613255,0.009296
unit.000027,Mapper-1-11,N/A,491.613615036,491.626545906,491.632071018,904.18097496,904.068064928,0.007331,411.335033,0.00962
unit.000028,Mapper-1-12,N/A,496.32595706,496.342052937,496.34800601,905.490469933,906.160342932,0.011118,407.774696,0.009794
unit.000029,Mapper-1-13,N/A,492.673827887,492.689096928,492.694756985,901.222851992,901.795604944,0.007255,407.28068,0.00996
unit.000030,Mapper-1-14,N/A,493.978266001,493.994055033,493.999536991,884.391104937,885.245925903,0.008037,389.130944,0.012738
unit.000031,Mapper-1-15,N/A,495.729858875,495.743770838,495.749224901,899.06890583,899.522421837,0.008266,401.908995,0.008898
unit.000032,Mapper-1-16,N/A,493.532351971,493.546082973,493.551460981,901.372554064,901.816611052,0.007397,406.62484,0.008951
unit.000033,Reducer-1,N/A,937.400532007,937.467349052,937.48228097,940.612324953,942.672577858,0.487413,1.537412,0.010326
