CU,Name,New,StageIn,Allocate,Exec,StageOut,Done,Read,Exec,Write
unit.000000,Mapper-0-1,N/A,13.9016551971,13.9865710735,13.9957220554,433.104334116,434.533205986,0.350464,398.902977,0.002293
unit.000001,Mapper-0-2,N/A,13.5285561085,13.6634800434,13.6717112064,434.710722208,435.574047089,0.459689,400.51719,0.004726
unit.000002,Mapper-0-3,N/A,14.55864501,14.6373472214,14.6455261707,423.014124155,424.779497147,0.4279,388.271001,0.002298
unit.000003,Mapper-0-4,N/A,14.4702692032,14.5626070499,14.5708580017,430.83723402,431.925827026,0.422359,400.240644,0.003993
unit.000004,Mapper-0-5,N/A,14.378426075,14.4623560905,14.4744870663,431.895792007,432.96571517,0.549656,397.456949,0.001664
unit.000005,Mapper-0-6,N/A,14.7215402126,14.8076109886,14.8196020126,433.206103086,434.535817146,0.5487,399.0441,0.002071
unit.000006,Mapper-0-7,N/A,14.2979969978,14.3821530342,14.3940441608,427.733129025,428.866793156,0.404678,397.109021,0.003162
unit.000007,Mapper-0-8,N/A,13.7425000668,13.8253591061,13.8335540295,432.099914074,433.481163025,0.508403,397.698372,0.002308
unit.000008,Mapper-0-9,N/A,14.139373064,14.2234461308,14.231798172,436.433793068,438.021368027,0.55606,401.910003,0.001862
unit.000009,Mapper-0-10,N/A,13.8217430115,13.9052641392,13.9134941101,431.99788022,433.479729176,0.523502,398.632686,0.001886
unit.000010,Mapper-0-11,N/A,14.6337502003,14.7252151966,14.7335090637,431.591243029,431.926823139,0.45885,397.955769,0.002295
unit.000011,Mapper-0-12,N/A,14.8154489994,14.8949019909,14.9031100273,424.47540617,425.829149008,0.570361,391.612356,0.002197
unit.000012,Mapper-0-13,N/A,14.0596401691,14.1431381702,14.1514520645,431.845102072,432.968365192,0.506111,397.900319,0.002181
unit.000013,Mapper-0-14,N/A,13.6598470211,13.7461349964,13.7544360161,436.231864214,437.985116005,0.425231,402.94817,0.002361
unit.000014,Mapper-0-15,N/A,14.2197380066,14.3016951084,14.3100831509,435.313503027,437.951117039,0.490849,405.003665,0.002153
unit.000015,Mapper-0-16,N/A,13.9829421043,14.063324213,14.0716631413,423.571956158,424.784406185,0.376599,390.088155,0.002344
unit.000016,Reducer-0,N/A,448.078292131,448.100296021,448.123344183,455.230702162,457.82588315,0.063744,0.018462,0.003208
unit.000017,Mapper-1-1,N/A,463.432013988,463.491769075,463.503401041,872.80283308,873.567480087,0.206485,401.472865,0.00179
unit.000018,Mapper-1-2,N/A,470.30508709,470.430282116,470.440504074,877.717723131,878.692490101,0.265749,384.031696,0.00227
unit.000019,Mapper-1-3,N/A,467.165286064,467.254392147,467.26276207,890.09822011,891.956078053,0.351191,406.392495,0.017322
unit.000020,Mapper-1-4,N/A,467.916060209,468.016309023,468.024579048,891.953177214,892.96945405,0.209568,406.337768,0.002188
unit.000021,Mapper-1-5,N/A,468.214672089,468.316233158,468.325726986,883.834581137,884.826516151,0.384535,396.02412,0.002076
unit.000022,Mapper-1-6,N/A,465.523140192,465.559916019,465.568001032,879.82539916,880.744791031,0.244056,404.195839,0.002371
unit.000023,Mapper-1-7,N/A,466.22113204,466.312295198,466.320401192,878.171948195,879.706480026,0.399287,397.235617,0.002013
unit.000024,Mapper-1-8,N/A,464.873471022,464.960078001,464.968142986,871.694545984,872.5520432,0.237539,397.31797,0.002783
unit.000025,Mapper-1-9,N/A,465.774080992,465.86206007,465.870193005,877.414460182,878.668801069,0.289598,400.356891,0.003985
unit.000026,Mapper-1-10,N/A,469.40914011,469.503798008,469.511986017,892.054978132,892.992300987,0.370959,402.660735,0.002258
unit.000027,Mapper-1-11,N/A,466.570689201,466.608661175,466.616797209,867.527724028,869.481513023,0.318704,388.327815,0.003257
unit.000028,Mapper-1-12,N/A,464.127175093,464.213474035,464.221546173,869.739081144,871.512631178,0.219404,396.682801,0.002342
unit.000029,Mapper-1-13,N/A,467.313601017,467.407503128,467.415642023,884.73962903,885.840260029,0.546964,400.458693,0.001654
unit.000030,Mapper-1-14,N/A,468.960847139,469.050590992,469.058777094,877.160695076,878.667277098,0.36682,387.142265,0.002178
unit.000031,Mapper-1-15,N/A,468.712375164,468.750807047,468.75899601,894.009324074,895.024133205,0.262841,407.369653,0.002469
unit.000032,Mapper-1-16,N/A,469.756709099,469.825141191,469.833482027,883.681862116,884.802388191,0.203153,391.281445,0.002208
unit.000033,Reducer-1,N/A,898.66981101,898.736488104,898.762098074,905.848028183,908.238212109,0.023897,0.017945,0.003197
