CU,Name,New,StageIn,Allocate,Exec,StageOut,Done,Read,Exec,Write
unit.000000,Mapper-0-1,N/A,15.7750651836,15.7925951481,15.8153531551,466.833744049,469.686004162,0.019836,430.101104,0.012733
unit.000001,Mapper-0-2,N/A,15.8072481155,15.8232181072,15.8830270767,458.116055012,459.154245138,0.016873,420.764915,0.012891
unit.000002,Mapper-0-3,N/A,15.8564260006,15.8712360859,15.9712610245,440.455393076,442.149716139,0.021076,402.69994,0.012953
unit.000003,Mapper-0-4,N/A,16.0155050755,16.0303280354,16.0777649879,465.830281019,466.269405127,0.020755,428.686195,0.012506
unit.000004,Mapper-0-5,N/A,15.9574961662,15.9784641266,16.0656690598,415.240779161,415.407405138,0.025324,378.177509,0.013446
unit.000005,Mapper-0-6,N/A,15.9275522232,15.9428780079,16.0576190948,406.65578413,408.243851185,0.018029,369.298267,0.013803
unit.000006,Mapper-0-7,N/A,15.8266742229,15.8413000107,15.9053120613,412.28046608,413.358738184,0.033478,378.847104,0.012976
unit.000007,Mapper-0-8,N/A,15.9463860989,15.9610660076,16.0616509914,447.744376183,452.025282145,0.028944,411.271755,0.013316
unit.000008,Mapper-0-9,N/A,15.8377630711,15.8599920273,15.9357011318,456.861455202,458.1410501,0.01226,419.525211,0.015332
unit.000009,Mapper-0-10,N/A,15.9123501778,15.923869133,16.0535511971,452.167882204,454.05560112,0.014681,415.477646,0.012953
unit.000010,Mapper-0-11,N/A,15.789039135,15.8037731647,15.8494031429,411.270946026,412.341211081,0.023901,374.382902,0.013295
unit.000011,Mapper-0-12,N/A,15.9968261719,16.0120391846,16.0737252235,465.076341152,466.267712116,0.018556,428.028433,0.014061
unit.000012,Mapper-0-13,N/A,15.8936491013,15.9088871479,16.0383951664,413.835725069,414.396595001,0.012146,376.981902,0.013284
unit.000013,Mapper-0-14,N/A,15.982047081,15.9933691025,16.0696949959,408.111446142,409.285042048,0.018344,370.172202,0.013184
unit.000014,Mapper-0-15,N/A,16.0268051624,16.0454821587,16.0818011761,473.095458031,474.767387152,0.024256,436.021555,0.015863
unit.000015,Mapper-0-16,N/A,15.8746991158,15.8901691437,16.004940033,409.416094065,410.298714161,0.014421,371.892232,0.013266
unit.000016,Reducer-0,N/A,481.249577045,481.272554159,481.295497179,490.541912079,493.362832069,1.033959,1.745731,0.011101
unit.000017,Mapper-1-1,N/A,501.722899199,501.734189034,501.74237299,906.361026049,908.331231117,0.01438,385.451905,0.012247
unit.000018,Mapper-1-2,N/A,499.635127068,499.646618128,499.654708147,909.167818069,913.529052019,0.02985,396.504235,0.014102
unit.000019,Mapper-1-3,N/A,502.816488028,502.853627205,502.861924171,897.497508049,898.634360075,0.016149,372.928596,0.01338
unit.000020,Mapper-1-4,N/A,503.263975143,503.305199146,503.313805103,904.350064039,905.272458076,0.02217,377.485191,0.016113
unit.000021,Mapper-1-5,N/A,498.592243195,498.604230165,498.612317085,883.895260096,885.163976192,0.022672,376.127105,0.012894
unit.000022,Mapper-1-6,N/A,497.847724199,497.858608007,497.866674185,895.668007135,896.556442022,0.014316,389.309194,0.012167
unit.000023,Mapper-1-7,N/A,502.020675182,502.036230087,502.044373035,897.484343052,898.609825134,0.015388,376.231526,0.013016
unit.000024,Mapper-1-8,N/A,500.978279114,500.990423203,500.998583078,904.362298012,905.273454189,0.012359,385.993739,0.012784
unit.000025,Mapper-1-9,N/A,503.56213212,503.582053185,503.591186047,912.656339169,913.757230043,0.015756,385.484004,0.013619
unit.000026,Mapper-1-10,N/A,500.081867218,500.092532158,500.100964069,894.208867073,895.522525072,0.030271,381.310082,0.013729
unit.000027,Mapper-1-11,N/A,498.888731003,498.898908138,498.906992197,896.776553154,897.594829082,0.013143,385.358181,0.012934
unit.000028,Mapper-1-12,N/A,497.153386116,497.160501003,497.168556213,895.871203184,896.559312105,0.012636,390.88583,0.013215
unit.000029,Mapper-1-13,N/A,502.468808174,502.482312202,502.490961075,900.648373127,901.755599022,0.021469,377.347012,0.013939
unit.000030,Mapper-1-14,N/A,501.126107216,501.144879103,501.141288996,894.263473988,895.520848036,0.013097,374.791018,0.014554
unit.000031,Mapper-1-15,N/A,499.335313082,499.345701218,499.353811026,898.089051008,898.689583063,0.009357,385.429326,0.01392
unit.000032,Mapper-1-16,N/A,500.379520178,500.391084194,500.399195194,899.6428442,900.740326166,0.009918,383.978979,0.054587
unit.000033,Reducer-1,N/A,918.77169919,918.793704987,918.816642046,928.115972996,930.800843,1.042888,1.771352,0.010347
