CU,Name,New,StageIn,Allocate,Exec,StageOut,Done,Read,Exec,Write
unit.000000,Mapper-0-1,N/A,11.9332740307,11.9522378445,11.9603960514,767.117842913,768.111765862,0.071493,739.267795,0.00473
unit.000001,Mapper-0-2,N/A,11.8380639553,11.8607850075,11.8689758778,765.812237024,766.064802885,0.04578,741.555098,0.004238
unit.000002,Mapper-0-3,N/A,11.9142308235,11.9368619919,11.9450099468,767.921681881,768.129806995,0.069585,740.060501,0.004195
unit.000003,Mapper-0-4,N/A,11.7933549881,11.822576046,11.8308780193,758.646513939,759.960374832,0.049112,730.601026,0.005041
unit.000004,Mapper-0-5,N/A,11.8760988712,11.8987848759,11.9070858955,764.958108902,766.057878971,0.055972,737.294123,0.00497
unit.000005,Mapper-0-6,N/A,11.8189299107,11.8416769505,11.8500330448,762.351794958,764.015285969,0.045169,737.537938,0.005186
unit.000006,Mapper-0-7,N/A,11.8951439857,11.9178688526,11.9261758327,767.065165043,768.105077982,0.105399,739.309549,0.004566
unit.000007,Mapper-0-8,N/A,11.8572089672,11.8796830177,11.8879649639,775.683187008,777.246696949,0.100459,747.673422,0.006291
unit.000008,Reducer-0,N/A,785.112684965,785.127316952,785.142878056,793.118921995,795.890163898,0.901672,0.177706,0.016328
unit.000009,Mapper-1-1,N/A,803.059936047,803.080509901,803.088687897,1547.44702482,1548.47082591,0.041517,735.750087,0.00414
unit.000010,Mapper-1-2,N/A,802.214849949,802.22202301,802.230185986,1547.43446088,1548.46342182,0.05704,737.649747,0.004781
unit.000011,Mapper-1-3,N/A,804.852370024,804.875666857,804.883833885,1566.51692891,1567.73786187,0.038882,749.303939,0.004301
unit.000012,Mapper-1-4,N/A,804.102720976,804.12356782,804.131768942,1553.79751086,1555.58146191,0.041538,740.337847,0.006945
unit.000013,Mapper-1-5,N/A,804.556181908,804.581408024,804.589581013,1571.0255239,1572.81074691,0.049311,754.723983,0.005045
unit.000014,Mapper-1-6,N/A,803.262090921,803.269302845,803.277495861,1547.53786683,1548.48595786,0.054578,732.842791,0.004639
unit.000015,Mapper-1-7,N/A,803.805845976,803.826493025,803.834660053,1546.17925501,1547.42875385,0.040961,730.686976,0.004953
unit.000016,Mapper-1-8,N/A,800.126116991,800.133266926,800.141405821,1536.96438289,1538.32403183,0.025891,730.137265,0.005638
unit.000017,Reducer-1,N/A,1580.22254586,1580.23728085,1580.25296497,1586.9592979,1589.76588392,0.057322,0.173052,0.004015
