CU,Name,New,StageIn,Allocate,Exec,StageOut,Done
unit.000000,Euclidean_dist_1_1,-1459.07075214,27.9257199764,28.1327009201,759.489073992,884.18334198,885.235018015
unit.000001,Euclidean_dist_1_5399,-1459.06789303,59.8613348007,60.067950964,1886.48403096,2134.2445128,2135.24660778
unit.000002,Euclidean_dist_1_10797,-1459.06275702,6.9230158329,7.13168287277,7.40206885338,260.341635942,260.680851936
unit.000003,Euclidean_dist_1_16195,-1459.05954218,7.12865281105,7.33552694321,7.53485894203,264.414000988,264.987832785
unit.000004,Euclidean_dist_1_21593,-1459.05668616,7.54082679749,7.74176001549,7.9421069622,259.086032867,259.639820814
unit.000005,Euclidean_dist_1_26991,-1459.0531671,7.74467182159,7.94513082504,8.14575481415,257.555911779,258.590096951
unit.000006,Euclidean_dist_1_32389,-1459.05051708,8.35543680191,8.55964589119,8.75765180588,268.081007957,269.296263933
unit.000007,Euclidean_dist_1_37787,-1459.0479002,64.1434528828,64.3497779369,2039.63001895,2283.17965293,2284.90759397
unit.000008,Euclidean_dist_1_43185,-1459.04470611,22.0260438919,22.2326068878,511.051510811,761.389023781,762.542909861
unit.000009,Euclidean_dist_1_48583,-1459.04077411,11.2264587879,11.429915905,11.632463932,263.042459011,263.905678988
unit.000010,Euclidean_dist_1_53981,-1459.03825808,11.0265920162,11.2235298157,11.4260919094,266.447204828,267.09718585
unit.000011,Euclidean_dist_1_59379,-1459.03558707,25.2832849026,25.4897508621,519.387522936,771.332177877,771.788419962
unit.000012,Euclidean_dist_1_64777,-1459.0327692,9.78287887573,9.98759293556,10.1905508041,262.773110867,263.881519794
unit.000013,Euclidean_dist_1_70175,-1459.0270102,9.1713309288,9.37245893478,9.57306289673,260.073725939,260.685372829
unit.000014,Euclidean_dist_1_75573,-1459.01885915,8.76376581192,8.96437597275,9.16538691521,265.063314915,266.036794901
unit.000015,Euclidean_dist_1_80971,-1459.01321721,12.2668159008,12.4659769535,12.6665358543,266.103296995,267.109336853
unit.000016,Euclidean_dist_1_86369,-1459.0070982,12.6724748611,12.9288117886,13.0737419128,265.763167858,267.138373852
unit.000017,Euclidean_dist_1_91767,-1459.00422311,12.9190499783,13.0796968937,13.2779319286,274.043816805,275.425415993
unit.000018,Euclidean_dist_1_97165,-1459.00158215,36.2641508579,36.4708559513,1020.30043292,1273.26037598,1276.51838279
unit.000019,Euclidean_dist_1_102563,-1458.9979732,38.0937259197,38.2999448776,1034.15190601,1281.0845139,1282.80651999
unit.000020,Euclidean_dist_1_107961,-1458.99129319,13.4839169979,13.6927628517,134.013797998,383.966012955,385.181527853
unit.000021,Euclidean_dist_1_113359,-1458.98858714,41.1430268288,41.3492047787,1259.43947887,1507.3326478,1507.86698794
unit.000022,Euclidean_dist_1_118757,-1458.98312902,14.3012487888,14.5079247952,259.069575787,518.777880907,520.135293961
unit.000023,Euclidean_dist_1_124155,-1458.95311213,14.504762888,14.7116279602,259.483595848,507.121836901,508.43063283
