CU,Name,New,StageIn,Allocate,Exec,StageOut,Done
unit.000000,Euclidean_dist_1_1,-52.2426989079,28.1706800461,28.3768610954,272.744721889,398.642213106,399.808355093
unit.000001,Euclidean_dist_1_5399,-52.2404100895,167.138900042,167.342432976,1298.517802,1547.30593109,1549.10544109
unit.000002,Euclidean_dist_1_10797,-52.2353451252,157.596714973,157.800194025,1276.80128694,1535.78390408,1536.81304598
unit.000003,Euclidean_dist_1_16195,-52.2304611206,161.992166042,162.195619106,1284.34459209,1546.30364609,1548.06763601
unit.000004,Euclidean_dist_1_21593,-52.222507,169.047199011,169.250588894,1321.09909987,1577.96166706,1579.78653598
unit.000005,Euclidean_dist_1_26991,-52.2038319111,23.4966080189,23.753526926,262.971999884,508.137752056,509.137080908
unit.000006,Euclidean_dist_1_32389,-52.2015008926,23.9030919075,24.1094760895,263.610248089,519.826550007,521.689855099
unit.000007,Euclidean_dist_1_37787,-52.1990671158,79.8560919762,80.0595469475,772.579757929,1025.74712992,1027.618294
unit.000008,Euclidean_dist_1_43185,-52.196835041,24.9196820259,25.125923872,264.647563934,520.345324039,521.650333881
unit.000009,Euclidean_dist_1_48583,-52.1945540905,25.5292110443,25.786730051,266.312555075,519.223701954,520.583736897
unit.000010,Euclidean_dist_1_53981,-52.1909840107,25.9354639053,26.1416900158,267.711680889,517.523009062,519.542274952
unit.000011,Euclidean_dist_1_59379,-52.1879799366,26.545060873,26.8017239571,268.06683898,525.890974998,527.072746038
unit.000012,Euclidean_dist_1_64777,-52.1855900288,26.9514729977,27.1576509476,268.319330931,518.917479038,520.608299971
unit.000013,Euclidean_dist_1_70175,-52.1730260849,121.964868069,122.168185949,1026.36165094,1281.18796492,1282.190763
unit.000014,Euclidean_dist_1_75573,-52.1646640301,27.561011076,27.7643530369,271.234759092,528.793283939,531.445911884
unit.000015,Euclidean_dist_1_80971,-52.1467020512,29.1868219376,29.3932540417,275.511053085,527.886396885,531.520274878
unit.000016,Euclidean_dist_1_86369,-52.1345589161,11.6824979782,11.8828830719,12.083384037,261.486418009,262.661680937
unit.000017,Euclidean_dist_1_91767,-52.1308240891,11.2728319168,11.4752879143,11.6762640476,264.13965106,266.408025026
unit.000018,Euclidean_dist_1_97165,-52.126953125,30.8685948849,31.0193300247,283.3014431,559.418498039,561.287859917
unit.000019,Euclidean_dist_1_102563,-52.1213779449,149.252281904,149.455816984,1179.35070705,1453.38706899,1454.50688291
unit.000020,Euclidean_dist_1_107961,-52.1187701225,137.849324942,138.052951097,1108.39221501,1375.87252688,1377.50370908
unit.000021,Euclidean_dist_1_113359,-52.1150369644,29.5934050083,29.8501060009,276.169275045,534.118129969,535.624140024
unit.000022,Euclidean_dist_1_118757,-52.1119139194,31.6094329357,31.8129880428,290.829052925,556.407121897,558.221389055
unit.000023,Euclidean_dist_1_124155,-52.107765913,138.105428934,138.300925016,1121.03421187,1383.09309602,1384.63532901
unit.000024,Euclidean_dist_1_129553,-52.1054301262,33.4616730213,33.6651849747,314.51501298,574.670865059,575.594719887
unit.000025,Euclidean_dist_1_134951,-52.1031279564,166.185446024,166.388904095,1293.60262489,1549.61614895,1551.18570209
unit.000026,Euclidean_dist_1_140349,-52.1007449627,48.9624049664,49.1658880711,519.057005882,777.206018925,778.680824041
unit.000027,Euclidean_dist_5399_5399,-52.0983829498,36.0187869072,36.2141499519,389.4814291,517.119734049,518.480999947
unit.000028,Euclidean_dist_5399_10797,-52.0951600075,7.99414491653,8.19491410255,8.39557099342,268.928611994,269.621618986
unit.000029,Euclidean_dist_5399_16195,-52.0928499699,7.78739404678,7.99121999741,8.19188904762,268.061022997,269.600733042
unit.000030,Euclidean_dist_5399_21593,-52.090585947,41.0109679699,41.2144830227,507.702751875,765.840920925,767.115283966
unit.000031,Euclidean_dist_5399_26991,-52.088242054,9.42584300041,9.62957692146,9.82782006264,260.846930981,262.641011
unit.000032,Euclidean_dist_5399_32389,-52.0858380795,43.010338068,43.2137360573,513.805999994,760.578834057,761.988904953
unit.000033,Euclidean_dist_5399_37787,-52.0802531242,15.1520459652,15.3516619205,15.5534930229,292.023015022,293.628665924
unit.000034,Euclidean_dist_5399_43185,-52.0779459476,44.3602879047,44.5637738705,514.926490068,777.508203983,778.638005972
unit.000035,Euclidean_dist_5399_48583,-52.0753979683,57.2042179108,57.4077529907,535.138655901,789.672342062,791.505703926
unit.000036,Euclidean_dist_5399_53981,-52.0731470585,103.228177071,103.431865931,894.371223927,1143.10362792,1144.08589411
unit.000037,Euclidean_dist_5399_59379,-52.0706191063,108.936079025,109.13982892,896.482048035,1151.53459406,1153.21909189
unit.000038,Euclidean_dist_5399_64777,-52.0666120052,110.321063995,110.524588108,907.121605873,1161.07246208,1161.47930598
unit.000039,Euclidean_dist_5399_70175,-52.0611319542,110.718898058,110.922394991,909.331285954,1165.0873189,1166.60196209
unit.000040,Euclidean_dist_5399_75573,-52.0583899021,111.116832018,111.320214033,915.550216913,1168.80507708,1169.68804407
unit.000041,Euclidean_dist_5399_80971,-52.0561130047,111.673727989,111.877203941,916.500664949,1179.34176397,1180.78765106
unit.000042,Euclidean_dist_5399_86369,-52.0537528992,112.619168997,112.822608948,953.286756039,1208.74384689,1210.35759687
unit.000043,Euclidean_dist_5399_91767,-52.0512549877,113.171025038,113.374593019,963.321320057,1222.591717,1223.53044105
unit.000044,Euclidean_dist_5399_97165,-52.0481460094,113.418647051,113.62215209,968.640405893,1228.61170697,1229.62354708
unit.000045,Euclidean_dist_5399_102563,-52.045855999,114.125066996,114.320956945,996.287411928,1247.67496896,1248.943887
unit.000046,Euclidean_dist_5399_107961,-52.0435829163,114.516623974,114.720128059,1002.15163088,1249.08100295,1249.95473599
unit.000047,Euclidean_dist_5399_113359,-52.041285038,115.367683887,115.571831942,1004.26027989,1251.89186311,1253.01424503
unit.000048,Euclidean_dist_5399_118757,-52.0389049053,116.165771961,116.369307995,1006.37067008,1255.1099329,1256.62525105
unit.000049,Euclidean_dist_5399_124155,-52.0362639427,116.415535927,116.619033098,1006.7741859,1253.70351696,1255.58576989
unit.000050,Euclidean_dist_5399_129553,-52.0338339806,117.363216877,117.566809893,1012.52041793,1261.13444805,1262.75437903
unit.000051,Euclidean_dist_5399_134951,-52.0315449238,118.466399908,118.669792891,1013.00088,1258.92550302,1260.73193288
unit.000052,Euclidean_dist_5399_140349,-52.029253006,119.014286041,119.217793941,1013.70746493,1262.14095592,1263.79756403
unit.000053,Euclidean_dist_10797_10797,-52.0266160965,119.262428999,119.465728998,1015.21397495,1142.03843093,1143.05718803
unit.000054,Euclidean_dist_10797_16195,-52.0241620541,121.1179111,121.321222067,1023.8500011,1277.66424108,1279.10296202
unit.000055,Euclidean_dist_10797_21593,-52.0217909813,121.716214895,121.919723034,1025.75709295,1280.53193688,1281.15860891
unit.000056,Euclidean_dist_10797_26991,-52.0194649696,32.6569590569,32.8604290485,291.222882986,544.360991955,545.916275024
unit.000057,Euclidean_dist_10797_32389,-52.0170590878,136.553231955,136.756644011,1085.61557698,1349.28961492,1351.06307697
unit.000058,Euclidean_dist_10797_37787,-52.0142240524,125.60395503,125.807482004,1032.29787803,1290.96817303,1291.43065596
unit.000059,Euclidean_dist_10797_43185,-52.011879921,124.658406973,124.861876011,1030.98901105,1286.30627608,1287.35288596
unit.000060,Euclidean_dist_10797_48583,-52.0095930099,122.513963938,122.717459917,1026.47416687,1279.50955606,1280.13254499
unit.000061,Euclidean_dist_10797_53981,-52.0072529316,122.762775898,122.966347933,1027.18764591,1280.88172507,1282.20046401
unit.000062,Euclidean_dist_10797_59379,-52.0046269894,123.472037077,123.664428949,1027.77207088,1287.25198293,1288.3673501
unit.000063,Euclidean_dist_10797_64777,-52.0023040771,127.506676912,127.710186005,1038.47127795,1284.84021306,1285.29067206
unit.000064,Euclidean_dist_10797_70175,-51.999694109,129.308999062,129.512511969,1044.55355,1296.60233903,1298.41126895
unit.000065,Euclidean_dist_10797_75573,-51.9973039627,130.404726028,130.608247042,1046.66420102,1300.0170269,1301.46853399
unit.000066,Euclidean_dist_10797_80971,-51.9922919273,130.656383991,130.859894037,1048.77633309,1301.92529988,1303.50731301
unit.000067,Euclidean_dist_10797_86369,-51.9898860455,131.356842041,131.560355902,1056.80393696,1315.17035604,1316.68997097
unit.000068,Euclidean_dist_10797_91767,-51.9851880074,68.41040802,68.6141169071,645.121917963,894.35976696,894.868104935
unit.000069,Euclidean_dist_10797_97165,-51.9810631275,7.17935609818,7.37961602211,7.58076906204,276.864378929,278.1418221
unit.000070,Euclidean_dist_10797_102563,-51.9781939983,70.1607000828,70.364221096,656.063783884,915.54283905,916.720005989
unit.000071,Euclidean_dist_10797_107961,-51.9744980335,8.1978430748,8.39863991737,8.59910988808,263.874265909,266.303520918
unit.000072,Euclidean_dist_10797_113359,-51.9716939926,9.21693110466,9.42272210121,9.62358903885,262.700464964,266.375423908
unit.000073,Euclidean_dist_10797_118757,-51.9657928944,10.2474420071,10.4484519958,10.6489429474,260.239330053,261.618119955
unit.000074,Euclidean_dist_10797_124155,-51.9616749287,73.1403989792,73.3439249992,757.607419014,1006.4104681,1008.12622905
unit.000075,Euclidean_dist_10797_129553,-51.9555010796,73.953635931,74.1571390629,759.316153049,1006.89956093,1008.14440894
unit.000076,Euclidean_dist_10797_134951,-51.949878931,19.0191230774,19.22270298,19.4230179787,272.33386898,273.88003087
unit.000077,Euclidean_dist_10797_140349,-51.9440131187,75.4654328823,75.6689920425,760.524748087,1010.17919207,1011.25798488
unit.000078,Euclidean_dist_16195_16195,-51.9332849979,75.7151689529,75.9185888767,765.341895103,896.469568014,897.990577936
unit.000079,Euclidean_dist_16195_21593,-51.925606966,76.2701590061,76.4737238884,765.845481873,1015.2038641,1016.38301396
unit.000080,Euclidean_dist_16195_26991,-51.914577961,28.373842001,28.5802390575,273.749763966,518.328872919,519.545233011
unit.000081,Euclidean_dist_16195_32389,-51.8996369839,77.9409599304,78.1444599628,769.664563894,1013.23645592,1015.34563994
unit.000082,Euclidean_dist_16195_37787,-51.8900799751,79.0459399223,79.2495999336,772.297785997,1019.21873403,1020.45174503
unit.000083,Euclidean_dist_16195_43185,-51.8842329979,79.305150032,79.5084929466,772.424886942,1022.0314579,1023.48920107
unit.000084,Euclidean_dist_16195_48583,-51.879445076,38.716119051,38.9195740223,444.469520092,703.416501045,705.020025015
unit.000085,Euclidean_dist_16195_53981,-51.8720469475,81.0583460331,81.2617959976,774.697755098,1027.18434906,1029.22168994
unit.000086,Euclidean_dist_16195_59379,-51.8665869236,82.8809108734,83.0360169411,777.515424013,1031.03007007,1032.34560895
unit.000087,Euclidean_dist_16195_64777,-51.8628110886,128.358853102,128.562647104,1042.93945789,1291.3317039,1292.46059489
unit.000088,Euclidean_dist_16195_70175,-51.8466939926,120.916824102,121.120935917,1022.04211903,1277.18390703,1278.01970887
unit.000089,Euclidean_dist_16195_75573,-51.8426439762,84.1837739944,84.3873269558,779.931746006,1037.91473794,1038.48438001
unit.000090,Euclidean_dist_16195_80971,-51.8373229504,85.5373990536,85.7409300804,782.269903898,1030.27283406,1031.29101706
unit.000091,Euclidean_dist_16195_86369,-51.8321568966,78.3398470879,78.5432989597,772.174695969,1023.83928704,1025.54155207
unit.000092,Euclidean_dist_16195_91767,-51.8244009018,87.83279109,88.036247015,787.275862932,1044.54902506,1045.6399579
unit.000093,Euclidean_dist_16195_97165,-51.8097820282,89.1802449226,89.3837399483,792.596968889,1056.84533811,1057.83624697
unit.000094,Euclidean_dist_16195_102563,-51.8029420376,90.1354019642,90.3387548923,795.212076902,1064.7266531,1065.9765501
unit.000095,Euclidean_dist_16195_107961,-51.8005280495,124.409421921,124.612955093,1030.68568397,1280.11332989,1281.16749597
unit.000096,Euclidean_dist_16195_113359,-51.7981491089,92.5832409859,92.7867178917,810.16524291,1073.25990796,1075.40050387
unit.000097,Euclidean_dist_16195_118757,-51.7957971096,102.283356905,102.486828089,889.952814102,1143.48070598,1144.07014894
unit.000098,Euclidean_dist_16195_124155,-51.7909660339,126.556883097,126.760302067,1037.51891804,1290.36453795,1291.43169999
unit.000099,Euclidean_dist_16195_129553,-51.7828891277,126.158813,126.362308025,1033.6057241,1293.74457598,1295.35448003
unit.000100,Euclidean_dist_16195_134951,-51.779779911,47.2184410095,47.4272630215,518.540904999,773.481060028,774.381282091
unit.000101,Euclidean_dist_16195_140349,-51.7771310806,46.9698739052,47.173443079,518.33669591,772.806396961,773.317125082
unit.000102,Euclidean_dist_21593_21593,-51.7747790813,48.0153958797,48.2188899517,518.785621881,645.111155033,646.527883053
unit.000103,Euclidean_dist_21593_26991,-51.7719330788,40.0641160011,40.2676029205,507.378529072,753.685199022,755.676368952
unit.000104,Euclidean_dist_21593_32389,-51.7634160519,49.664026022,49.8676130772,520.352508068,774.383250952,775.472949028
unit.000105,Euclidean_dist_21593_37787,-51.7577650547,50.4606690407,50.664222002,522.666371107,780.7282269,781.819700003
unit.000106,Euclidean_dist_21593_43185,-51.7526590824,50.7133119106,50.9167308807,523.267896891,782.140676022,782.870797873
