CU,Name,New,StageIn,Allocate,Exec,StageOut,Done
unit.000000,Mapper-0-1,N/A,48.1139090061,N/A,54.5335900784,66.5696458817,66.606924057
unit.000001,Mapper-0-2,N/A,91.5470058918,N/A,95.3322138786,106.205946922,106.241626978
unit.000002,Mapper-0-3,N/A,31.2377870083,N/A,34.4380860329,62.7073459625,62.7629859447
unit.000003,Mapper-0-4,N/A,91.974766016,N/A,96.2346758842,108.369971991,108.47119689
unit.000004,Mapper-0-5,N/A,6.61707186699,N/A,16.5347099304,32.0879039764,32.1337039471
unit.000005,Mapper-0-6,N/A,6.77638506889,N/A,19.0521578789,59.3707149029,59.6789689064
unit.000006,Mapper-0-7,N/A,7.41414904594,N/A,16.5378129482,32.0910379887,32.1347789764
unit.000007,Mapper-0-8,N/A,17.5852119923,N/A,22.6761469841,59.7477040291,60.5784130096
unit.000008,Mapper-0-9,N/A,26.7416050434,N/A,30.3150560856,62.079376936,62.1891188622
unit.000009,Mapper-0-10,N/A,34.257363081,N/A,37.8565518856,62.9992899895,63.0390200615
unit.000010,Mapper-0-11,N/A,10.748226881,N/A,16.7371919155,57.7408909798,57.7978730202
unit.000011,Mapper-0-12,N/A,47.5417878628,N/A,54.432240963,66.3959670067,66.4922778606
unit.000012,Mapper-0-13,N/A,36.6113009453,N/A,41.4754259586,62.7448530197,62.828207016
unit.000013,Mapper-0-14,N/A,86.4384419918,N/A,91.7137579918,106.052960873,106.091043949
unit.000014,Mapper-0-15,N/A,56.9068078995,N/A,60.5870690346,76.5561740398,76.5958368778
unit.000015,Mapper-0-16,N/A,51.7343070507,N/A,56.2440750599,76.4028990269,76.4411458969
unit.000016,Mapper-0-17,N/A,62.0577480793,N/A,65.8062610626,78.9332158566,80.6042778492
unit.000017,Mapper-0-18,N/A,6.65715193748,N/A,15.3280410767,33.2039408684,33.241658926
unit.000018,Mapper-0-19,N/A,40.2776920795,N/A,43.5857498646,62.8009929657,62.8396439552
unit.000019,Mapper-0-20,N/A,6.26916599274,N/A,9.58687996864,32.0091819763,32.0533778667
unit.000020,Mapper-0-21,N/A,84.1333880424,N/A,90.7087249756,105.971193075,106.009227991
unit.000021,Mapper-0-22,N/A,6.49746584892,N/A,13.3180389404,27.2457129955,27.2843680382
unit.000022,Mapper-0-23,N/A,76.7332918644,N/A,80.0949580669,95.6477198601,95.687267065
unit.000023,Mapper-0-24,N/A,71.6564638615,N/A,76.8542048931,95.3950600624,95.5863919258
unit.000024,Mapper-0-25,N/A,45.8041670322,N/A,55.4390668869,66.4023170471,66.4891479015
unit.000025,Mapper-0-26,N/A,6.71976590157,N/A,15.5286688805,32.0072300434,32.0497200489
unit.000026,Mapper-0-27,N/A,73.8896160126,N/A,77.762650013,96.0322220325,96.1152980328
unit.000027,Mapper-0-28,N/A,6.41235804558,N/A,13.3117280006,24.5913710594,24.7584619522
unit.000028,Mapper-0-29,N/A,67.4625380039,N/A,70.4255218506,80.641315937,80.6805160046
unit.000029,Mapper-0-30,N/A,71.1817560196,N/A,76.9679598808,96.6061980724,96.7632730007
unit.000030,Mapper-0-31,N/A,60.2561349869,N/A,63.2946050167,76.4056918621,76.4576909542
unit.000031,Mapper-0-32,N/A,6.33429789543,N/A,10.0911970139,24.858093977,25.0842959881
unit.000032,Mapper-0-33,N/A,53.9115250111,N/A,59.5830919743,76.4824669361,76.5218169689
unit.000033,Mapper-0-34,N/A,16.5710020065,N/A,20.7658889294,62.9592318535,63.0037798882
unit.000034,Mapper-0-35,N/A,68.8619880676,N/A,71.8304178715,84.338684082,84.4021320343
unit.000035,Mapper-0-36,N/A,19.2141740322,N/A,22.8767168522,63.0416619778,63.2159788609
unit.000036,Mapper-0-37,N/A,15.0807049274,N/A,20.7628059387,58.1218540668,58.1597299576
unit.000037,Mapper-0-38,N/A,23.0787549019,N/A,26.3978569508,62.6122150421,62.652066946
unit.000038,Mapper-0-39,N/A,12.9947350025,N/A,19.8580348492,58.0007748604,58.0870010853
unit.000039,Mapper-0-40,N/A,35.7477269173,N/A,40.2819440365,62.5389890671,62.6091809273
unit.000040,Mapper-0-41,N/A,76.8660168648,N/A,80.9766299725,96.8228700161,96.9466619492
unit.000041,Mapper-0-42,N/A,65.0646789074,N/A,68.4161980152,79.2526068687,80.6036660671
unit.000042,Mapper-0-43,N/A,53.5235750675,N/A,58.0557649136,74.9585239887,75.1243870258
unit.000043,Mapper-0-44,N/A,38.4939448833,N/A,41.8785340786,63.1086368561,63.2128169537
