CU,Name,New,StageIn,Allocate,Exec,StageOut,Done
unit.000000,Mapper-0-1,N/A,7.13121581078,N/A,24.6719968319,39.4611768723,39.5072999001
unit.000001,Mapper-0-2,N/A,6.91038298607,N/A,24.5638799667,38.1329398155,38.215430975
unit.000002,Mapper-0-3,N/A,6.81473398209,N/A,22.7475988865,41.6502549648,41.6985478401
unit.000003,Mapper-0-4,N/A,6.69472002983,N/A,13.6744689941,38.3332870007,38.3759260178
unit.000004,Mapper-0-5,N/A,6.77809596062,N/A,13.0652499199,35.8816668987,35.9269928932
unit.000005,Mapper-0-6,N/A,7.89983797073,N/A,25.070827961,42.7783629894,42.8192808628
unit.000006,Mapper-0-7,N/A,6.95117688179,N/A,23.2535698414,38.1261029243,38.2112288475
unit.000007,Mapper-0-8,N/A,6.5678088665,N/A,12.0560069084,33.6000509262,33.6598079205
unit.000008,Mapper-0-9,N/A,10.2479159832,N/A,25.9771509171,44.1562290192,44.1955118179
unit.000009,Mapper-0-10,N/A,14.7067058086,N/A,30.5055298805,57.8855969906,57.922755003
unit.000010,Mapper-0-11,N/A,6.36920499802,N/A,11.4511458874,35.7892179489,35.8334929943
unit.000011,Mapper-0-12,N/A,6.654337883,N/A,12.1574378014,35.8692729473,35.9152779579
unit.000012,Mapper-0-13,N/A,6.4100048542,N/A,11.6528220177,35.9544169903,35.9984858036
unit.000013,Mapper-0-14,N/A,6.9907708168,N/A,24.5672328472,42.877038002,42.9662179947
unit.000014,Mapper-0-15,N/A,10.9571859837,N/A,25.9801139832,54.6549358368,54.6930978298
unit.000015,Mapper-0-16,N/A,17.0570778847,N/A,31.0337889194,44.1319179535,44.172991991
unit.000016,Mapper-0-17,N/A,15.5680999756,N/A,30.5081160069,57.8667309284,57.9113788605
unit.000017,Mapper-0-18,N/A,19.2160499096,N/A,30.4043989182,42.8565888405,42.9022798538
unit.000018,Mapper-0-19,N/A,6.61086988449,N/A,13.7732009888,38.2623529434,38.3064990044
unit.000019,Mapper-0-20,N/A,17.9192488194,N/A,29.9011189938,60.0247499943,60.0896439552
unit.000020,Mapper-0-21,N/A,6.44647598267,N/A,11.6560399532,38.248349905,38.296492815
unit.000021,Mapper-0-22,N/A,6.52468585968,N/A,13.6712238789,35.8067369461,35.8462779522
unit.000022,Mapper-0-23,N/A,6.85827088356,N/A,13.0681898594,38.0462648869,38.0905740261
unit.000023,Mapper-0-24,N/A,6.73375082016,N/A,13.6776518822,39.5522418022,39.6088788509
unit.000024,Mapper-0-25,N/A,6.48472380638,N/A,11.7526249886,38.3412098885,38.3876998425
unit.000025,Mapper-0-26,N/A,7.08819079399,N/A,24.6693828106,42.9488677979,42.9946060181
unit.000026,Mapper-0-27,N/A,7.03953790665,N/A,24.6656029224,43.0056219101,43.046036005
unit.000027,Mapper-0-28,N/A,7.19198298454,N/A,24.8873260021,45.2464718819,45.2902178764
unit.000028,Mapper-0-29,N/A,7.2503619194,N/A,24.6744618416,43.0295197964,43.0745317936
unit.000029,Mapper-0-30,N/A,8.79014587402,N/A,25.1721668243,39.4571018219,39.5264308453
unit.000030,Mapper-0-31,N/A,12.547991991,N/A,26.0792379379,42.7818799019,42.8352739811
unit.000031,Mapper-0-32,N/A,13.2642538548,N/A,30.8074970245,57.810256958,57.8502328396
