CU,Name,New,StageIn,Allocate,Exec,StageOut,Done
unit.000000,Mapper-0-1,N/A,6.44847106934,N/A,14.9382610321,44.8600730896,44.8984699249
unit.000001,Mapper-0-2,N/A,6.53687405586,N/A,15.0404438972,45.9684319496,46.0036599636
unit.000002,Mapper-0-3,N/A,6.50110411644,N/A,15.6446900368,46.1850750446,46.2221670151
unit.000003,Mapper-0-4,N/A,6.42307806015,N/A,13.0719850063,44.7808339596,44.8179969788
unit.000004,Mapper-0-5,N/A,6.47908091545,N/A,15.3419771194,33.1259570122,33.2686860561
unit.000005,Mapper-0-6,N/A,6.52585196495,N/A,15.4431838989,44.8531780243,44.8928499222
unit.000006,Mapper-0-7,N/A,6.38984203339,N/A,15.1743860245,46.1089401245,46.1496069431
unit.000007,Mapper-0-8,N/A,6.49008107185,N/A,15.1712040901,46.0402169228,46.075879097
unit.000008,Mapper-0-9,N/A,6.46814608574,N/A,15.1679139137,46.1103849411,46.1492989063
unit.000009,Mapper-0-10,N/A,6.4079079628,N/A,15.0372021198,33.1254160404,33.2706570625
unit.000010,Mapper-0-11,N/A,6.45956301689,N/A,15.1647660732,46.0376191139,46.0737400055
unit.000011,Mapper-0-12,N/A,6.37538409233,N/A,13.0220088959,44.7166330814,44.7542591095
unit.000012,Mapper-0-13,N/A,6.39593791962,N/A,15.2411570549,46.1839520931,46.2213079929
unit.000013,Mapper-0-14,N/A,6.3667550087,N/A,14.5317869186,44.7889990807,44.8254721165
unit.000014,Mapper-0-15,N/A,6.43732404709,N/A,14.9353029728,45.9652919769,46.0020539761
unit.000015,Mapper-0-16,N/A,6.51479911804,N/A,15.8454549313,34.3397159576,34.3766839504
unit.000016,Reducer-0,N/A,50.3083429337,N/A,53.145868063,58.7077960968,59.9301030636
unit.000017,Mapper-1-1,N/A,71.5553450584,N/A,76.1307690144,102.827570915,102.875041008
unit.000018,Mapper-1-2,N/A,70.1294209957,N/A,75.6277289391,105.213225126,105.250062943
unit.000019,Mapper-1-3,N/A,69.4113359451,N/A,75.0244300365,104.03332901,104.070364952
unit.000020,Mapper-1-4,N/A,69.1289589405,N/A,75.5268290043,102.910254955,102.946942091
unit.000021,Mapper-1-5,N/A,71.1288459301,N/A,75.9290530682,105.14172101,105.178893089
unit.000022,Mapper-1-6,N/A,65.0764760971,N/A,68.179970026,102.729132891,102.779582024
unit.000023,Mapper-1-7,N/A,66.3644731045,N/A,69.5876719952,101.614979982,101.65893507
unit.000024,Mapper-1-8,N/A,70.5563879013,N/A,75.6304650307,104.032331944,104.069164038
unit.000025,Mapper-1-9,N/A,67.4080820084,N/A,74.3211209774,102.909557104,102.945876122
unit.000026,Mapper-1-10,N/A,66.9810531139,N/A,70.5928180218,100.505533934,100.543229103
unit.000027,Mapper-1-11,N/A,64.79540205,N/A,67.981153965,85.8873679638,85.9303500652
unit.000028,Mapper-1-12,N/A,67.9839100838,N/A,74.2212328911,102.828027964,102.875633955
unit.000029,Mapper-1-13,N/A,63.6961319447,N/A,66.5703771114,101.54394412,101.580328941
unit.000030,Mapper-1-14,N/A,68.4111850262,N/A,75.1247689724,105.142347097,105.180092096
unit.000031,Mapper-1-15,N/A,64.0782101154,N/A,67.1735811234,102.657989979,102.693972111
unit.000032,Mapper-1-16,N/A,65.9385221004,N/A,69.1849849224,102.733694077,102.779046059
unit.000033,Reducer-1,N/A,108.586220026,N/A,111.835921049,117.651487112,118.855648041
unit.000034,Mapper-2-1,N/A,128.425580978,N/A,131.600615978,160.483556032,160.519418001
unit.000035,Mapper-2-2,N/A,128.852166891,N/A,132.103043079,160.785759926,160.83396101
unit.000036,Mapper-2-3,N/A,129.424299002,N/A,132.506360054,160.869489908,160.911586046
unit.000037,Mapper-2-4,N/A,122.079543114,N/A,125.062956095,144.775828123,144.8117311
unit.000038,Mapper-2-5,N/A,127.425169945,N/A,130.594893932,160.62655592,160.665003061
unit.000039,Mapper-2-6,N/A,125.658865929,N/A,128.785157919,160.705297947,160.749069929
unit.000040,Mapper-2-7,N/A,123.652523041,N/A,126.772588015,160.703167915,160.742585897
unit.000041,Mapper-2-8,N/A,125.376812935,N/A,128.483001947,160.474539042,160.511560917
unit.000042,Mapper-2-9,N/A,126.80645299,N/A,130.091715097,160.410618067,160.44827795
unit.000043,Mapper-2-10,N/A,124.657628059,N/A,128.079885006,155.223782063,155.260020018
unit.000044,Mapper-2-11,N/A,121.40596509,N/A,124.258507013,160.787992954,160.834362984
unit.000045,Mapper-2-12,N/A,122.50604105,N/A,125.669368982,160.546021938,160.589396
unit.000046,Mapper-2-13,N/A,124.233313084,N/A,127.576898098,160.553935051,160.590533972
unit.000047,Mapper-2-14,N/A,123.078105927,N/A,126.068161964,144.701008081,144.74052
unit.000048,Mapper-2-15,N/A,127.852404118,N/A,131.399904013,160.873832941,160.910826921
unit.000049,Mapper-2-16,N/A,126.376950026,N/A,129.589399099,160.626127958,160.664069891
unit.000050,Reducer-2,N/A,163.960751057,N/A,166.707834005,172.354253054,173.589473009
unit.000051,Mapper-3-1,N/A,183.101664066,N/A,186.369946957,215.516631126,215.555426121
unit.000052,Mapper-3-2,N/A,180.948105097,N/A,183.954884052,214.335817099,214.371836901
unit.000053,Mapper-3-3,N/A,184.24495101,N/A,187.375427961,215.482800961,215.518997908
unit.000054,Mapper-3-4,N/A,183.817838907,N/A,186.973357916,215.44580698,215.482120037
unit.000055,Mapper-3-5,N/A,178.416691065,N/A,181.43968606,211.042941093,211.079128027
unit.000056,Mapper-3-6,N/A,180.519861937,N/A,183.753066063,209.953037977,209.989583015
unit.000057,Mapper-3-7,N/A,177.372349024,N/A,180.33348012,209.936069012,209.972615004
unit.000058,Mapper-3-8,N/A,179.799523115,N/A,183.149771929,208.754400969,208.792608976
unit.000059,Mapper-3-9,N/A,181.567806959,N/A,184.457755089,214.29639101,214.333733082
