CU,Name,New,StageIn,Allocate,Exec,StageOut,Done
unit.000000,Mapper-0-1,N/A,29.406525135,N/A,36.2736649513,53.8948609829,53.9318170547
unit.000001,Mapper-0-2,N/A,32.1490840912,N/A,36.7797880173,57.718485117,57.7551121712
unit.000002,Mapper-0-3,N/A,6.51028609276,N/A,12.3937530518,51.3763151169,51.4138391018
unit.000003,Mapper-0-4,N/A,40.4311890602,N/A,43.7457201481,53.8892841339,53.9255831242
unit.000004,Mapper-0-5,N/A,6.44141817093,N/A,12.2923650742,51.2267100811,51.2630050182
unit.000005,Mapper-0-6,N/A,6.45825600624,N/A,12.4960010052,51.3767900467,51.4130339622
unit.000006,Mapper-0-7,N/A,6.55912303925,N/A,13.512280941,51.013299942,51.0504071712
unit.000007,Mapper-0-8,N/A,6.63805913925,N/A,13.8158860207,51.4478771687,51.4880390167
unit.000008,Mapper-0-9,N/A,6.68863296509,N/A,24.6409709454,74.8248200417,74.8612611294
unit.000009,Mapper-0-10,N/A,6.75871896744,N/A,24.6520700455,52.7036969662,52.7398190498
unit.000010,Mapper-0-11,N/A,6.87331199646,N/A,25.7598650455,57.7893190384,57.8271660805
unit.000011,Mapper-0-12,N/A,11.0851831436,N/A,26.270678997,81.2567451,81.2932620049
unit.000012,Mapper-0-13,N/A,13.8284971714,N/A,30.7105560303,52.71687603,52.7533559799
unit.000013,Mapper-0-14,N/A,19.8038079739,N/A,31.7245121002,57.7177670002,57.7538089752
unit.000014,Mapper-0-15,N/A,23.8681130409,N/A,32.4337191582,81.6857020855,81.7218711376
unit.000015,Mapper-0-16,N/A,27.2363951206,N/A,33.4454591274,52.6322081089,52.6691651344
unit.000016,Mapper-0-17,N/A,29.979309082,N/A,36.3762791157,73.7181999683,73.7545759678
unit.000017,Mapper-0-18,N/A,35.6256670952,N/A,40.2095341682,56.2054071426,56.243735075
unit.000018,Mapper-0-19,N/A,38.2622711658,N/A,41.8250310421,53.824037075,53.8600959778
unit.000019,Mapper-0-20,N/A,42.4458701611,N/A,60.096006155,81.6145710945,81.6509590149
unit.000020,Mapper-0-21,N/A,6.65841603279,N/A,25.2503311634,80.1498689651,80.1862511635
unit.000021,Mapper-0-22,N/A,6.48150801659,N/A,12.6999750137,51.1228950024,51.1593880653
unit.000022,Mapper-0-23,N/A,43.7567780018,N/A,60.2972331047,81.4707021713,81.5084331036
unit.000023,Mapper-0-24,N/A,6.77474117279,N/A,24.434005022,56.2779819965,56.3143920898
unit.000024,Mapper-0-25,N/A,27.9556529522,N/A,36.5760819912,56.3546850681,56.3920230865
unit.000025,Mapper-0-26,N/A,6.60939407349,N/A,24.385543108,79.040459156,79.0788090229
unit.000026,Mapper-0-27,N/A,11.8005559444,N/A,26.2766909599,58.0058369637,58.0448410511
unit.000027,Mapper-0-28,N/A,36.1957900524,N/A,40.4139230251,52.6467111111,52.6826901436
unit.000028,Mapper-0-29,N/A,33.5964181423,N/A,37.0838310719,56.4251251221,56.4625761509
unit.000029,Mapper-0-30,N/A,20.9592781067,N/A,32.0281021595,56.5148870945,56.5595519543
unit.000030,Mapper-0-31,N/A,19.1301009655,N/A,31.2199749947,56.2047970295,56.243242979
unit.000031,Mapper-0-32,N/A,9.75036811829,N/A,26.1661469936,52.5598421097,52.5977959633
unit.000032,Mapper-0-33,N/A,6.73592495918,N/A,24.6464381218,57.6321389675,57.6826300621
unit.000033,Mapper-0-34,N/A,6.62029504776,N/A,24.6350431442,56.3540380001,56.3908629417
unit.000034,Mapper-0-35,N/A,6.47000408173,N/A,24.3263089657,52.5749549866,52.6111660004
unit.000035,Mapper-0-36,N/A,25.318459034,N/A,32.9417750835,57.8628411293,57.8999359608
unit.000036,Mapper-0-37,N/A,6.52547907829,N/A,14.2219891548,50.9401390553,50.978399992
unit.000037,Mapper-0-38,N/A,7.55843114853,N/A,25.8598361015,57.8622801304,57.8987131119
unit.000038,Mapper-0-39,N/A,6.59224414825,N/A,15.5335931778,51.0527861118,51.0885219574
unit.000039,Mapper-0-40,N/A,6.67430496216,N/A,14.1210119724,51.197122097,51.2352790833
unit.000040,Mapper-0-41,N/A,6.72202897072,N/A,25.2563560009,52.4882121086,52.5247349739
unit.000041,Mapper-0-42,N/A,6.81623697281,N/A,25.3866939545,57.5585999489,57.5964870453
unit.000042,Mapper-0-43,N/A,9.03746700287,N/A,26.0651240349,56.4259040356,56.4629220963
unit.000043,Mapper-0-44,N/A,13.110667944,N/A,26.4704630375,58.0810961723,58.1176850796
unit.000044,Mapper-0-45,N/A,17.7836220264,N/A,31.6251950264,81.3278679848,81.3641350269
unit.000045,Mapper-0-46,N/A,21.8243570328,N/A,31.2254910469,53.9644100666,54.0021631718
unit.000046,Mapper-0-47,N/A,25.8909549713,N/A,33.2430419922,56.2787270546,56.3156371117
unit.000047,Mapper-0-48,N/A,16.9640059471,N/A,32.2308580875,56.1227011681,56.1697051525
unit.000048,Mapper-0-49,N/A,39.7094521523,N/A,43.1407270432,58.0066449642,58.0439829826
unit.000049,Mapper-0-50,N/A,37.6850280762,N/A,41.122576952,57.9338531494,57.9710969925
unit.000050,Mapper-0-51,N/A,6.54140114784,N/A,24.3794660568,51.2967820168,51.3399569988
unit.000051,Mapper-0-52,N/A,6.42168903351,N/A,13.0032961369,51.0846459866,51.1208660603
unit.000052,Mapper-0-53,N/A,6.79323911667,N/A,24.8397991657,57.7886221409,57.8267681599
unit.000053,Mapper-0-54,N/A,6.4957690239,N/A,13.2098331451,51.1554729939,51.1919641495
unit.000054,Mapper-0-55,N/A,6.42717313766,N/A,11.7810029984,26.0975589752,26.1334819794
unit.000055,Mapper-0-56,N/A,41.8728499413,N/A,58.6921720505,81.3983180523,81.4349679947
unit.000056,Mapper-0-57,N/A,6.69995498657,N/A,25.1443321705,57.9330539703,57.9700360298
unit.000057,Mapper-0-58,N/A,31.4308650494,N/A,36.57954216,57.6312179565,57.6822869778
unit.000058,Mapper-0-59,N/A,6.83194804192,N/A,25.0426871777,56.1229951382,56.1692790985
unit.000059,Mapper-0-60,N/A,6.44970917702,N/A,13.3110461235,51.2794220448,51.3401651382
unit.000060,Mapper-0-61,N/A,15.8926019669,N/A,31.1159069538,81.5425870419,81.5790679455
unit.000061,Mapper-0-62,N/A,6.5740480423,N/A,13.0069470406,50.8655810356,50.9057941437
unit.000062,Mapper-0-63,N/A,34.3168931007,N/A,37.7892200947,53.8108990192,53.8540129662
unit.000063,Mapper-0-64,N/A,23.1341490746,N/A,32.2339241505,53.9702589512,54.0085530281
unit.000064,Reducer-0,N/A,85.9492270947,N/A,88.6848621368,95.2339761257,96.5572330952
unit.000065,Mapper-1-1,N/A,109.189646959,N/A,114.675585032,153.095160961,153.13235116
unit.000066,Mapper-1-2,N/A,124.608795166,N/A,128.190222979,151.61452508,151.652178049
unit.000067,Mapper-1-3,N/A,117.994501114,N/A,121.22290802,195.717247963,195.755155087
unit.000068,Mapper-1-4,N/A,116.372223139,N/A,119.713417053,153.13291502,153.178842068
unit.000069,Mapper-1-5,N/A,99.9608869553,N/A,102.996520996,115.80174613,115.838253021
unit.000070,Mapper-1-6,N/A,125.807533979,N/A,128.902512074,163.870288134,163.911787987
unit.000071,Mapper-1-7,N/A,123.177553177,N/A,127.682436943,153.020174026,153.058500051
unit.000072,Mapper-1-8,N/A,113.070613146,N/A,116.68928194,153.177531958,153.216150045
unit.000073,Mapper-1-9,N/A,102.067916155,N/A,105.60967803,123.220159054,123.259957075
unit.000074,Mapper-1-10,N/A,123.606090069,N/A,127.878400087,172.55211997,172.599415064
unit.000075,Mapper-1-11,N/A,120.156028986,N/A,123.643511057,172.285562038,172.323543072
unit.000076,Mapper-1-12,N/A,135.326570988,N/A,152.802229166,194.584543943,194.621284962
unit.000077,Mapper-1-13,N/A,115.798903942,N/A,119.608916044,152.983117104,153.021932125
unit.000078,Mapper-1-14,N/A,119.729110003,N/A,124.753607035,172.512854099,172.554047108
unit.000079,Mapper-1-15,N/A,100.491441011,N/A,103.298470974,114.76336503,114.801141024
unit.000080,Mapper-1-16,N/A,122.460165977,N/A,127.677670002,172.322278976,172.360303164
unit.000081,Mapper-1-17,N/A,132.427526951,N/A,151.486039162,194.46067214,194.497619152
unit.000082,Mapper-1-18,N/A,136.476966143,N/A,154.612898111,195.910355091,195.954560995
unit.000083,Mapper-1-19,N/A,114.650902987,N/A,118.702619076,157.405755997,157.441717148
unit.000084,Mapper-1-20,N/A,110.913361073,N/A,115.391062975,151.319209099,151.356831074
unit.000085,Mapper-1-21,N/A,132.150307178,N/A,151.381376982,194.441393137,194.478301048
unit.000086,Mapper-1-22,N/A,127.960260153,N/A,131.619513035,153.05779314,153.096371174
unit.000087,Mapper-1-23,N/A,103.215013027,N/A,106.616278172,152.836740017,152.874341965
unit.000088,Mapper-1-24,N/A,126.809252977,N/A,131.111073971,195.640195131,195.678789139
unit.000089,Mapper-1-25,N/A,131.000564098,N/A,134.751232147,172.471639156,172.510976076
unit.000090,Mapper-1-26,N/A,128.685014009,N/A,132.223665953,195.692063093,195.728911161
unit.000091,Mapper-1-27,N/A,108.758455038,N/A,114.672233105,152.90999198,152.947924137
unit.000092,Mapper-1-28,N/A,114.371371031,N/A,118.19890213,151.688045025,151.726588964
unit.000093,Mapper-1-29,N/A,108.183951139,N/A,114.468338013,152.802174091,152.838291168
unit.000094,Mapper-1-30,N/A,112.064335108,N/A,115.679522038,152.946637154,152.984519958
unit.000095,Mapper-1-31,N/A,107.079473972,N/A,113.35631609,151.651074171,151.68928194
unit.000096,Mapper-1-32,N/A,127.692353964,N/A,131.718080044,172.395949125,172.43437314
unit.000097,Mapper-1-33,N/A,101.784850121,N/A,104.906064034,117.963248968,118.000087023
unit.000098,Mapper-1-34,N/A,117.566632986,N/A,120.618263006,161.658303976,161.751588106
unit.000099,Mapper-1-35,N/A,129.981225967,N/A,134.747836113,194.533239126,194.569448948
unit.000100,Mapper-1-36,N/A,125.328176975,N/A,128.687930107,180.902277946,180.93888998
unit.000101,Mapper-1-37,N/A,135.754770041,N/A,155.018785,201.219871998,201.257035017
unit.000102,Mapper-1-38,N/A,121.307486057,N/A,124.651386023,153.214741945,153.254081964
unit.000103,Mapper-1-39,N/A,102.786559105,N/A,105.911849976,123.225239038,123.27286005
unit.000104,Mapper-1-40,N/A,109.910532951,N/A,115.07385397,151.501281023,151.539410114
unit.000105,Mapper-1-41,N/A,134.316977978,N/A,153.506185055,194.512690067,194.549909115
unit.000106,Mapper-1-42,N/A,134.744541168,N/A,155.015746117,201.181713104,201.222255945
unit.000107,Mapper-1-43,N/A,133.158281088,N/A,151.488929987,195.870198011,195.914798021
unit.000108,Mapper-1-44,N/A,133.593059063,N/A,155.318161011,201.257359982,201.293339968
unit.000109,Mapper-1-45,N/A,124.326974154,N/A,128.184396982,195.763278008,195.800165176
unit.000110,Mapper-1-46,N/A,126.477746964,N/A,129.696405172,172.358669996,172.396842957
unit.000111,Mapper-1-47,N/A,119.000555038,N/A,122.737452984,172.249398947,172.287353992
unit.000112,Mapper-1-48,N/A,129.119434118,N/A,132.729818106,172.432531118,172.473040104
unit.000113,Mapper-1-49,N/A,120.877720118,N/A,124.148128033,195.790035963,195.828323126
unit.000114,Mapper-1-50,N/A,110.338912964,N/A,114.872435093,151.391145945,151.428725958
unit.000115,Mapper-1-51,N/A,118.621015072,N/A,121.626147032,160.550462008,160.587553978
unit.000116,Mapper-1-52,N/A,100.963845968,N/A,103.901432991,116.910597086,116.961893082
