CU,Name,New,StageIn,Allocate,Exec,StageOut,Done
unit.000000,Mapper-0-1,N/A,33.6807920933,N/A,37.2819590569,71.6990680695,71.7415571213
unit.000001,Mapper-0-2,N/A,52.8899080753,N/A,81.1765720844,91.9612710476,92.0131020546
unit.000002,Mapper-0-3,N/A,62.6206870079,N/A,84.2010819912,94.4506220818,94.5083489418
unit.000003,Mapper-0-4,N/A,6.49865794182,N/A,22.1136360168,32.6925280094,32.7298121452
unit.000004,Mapper-0-5,N/A,6.5098760128,N/A,23.2288041115,32.7268469334,32.7749819756
unit.000005,Mapper-0-6,N/A,6.42405796051,N/A,17.2989020348,28.9627850056,29.0107500553
unit.000006,Mapper-0-7,N/A,6.44896602631,N/A,21.9516379833,30.057721138,30.101031065
unit.000007,Mapper-0-8,N/A,6.47386312485,N/A,22.9243080616,32.5814890862,32.6192641258
unit.000008,Mapper-0-9,N/A,6.62575411797,N/A,23.9374139309,33.8921530247,33.9389741421
unit.000009,Mapper-0-10,N/A,11.2226469517,N/A,28.5978879929,38.6106669903,38.6868150234
unit.000010,Mapper-0-11,N/A,29.4830400944,N/A,32.7528531551,40.0805251598,40.1174869537
unit.000011,Mapper-0-12,N/A,48.5054731369,N/A,53.0733840466,87.0080289841,87.0633621216
unit.000012,Mapper-0-13,N/A,68.2547619343,N/A,79.0549910069,88.2697660923,88.3184990883
unit.000013,Mapper-0-14,N/A,84.8352029324,N/A,88.5449800491,98.0278429985,98.0708060265
unit.000014,Mapper-0-15,N/A,6.38077116013,N/A,17.2958321571,26.6681439877,26.7078101635
unit.000015,Mapper-0-16,N/A,6.40685200691,N/A,11.8892400265,27.7478470802,27.7991111279
unit.000016,Mapper-0-17,N/A,6.42962408066,N/A,22.0110850334,32.3086919785,32.352200985
unit.000017,Mapper-0-18,N/A,6.48493313789,N/A,22.1106410027,32.6542241573,32.6920630932
unit.000018,Mapper-0-19,N/A,6.45440006256,N/A,22.8221380711,32.5027289391,32.5391950607
unit.000019,Mapper-0-20,N/A,38.9154570103,N/A,48.0435659885,77.0790319443,77.1235089302
unit.000020,Mapper-0-21,N/A,41.5138599873,N/A,49.0514881611,76.9866969585,77.0358290672
unit.000021,Mapper-0-22,N/A,45.6155860424,N/A,49.755215168,77.1601171494,77.2191121578
unit.000022,Mapper-0-23,N/A,55.5902769566,N/A,80.2702131271,89.6603929996,89.6988401413
unit.000023,Mapper-0-24,N/A,50.9612989426,N/A,56.9916551113,87.0073289871,87.0652611256
