CU,Name,New,StageIn,Allocate,Exec,StageOut,Done
unit.000000,Mapper-0-1,N/A,6.55083799362,N/A,21.5934858322,44.0017888546,44.0379159451
unit.000001,Mapper-0-2,N/A,6.40854287148,N/A,13.2129318714,42.5344979763,42.570609808
unit.000002,Mapper-0-3,N/A,6.56249880791,N/A,21.5963289738,44.1702308655,44.207859993
unit.000003,Mapper-0-4,N/A,8.21979379654,N/A,21.6051359177,55.1137290001,55.1520388126
unit.000004,Mapper-0-5,N/A,6.5210108757,N/A,21.3778538704,43.6707248688,43.7067518234
unit.000005,Mapper-0-6,N/A,6.39979696274,N/A,12.8066928387,44.1434669495,44.1788468361
unit.000006,Mapper-0-7,N/A,6.38201594353,N/A,12.5023808479,42.4626839161,42.5003459454
unit.000007,Mapper-0-8,N/A,6.41434884071,N/A,12.5058100224,43.8618018627,43.8978660107
unit.000008,Mapper-0-9,N/A,6.43447995186,N/A,21.4793379307,43.7915890217,43.8277900219
unit.000009,Mapper-0-10,N/A,6.4510409832,N/A,21.5844628811,43.8865737915,43.9228799343
unit.000010,Mapper-0-11,N/A,6.46854496002,N/A,13.4160439968,43.8153138161,43.8523058891
unit.000011,Mapper-0-12,N/A,6.48269891739,N/A,21.587446928,43.9320847988,43.9677529335
unit.000012,Mapper-0-13,N/A,6.49924683571,N/A,21.5906059742,43.9573068619,43.9931638241
unit.000013,Mapper-0-14,N/A,6.5328848362,N/A,21.4965288639,50.4660148621,52.8258118629
unit.000014,Mapper-0-15,N/A,6.62162590027,N/A,21.5089168549,43.7426359653,43.7808258533
unit.000015,Mapper-0-16,N/A,6.57358193398,N/A,21.5992088318,55.0414628983,55.0779278278
unit.000016,Mapper-0-17,N/A,6.59755396843,N/A,21.5017828941,55.0763440132,55.1133339405
unit.000017,Mapper-0-18,N/A,6.60700392723,N/A,21.5062680244,44.0274579525,44.0636928082
unit.000018,Mapper-0-19,N/A,6.65056991577,N/A,21.515324831,43.7166769505,43.753494978
unit.000019,Mapper-0-20,N/A,6.90065693855,N/A,21.5183470249,53.8986358643,53.935559988
unit.000020,Mapper-0-21,N/A,6.37325882912,N/A,12.4009737968,42.6056427956,42.643543005
unit.000021,Mapper-0-22,N/A,6.63639879227,N/A,21.5114428997,52.7128968239,52.7498748302
unit.000022,Mapper-0-23,N/A,6.36783599854,N/A,13.3145909309,42.5524218082,42.5915389061
unit.000023,Mapper-0-24,N/A,6.42625784874,N/A,11.8949828148,42.4722759724,42.5141839981
unit.000024,Mapper-0-25,N/A,6.43995594978,N/A,21.482929945,53.8994748592,53.9693059921
unit.000025,Mapper-0-26,N/A,6.45650887489,N/A,11.9967498779,40.3180949688,40.3547279835
unit.000026,Mapper-0-27,N/A,6.4741768837,N/A,21.4859509468,44.0721728802,44.1086418629
unit.000027,Mapper-0-28,N/A,6.49381399155,N/A,21.4890367985,53.824837923,53.8639109135
unit.000028,Mapper-0-29,N/A,6.51034092903,N/A,21.4932777882,44.0982329845,44.1350989342
unit.000029,Mapper-0-30,N/A,6.5399889946,N/A,21.4991698265,53.9698779583,54.0063478947
