CU,Name,New,StageIn,Allocate,Exec,StageOut,Done
unit.000000,Mapper-0-1,N/A,84.0607428551,N/A,87.5523469448,104.843088865,104.879737854
unit.000001,Mapper-0-2,N/A,84.1975078583,N/A,93.8960139751,109.196559906,109.233151913
unit.000002,Mapper-0-3,N/A,86.0890910625,N/A,93.8989510536,109.053515911,109.089717865
unit.000003,Mapper-0-4,N/A,87.8668990135,N/A,96.499327898,109.124667883,109.162081957
unit.000004,Mapper-0-5,N/A,6.38574385643,N/A,14.0204958916,24.4998500347,24.5361628532
unit.000005,Mapper-0-6,N/A,6.37546205521,N/A,12.6051020622,29.8459658623,29.8835399151
unit.000006,Mapper-0-7,N/A,6.40562200546,N/A,23.1291458607,32.1538829803,32.1909198761
unit.000007,Mapper-0-8,N/A,6.42940402031,N/A,22.613421917,31.0270030499,31.0630998611
unit.000008,Mapper-0-9,N/A,6.46332406998,N/A,24.6547839642,34.4390408993,34.4771950245
unit.000009,Mapper-0-10,N/A,6.48623085022,N/A,25.5655238628,35.6076529026,35.6518659592
unit.000010,Mapper-0-11,N/A,6.5261759758,N/A,23.8553709984,33.3160879612,33.3578979969
unit.000011,Mapper-0-12,N/A,6.55747485161,N/A,24.2509038448,31.0977070332,31.1391758919
unit.000012,Mapper-0-13,N/A,6.59066104889,N/A,28.3042809963,37.9946348667,38.0334820747
unit.000013,Mapper-0-14,N/A,6.62240195274,N/A,24.7569739819,34.5181970596,34.5615780354
unit.000014,Mapper-0-15,N/A,6.67368292809,N/A,23.9457709789,33.3920888901,33.4284169674
unit.000015,Mapper-0-16,N/A,6.70525693893,N/A,30.0258438587,40.2216949463,40.2584519386
unit.000016,Mapper-0-17,N/A,6.76383399963,N/A,29.7274320126,39.1204910278,39.1604299545
unit.000017,Mapper-0-18,N/A,7.78962087631,N/A,29.7303919792,39.0475349426,39.0838508606
unit.000018,Mapper-0-19,N/A,10.0788660049,N/A,29.7363500595,37.8675990105,37.9052929878
unit.000019,Mapper-0-20,N/A,12.2092039585,N/A,30.940901041,40.2931189537,40.3294448853
unit.000020,Mapper-0-21,N/A,14.3777320385,N/A,32.971547842,84.396707058,84.4355750084
unit.000021,Mapper-0-22,N/A,16.488961935,N/A,32.3699059486,58.5663640499,58.6024270058
unit.000022,Mapper-0-23,N/A,18.8881409168,N/A,31.1473648548,40.4373888969,40.4737930298
unit.000023,Mapper-0-24,N/A,20.9121539593,N/A,33.0727679729,60.7961039543,60.8385469913
