Produce_batch,Num_Messages,Number_APoints/Msg,KB_Transfered,KB/sec,TimeStamp
0,5000,0,5000,0.0,0.0,20171108-105724
5000,10000,1,5000,309.0,3691.18056038,20171108-105725
0,5000,2,5000,621.0,3411.09290113,20171108-105725
5000,10000,3,5000,930.0,3547.41237424,20171108-105725
10000,15000,4,5000,1235.0,3609.13845528,20171108-105725
15000,20000,5,5000,1545.0,3659.79404127,20171108-105725
20000,25000,6,5000,1853.0,3940.6658997,20171108-105725
25000,30000,7,5000,2163.0,3929.95417014,20171108-105725
30000,35000,8,5000,2474.0,4338.40244131,20171108-105725
35000,40000,9,5000,2780.0,4659.87961216,20171108-105725
40000,45000,10,5000,3091.0,5012.69884741,20171108-105725
45000,50000,11,5000,3402.0,5312.10562098,20171108-105725
50000,55000,12,5000,3715.0,5632.58596271,20171108-105725
55000,60000,13,5000,4026.0,5892.14054239,20171108-105725
60000,65000,14,5000,4340.0,6139.49984232,20171108-105725
65000,70000,15,5000,4644.0,6359.90924802,20171108-105725
70000,75000,16,5000,4956.0,6573.68473908,20171108-105725
75000,80000,17,5000,5272.0,6779.85366407,20171108-105725
80000,85000,18,5000,5585.0,7006.60450256,20171108-105725
85000,90000,19,5000,5902.0,7120.95904902,20171108-105725
90000,95000,20,5000,6208.0,7320.22741245,20171108-105725
95000,100000,21,5000,6520.0,7477.86995982,20171108-105725
0,5000,22,5000,6827.0,6424.83797017,20171108-105725
5000,10000,23,5000,7148.0,5988.63610781,20171108-105726
10000,15000,24,5000,7470.0,5641.20617195,20171108-105726
15000,20000,25,5000,7785.0,5542.23922873,20171108-105726
20000,25000,26,5000,8101.0,5574.87440294,20171108-105726
25000,30000,27,5000,8419.0,5490.88622346,20171108-105726
30000,35000,28,5000,8737.0,5591.54434089,20171108-105726
35000,40000,29,5000,9036.0,5698.59152732,20171108-105726
40000,45000,30,5000,9335.0,5801.59246516,20171108-105726
45000,50000,31,5000,9645.0,5906.55010493,20171108-105726
50000,55000,32,5000,9955.0,6008.99173881,20171108-105726
55000,60000,33,5000,10254.0,6074.59405846,20171108-105726
60000,65000,34,5000,10552.0,6138.03848529,20171108-105726
65000,70000,35,5000,10858.0,6200.43979113,20171108-105726
70000,75000,36,5000,11164.0,6289.57036832,20171108-105726
75000,80000,37,5000,11475.0,6379.90906076,20171108-105726
80000,85000,38,5000,11786.0,6468.3355611,20171108-105726
85000,90000,39,5000,12104.0,6530.20726161,20171108-105726
90000,95000,40,5000,12421.0,6588.69743853,20171108-105726
95000,100000,41,5000,12742.0,6674.42232634,20171108-105726
100000,105000,42,5000,13062.0,6728.99771733,20171108-105726
105000,110000,43,5000,13370.0,6776.5716021,20171108-105726
110000,115000,44,5000,13677.0,6821.97409539,20171108-105726
115000,120000,45,5000,13980.0,6890.91211992,20171108-105726
120000,125000,46,5000,14283.0,6959.20009219,20171108-105726
125000,130000,47,5000,14584.0,6971.44243577,20171108-105727
130000,135000,48,5000,14884.0,7009.51628268,20171108-105727
135000,140000,49,5000,15184.0,7086.46532878,20171108-105727
140000,145000,50,5000,15485.0,7149.48911194,20171108-105727
145000,150000,51,5000,15795.0,7186.36604185,20171108-105727
150000,155000,52,5000,16106.0,7248.26812004,20171108-105727
155000,160000,53,5000,16420.0,7285.62552649,20171108-105727
160000,165000,54,5000,16733.0,7320.80018834,20171108-105727
165000,170000,55,5000,17057.0,7360.09880865,20171108-105727
170000,175000,56,5000,17380.0,7347.36467417,20171108-105727
175000,180000,57,5000,17703.0,7334.6839742,20171108-105727
180000,185000,58,5000,18026.0,7405.98650875,20171108-105727
185000,190000,59,5000,18342.0,7462.30133131,20171108-105727
190000,195000,60,5000,18657.0,7517.26088386,20171108-105727
195000,200000,61,5000,18971.0,7582.99213112,20171108-105727
200000,205000,62,5000,19284.0,7634.89312447,20171108-105727
205000,210000,63,5000,19583.0,7658.07825058,20171108-105727
210000,215000,64,5000,19882.0,7716.91216065,20171108-105727
215000,220000,65,5000,20196.0,7767.3037,20171108-105727
220000,225000,66,5000,20510.0,7791.59974781,20171108-105727
225000,230000,67,5000,20819.0,7840.28232669,20171108-105727
230000,235000,68,5000,21129.0,7887.93452498,20171108-105727
235000,240000,69,5000,21439.0,7911.38251337,20171108-105727
240000,245000,70,5000,21748.0,7967.75393369,20171108-105727
245000,250000,71,5000,22059.0,8027.50597004,20171108-105727
250000,255000,72,5000,22369.0,8070.17225758,20171108-105727
255000,260000,73,5000,22684.0,8044.27106902,20171108-105727
260000,265000,74,5000,22999.0,8064.67451101,20171108-105727
265000,270000,75,5000,23312.0,8083.68002165,20171108-105727
270000,275000,76,5000,23624.0,8102.0842253,20171108-105727
275000,280000,77,5000,23938.0,8122.16975222,20171108-105727
280000,285000,78,5000,24252.0,8140.96255095,20171108-105727
285000,290000,79,5000,24557.0,8113.00949368,20171108-105727
290000,295000,80,5000,24863.0,8085.27318666,20171108-105728
295000,300000,81,5000,25176.0,8103.89029106,20171108-105728
300000,305000,82,5000,25490.0,8154.23997974,20171108-105728
305000,310000,83,5000,25805.0,8171.56700048,20171108-105728
310000,315000,84,5000,26121.0,8224.67002682,20171108-105728
315000,320000,85,5000,26448.0,8247.77217578,20171108-105728
320000,325000,86,5000,26774.0,8266.80797474,20171108-105728
325000,330000,87,5000,27093.0,8283.81663415,20171108-105728
330000,335000,88,5000,27411.0,8260.26130086,20171108-105728
335000,340000,89,5000,27711.0,8272.74067065,20171108-105728
340000,345000,90,5000,28012.0,8284.68681923,20171108-105728
345000,350000,91,5000,28316.0,8257.68766385,20171108-105728
350000,355000,92,5000,28619.0,8230.41854458,20171108-105728
355000,360000,93,5000,28931.0,8208.447182,20171108-105728
360000,365000,94,5000,29243.0,8186.0607329,20171108-105728
365000,370000,95,5000,29557.0,8225.53824193,20171108-105728
370000,375000,96,5000,29871.0,8259.53571472,20171108-105728
375000,380000,97,5000,30179.0,8290.02974249,20171108-105728
380000,385000,98,5000,30487.0,8329.63580687,20171108-105728
385000,390000,99,5000,30801.0,8369.87313641,20171108-105728
390000,395000,100,5000,31115.0,8400.86573113,20171108-105728
395000,400000,101,5000,31414.0,8428.76524131,20171108-105728
400000,405000,102,5000,31713.0,8437.82264556,20171108-105728
405000,410000,103,5000,32027.0,8468.61548742,20171108-105728
410000,415000,104,5000,32340.0,8460.20793792,20171108-105728
415000,420000,105,5000,32648.0,8497.34317652,20171108-105728
420000,425000,106,5000,32957.0,8533.92633995,20171108-105728
425000,430000,107,5000,33267.0,8561.69596253,20171108-105728
430000,435000,108,5000,33578.0,8589.08373196,20171108-105728
435000,440000,109,5000,33877.0,8596.36876125,20171108-105728
440000,445000,110,5000,34176.0,8621.54407873,20171108-105728
445000,450000,111,5000,34475.0,8628.30133512,20171108-105728
450000,455000,112,5000,34774.0,8661.01271539,20171108-105728
455000,460000,113,5000,35088.0,8687.78697889,20171108-105728
460000,465000,114,5000,35402.0,8714.51644074,20171108-105728
465000,470000,115,5000,35708.0,8738.97664735,20171108-105729
470000,475000,116,5000,36015.0,8762.58383755,20171108-105729
475000,480000,117,5000,36324.0,8786.87269021,20171108-105729
480000,485000,118,5000,36633.0,8810.65201271,20171108-105729
485000,490000,119,5000,36954.0,8837.04410691,20171108-105729
490000,495000,120,5000,37275.0,8862.87889872,20171108-105729
495000,500000,121,5000,37577.0,8867.68879884,20171108-105729
500000,505000,122,5000,37879.0,8889.88495325,20171108-105729
505000,510000,123,5000,38190.0,8897.94115644,20171108-105729
510000,515000,124,5000,38501.0,8903.73807836,20171108-105729
515000,520000,125,5000,38819.0,8928.45046518,20171108-105729
520000,525000,126,5000,39137.0,8953.07761686,20171108-105729
525000,530000,127,5000,39457.0,8977.04210998,20171108-105729
530000,535000,128,5000,39778.0,8996.62884691,20171108-105729
535000,540000,129,5000,40094.0,8974.20066978,20171108-105729
540000,545000,130,5000,40410.0,8968.0169028,20171108-105729
545000,550000,131,5000,40714.0,8959.24317786,20171108-105729
550000,555000,132,5000,41019.0,8958.4080939,20171108-105729
555000,560000,133,5000,41334.0,8937.87356601,20171108-105729
560000,565000,134,5000,41649.0,8932.52405757,20171108-105729
565000,570000,135,5000,41967.0,8911.37377037,20171108-105729
570000,575000,136,5000,42286.0,8906.69426705,20171108-105729
575000,580000,137,5000,42592.0,8906.69616198,20171108-105729
580000,585000,138,5000,42898.0,8911.17228808,20171108-105729
585000,590000,139,5000,43210.0,8924.15125274,20171108-105729
590000,595000,140,5000,43523.0,8922.43414114,20171108-105729
595000,600000,141,5000,43837.0,8943.59959756,20171108-105729
600000,605000,142,5000,44151.0,8958.92534259,20171108-105729
605000,610000,143,5000,44450.0,8962.76321656,20171108-105729
610000,615000,144,5000,44748.0,8966.13548508,20171108-105729
615000,620000,145,5000,45048.0,8968.91180476,20171108-105729
620000,625000,146,5000,45348.0,8972.10886668,20171108-105729
625000,630000,147,5000,45654.0,8975.21477984,20171108-105730
630000,635000,148,5000,45960.0,8978.05982184,20171108-105730
635000,640000,149,5000,46269.0,8996.00860874,20171108-105730
640000,645000,150,5000,46578.0,9013.63960057,20171108-105730
645000,650000,151,5000,46885.0,9030.42475842,20171108-105730
650000,655000,152,5000,47191.0,9047.83637617,20171108-105730
655000,660000,153,5000,47507.0,9066.68339298,20171108-105730
660000,665000,154,5000,47824.0,9071.4509217,20171108-105730
665000,670000,155,5000,48133.0,9074.5393308,20171108-105730
670000,675000,156,5000,48442.0,9091.30332679,20171108-105730
675000,680000,157,5000,48743.0,9107.65759517,20171108-105730
680000,685000,158,5000,49045.0,9123.67867226,20171108-105730
685000,690000,159,5000,49351.0,9139.70705529,20171108-105730
690000,695000,160,5000,49657.0,9142.45021755,20171108-105730
695000,700000,161,5000,49967.0,9146.9721137,20171108-105730
700000,705000,162,5000,50277.0,9163.80578506,20171108-105730
705000,710000,163,5000,50589.0,9166.97909615,20171108-105730
710000,715000,164,5000,50902.0,9170.62118189,20171108-105730
715000,720000,165,5000,51212.0,9186.25285374,20171108-105730
720000,725000,166,5000,51522.0,9200.00869718,20171108-105730
725000,730000,167,5000,51839.0,9216.81527881,20171108-105730
