CU,Name,New,StageIn,Allocate,Exec,StageOut,Done
unit.000000,Euclidean_dist_1_1,-11.0987801552,8.1551258564,8.36029791832,8.56272006035,139.719488859,145.837688923
unit.000001,Euclidean_dist_1_5399,-11.0830881596,156.412090063,156.615592003,329.342032909,578.754061937,580.234168053
unit.000002,Euclidean_dist_1_10797,-11.0675730705,156.21158886,156.415163994,329.215370893,584.696194887,586.269484997
unit.000003,Euclidean_dist_1_16195,-11.0618579388,160.255885839,160.459261894,332.107249975,582.137359858,583.484592915
unit.000004,Euclidean_dist_1_21593,-11.0576660633,160.803587914,161.019647837,332.251234055,588.112668037,589.252394915
unit.000005,Euclidean_dist_1_26991,-11.0518510342,161.201956034,161.405458927,332.556814909,585.075202942,586.51788497
unit.000006,Euclidean_dist_1_32389,-11.0466480255,163.999318838,164.202656984,333.772878885,585.840690851,587.849423885
unit.000007,Euclidean_dist_1_37787,-11.0413711071,165.799289942,166.002611876,335.492852926,584.296607971,585.138705015
unit.000008,Euclidean_dist_1_43185,-11.0278179646,168.199081898,168.402591944,337.917655945,595.802954912,602.26757288
unit.000009,Euclidean_dist_1_48583,-11.0234830379,172.744940042,172.948468924,426.880061865,683.371695042,685.243881941
unit.000010,Euclidean_dist_1_53981,-11.0172450542,175.994984865,176.198389053,443.517075062,694.435703039,695.476405859
unit.000011,Euclidean_dist_1_59379,-11.0130541325,171.500473022,171.69991684,414.48509407,669.380182981,669.881765842
unit.000012,Euclidean_dist_1_64777,-11.0087180138,171.894693851,172.09817791,415.439491987,664.648495913,666.734112978
unit.000013,Euclidean_dist_1_70175,-11.0032520294,202.291723013,202.495185852,535.600309849,796.909683943,797.950942993
unit.000014,Euclidean_dist_1_75573,-10.9989459515,177.798639059,178.002183914,456.720456839,703.084938049,704.884912968
unit.000015,Euclidean_dist_1_80971,-10.9933080673,157.708911896,157.912358046,329.927057981,581.29675889,582.342774868
unit.000016,Euclidean_dist_1_86369,-10.9814071655,155.210942984,155.414480925,328.990538836,583.958807945,585.091398001
unit.000017,Euclidean_dist_1_91767,-10.9748361111,180.860991001,181.047879934,508.313174009,754.85196805,756.648737907
unit.000018,Euclidean_dist_1_97165,-10.9638960361,184.136239052,184.339689016,512.504411936,765.908236027,767.104466915
unit.000019,Euclidean_dist_1_102563,-10.9455029964,252.142364979,252.381618023,585.394309998,833.498070002,835.307296038
unit.000020,Euclidean_dist_1_107961,-10.9372291565,196.899055958,197.102616072,530.51252985,781.400930882,782.012306929
unit.000021,Euclidean_dist_1_113359,-10.9307329655,7.74897003174,7.9532430172,8.15832901001,263.845515966,265.982722044
unit.000022,Euclidean_dist_1_118757,-10.92355299,6.59383392334,6.80057001114,7.00033593178,251.024297953,251.52806592
unit.000023,Euclidean_dist_1_124155,-10.9190530777,178.597049952,178.82823801,463.373733044,721.482851028,722.529857874
unit.000024,Euclidean_dist_1_129553,-10.9096570015,7.00665998459,7.20672488213,7.40727305412,259.194499016,260.081022978
unit.000025,Euclidean_dist_1_134951,-10.8947980404,13.6197500229,13.8200218678,14.022413969,268.383056879,270.311131954
unit.000026,Euclidean_dist_1_140349,-10.8858499527,200.797678947,200.996896982,533.852826834,784.629606009,785.803129911
unit.000027,Euclidean_dist_5399_5399,-10.8789100647,202.043609858,202.247164965,535.47090888,667.668581009,668.809975863
unit.000028,Euclidean_dist_5399_10797,-10.8646330833,203.545053959,203.748638868,538.297831059,792.940469027,794.386791945
unit.000029,Euclidean_dist_5399_16195,-10.8583400249,199.941761971,200.182241917,533.650039911,787.901679993,789.033612967
unit.000030,Euclidean_dist_5399_21593,-10.8463311195,49.4879870415,49.6920058727,49.8940680027,303.596493006,314.576191902
unit.000031,Euclidean_dist_5399_26991,-10.8422219753,207.292166948,207.4956429,541.538922071,794.490411043,795.485903025
unit.000032,Euclidean_dist_5399_32389,-10.8377420902,210.747395039,210.951537848,550.922380924,808.232661009,810.031913996
unit.000033,Euclidean_dist_5399_37787,-10.833687067,102.716155052,102.919647932,264.959557056,510.869053841,511.813822985
unit.000034,Euclidean_dist_5399_43185,-10.8284571171,212.845950842,213.049455881,552.567188978,812.524770975,814.208723068
unit.000035,Euclidean_dist_5399_48583,-10.8234300613,72.3280479908,72.5316698551,72.7338688374,331.477647066,332.291417837
unit.000036,Euclidean_dist_5399_53981,-10.8149440289,8.85638403893,9.06105303764,9.26342892647,254.249861956,254.701294899
unit.000037,Euclidean_dist_5399_59379,-10.8061320782,186.53362298,186.737076044,523.548768044,773.446598053,774.541764975
unit.000038,Euclidean_dist_5399_64777,-10.7904319763,213.793058872,213.996572018,553.652833939,802.984344006,806.690922022
unit.000039,Euclidean_dist_5399_70175,-10.7830569744,82.569742918,82.7752430439,139.732732058,386.261738062,387.767945051
unit.000040,Euclidean_dist_5399_75573,-10.7776229382,219.941578865,220.145194054,560.449921846,809.705200911,811.093816042
unit.000041,Euclidean_dist_5399_80971,-10.7676019669,98.2733399868,98.4767789841,260.419482946,519.402922869,520.596746922
unit.000042,Euclidean_dist_5399_86369,-10.7615549564,221.741482973,221.945008039,561.444952965,813.656125069,815.324565887
unit.000043,Euclidean_dist_5399_91767,-10.7555229664,222.837679863,223.041250944,562.251430035,816.044919014,817.404028893
unit.000044,Euclidean_dist_5399_97165,-10.7457010746,116.147973061,116.351624012,282.740156889,539.023462057,546.537467957
unit.000045,Euclidean_dist_5399_102563,-10.738765955,226.531393051,226.735000849,566.901772976,818.251796961,819.509547949
unit.000046,Euclidean_dist_5399_107961,-10.7340800762,123.642349005,123.845561981,302.514778852,560.011333942,561.738116026
unit.000047,Euclidean_dist_5399_113359,-10.7294280529,227.230422974,227.434007883,569.120049,823.768231869,824.846139908
unit.000048,Euclidean_dist_5399_118757,-10.7252280712,138.218278885,138.421766043,315.675298929,565.815408945,567.107753038
unit.000049,Euclidean_dist_5399_124155,-10.718503952,135.27699995,135.480376959,310.928285837,566.15060997,567.095973969
unit.000050,Euclidean_dist_5399_129553,-10.7136039734,231.977340937,232.180847883,578.251381874,826.478184938,826.911375046
unit.000051,Euclidean_dist_5399_134951,-10.7093300819,233.073879004,233.277356863,580.426367044,831.707282066,833.155175924
unit.000052,Euclidean_dist_5399_140349,-10.705217123,91.6226298809,91.826128006,178.813803911,439.375025988,440.833826065
unit.000053,Euclidean_dist_10797_10797,-10.70104599,164.69858098,164.902421951,333.901141882,463.366095066,472.504030943
unit.000054,Euclidean_dist_10797_16195,-10.6969950199,208.391335964,208.595430851,541.820508003,799.472296953,801.069953918
unit.000055,Euclidean_dist_10797_21593,-10.6930160522,237.272964001,237.528777838,582.787621021,827.983334064,829.029713869
unit.000056,Euclidean_dist_10797_26991,-10.6878299713,63.7300510406,63.9336769581,64.1362259388,310.012836933,315.809710026
unit.000057,Euclidean_dist_10797_32389,-10.6825361252,209.750756979,209.954885006,546.987843037,791.935899019,793.324368954
unit.000058,Euclidean_dist_10797_37787,-10.6768391132,100.223639965,100.427268028,263.037808895,512.62607193,514.185818911
unit.000059,Euclidean_dist_10797_43185,-10.6693150997,225.33791995,225.54145503,565.684813976,815.161501884,816.361907959
unit.000060,Euclidean_dist_10797_48583,-10.6636710167,231.427614927,231.631183863,578.125930071,830.289330006,832.099143028
unit.000061,Euclidean_dist_10797_53981,-10.6507380009,254.343441963,254.547508001,587.21518302,842.142494917,843.826534033
unit.000062,Euclidean_dist_10797_59379,-10.624669075,55.7840640545,55.9881298542,56.1901659966,303.215329885,315.410580873
unit.000063,Euclidean_dist_10797_64777,-10.5972659588,207.691225052,207.894589901,541.677182913,794.121626854,795.512279987
unit.000064,Euclidean_dist_10797_70175,-10.5804121494,58.592471838,58.7957799435,58.9981398582,329.221010923,331.017731905
unit.000065,Euclidean_dist_10797_75573,-10.5754160881,61.6844639778,61.887898922,62.0901398659,320.405807018,321.507482052
unit.000066,Euclidean_dist_10797_80971,-10.5687000751,211.445293903,211.64891386,551.428184986,809.411676884,811.088968992
unit.000067,Euclidean_dist_10797_86369,-10.5641281605,74.0801448822,74.2836990356,74.4858779907,329.613314867,331.087338924
unit.000068,Euclidean_dist_10797_91767,-10.5588130951,6.38868999481,6.59690284729,6.80422687531,261.516191006,262.465644836
unit.000069,Euclidean_dist_10797_97165,-10.5504131317,147.671088934,147.875231028,321.928740978,574.123234034,575.716024876
unit.000070,Euclidean_dist_10797_102563,-10.5457160473,216.142045021,216.345581055,556.989730835,807.903879881,810.036049843
unit.000071,Euclidean_dist_10797_107961,-10.541020155,218.707823992,218.898078918,560.063952923,813.954201937,815.294648886
unit.000072,Euclidean_dist_10797_113359,-10.5343191624,222.139633894,222.343159914,561.578578949,817.950248003,819.503334999
unit.000073,Euclidean_dist_10797_118757,-10.5296881199,220.339510918,220.542978048,560.576766014,810.817764044,812.136438847
unit.000074,Euclidean_dist_10797_124155,-10.5244190693,113.247470856,113.450912952,281.219131947,541.533851862,546.43957901
unit.000075,Euclidean_dist_10797_129553,-10.5149550438,110.802938938,111.006401062,279.194220066,527.882779837,529.621665955
unit.000076,Euclidean_dist_10797_134951,-10.5108499527,224.485434055,224.689146042,565.48230195,816.340821028,818.448899031
unit.000077,Euclidean_dist_10797_140349,-10.5050940514,119.543758869,119.747061968,290.819159985,541.928061008,546.784780979
unit.000078,Euclidean_dist_16195_16195,-10.4995889664,126.688364983,126.891774893,305.24693799,429.594997883,431.450706005
unit.000079,Euclidean_dist_16195_21593,-10.4944820404,227.633987904,227.837605953,572.144541025,814.834117889,816.375427008
unit.000080,Euclidean_dist_16195_26991,-10.486686945,162.750149965,162.953500986,332.986366034,583.586873055,584.927911997
unit.000081,Euclidean_dist_16195_32389,-10.4806101322,229.880583048,230.084019899,576.886734962,835.60589385,837.367941856
unit.000082,Euclidean_dist_16195_37787,-10.4755101204,232.525405884,232.728950977,580.223793983,838.938783884,840.59383893
unit.000083,Euclidean_dist_16195_43185,-10.4663281441,152.060031891,152.263428926,328.197515965,580.93482995,582.311037064
unit.000084,Euclidean_dist_16195_48583,-10.4554920197,236.123914003,236.32743597,582.656328917,839.235745907,840.59275794
unit.000085,Euclidean_dist_16195_53981,-10.4504289627,94.52571702,94.7292079926,200.39537096,455.702766895,456.79914999
unit.000086,Euclidean_dist_16195_59379,-10.4393761158,197.299049854,197.502563953,531.119551897,790.029917002,791.228405952
unit.000087,Euclidean_dist_16195_64777,-10.4270830154,250.742742062,251.048791885,584.50850606,841.829679966,843.810855865
unit.000088,Euclidean_dist_16195_70175,-10.4220640659,205.891778946,206.293663979,539.344920874,803.787889957,806.684726954
unit.000089,Euclidean_dist_16195_75573,-10.4156711102,251.74396801,251.94777894,584.637497902,844.145567894,846.059440851
unit.000090,Euclidean_dist_16195_80971,-10.4106090069,217.541671038,217.745239019,557.797641039,806.699146032,807.747560978
unit.000091,Euclidean_dist_16195_86369,-10.4052751064,250.343940973,250.598835945,584.381083965,838.211570978,839.439225912
unit.000092,Euclidean_dist_16195_91767,-10.3939330578,255.443546057,255.647758961,587.657485008,841.12522006,842.751333952
unit.000093,Euclidean_dist_16195_97165,-10.3634581566,175.047533989,175.251055002,439.382442951,695.074954987,696.690456867
unit.000094,Euclidean_dist_16195_102563,-10.345539093,235.025500059,235.228996038,582.146101952,825.976166964,826.920238972
unit.000095,Euclidean_dist_16195_107961,-10.3402659893,96.8191568851,97.0225708485,258.697212934,508.298091888,509.661757946
unit.000096,Euclidean_dist_16195_113359,-10.3141510487,97.8667378426,98.0702390671,259.210216045,511.634237051,512.962872028
unit.000097,Euclidean_dist_16195_118757,-10.3000030518,100.471487999,100.674795866,263.848690987,519.098641872,519.506625891
unit.000098,Euclidean_dist_16195_124155,-10.2873950005,101.619338989,101.8757689,263.970700979,522.228559971,523.848894835
unit.000099,Euclidean_dist_16195_129553,-10.2779171467,101.867470026,102.07091403,264.159054041,509.509713888,510.741435051
unit.000100,Euclidean_dist_16195_134951,-10.2698590755,103.667660952,103.871119976,268.389251947,518.491596937,519.575042009
unit.000101,Euclidean_dist_16195_140349,-10.2643361092,105.214810848,105.418241978,274.334782839,535.465914011,536.808897972
unit.000102,Euclidean_dist_21593_21593,-10.2598731518,102.970628023,103.174097061,265.163164854,392.410043001,394.032824993
unit.000103,Euclidean_dist_21593_26991,-10.251390934,106.610702038,106.867769003,274.679533005,531.478597879,532.854799032
unit.000104,Euclidean_dist_21593_32389,-10.2446911335,98.8246388435,99.0279960632,261.226883888,512.34394002,514.188834906
unit.000105,Euclidean_dist_21593_37787,-10.2153410912,109.00601387,109.209394932,278.014437914,538.292867899,538.888515949
unit.000106,Euclidean_dist_21593_43185,-10.210160017,110.254045963,110.457533836,278.88538003,534.015070915,535.724654913
unit.000107,Euclidean_dist_21593_48583,-10.2009871006,112.999022007,113.202427864,280.850208044,524.45025897,525.982104063
unit.000108,Euclidean_dist_21593_53981,-10.1954751015,111.752020836,111.955419064,280.407161951,535.805495024,536.818207979
unit.000109,Euclidean_dist_21593_59379,-10.1884300709,111.050992012,111.254395962,280.104140043,533.642354012,535.471133947
unit.000110,Euclidean_dist_21593_64777,-10.1783590317,108.058866024,108.262394905,276.256935835,532.239157915,532.990042925
unit.000111,Euclidean_dist_21593_70175,-10.1688530445,107.00927496,107.21272707,276.053875923,531.111752987,531.706068039
unit.000112,Euclidean_dist_21593_75573,-10.1604280472,116.348568916,116.551837921,283.143194914,536.575073004,537.853177071
unit.000113,Euclidean_dist_21593_80971,-10.1506431103,117.095053911,117.298461914,283.345984936,540.823437929,546.59177494
unit.000114,Euclidean_dist_21593_86369,-10.1451220512,115.249439955,115.452822924,282.269217014,534.55395484,535.773797035
unit.000115,Euclidean_dist_21593_91767,-10.135133028,117.343276024,117.546664,284.256532907,539.37273407,546.62213397
unit.000116,Euclidean_dist_21593_97165,-10.1307890415,118.491657019,118.694920063,286.175493002,542.286473036,546.685479879
unit.000117,Euclidean_dist_21593_102563,-10.1269609928,115.052151918,115.252496004,282.132145882,539.72982502,546.551720858
unit.000118,Euclidean_dist_21593_107961,-10.123290062,118.243824005,118.447224855,285.26740694,532.568127871,534.353097916
unit.000119,Euclidean_dist_21593_113359,-10.1158111095,120.300176859,120.496760845,293.339164019,546.980131865,548.034738064
unit.000120,Euclidean_dist_21593_118757,-10.1092350483,119.343276978,119.546836853,287.588430882,542.649595022,546.778487921
unit.000121,Euclidean_dist_21593_124155,-10.1027851105,121.442832947,121.64608407,297.468478918,551.085657835,552.409353971
unit.000122,Euclidean_dist_21593_129553,-10.0981349945,121.242300034,121.445884943,296.99080801,550.710185051,552.132592916
unit.000123,Euclidean_dist_21593_134951,-10.0911769867,122.193632841,122.401404858,298.579278946,551.463080883,552.350561857
unit.000124,Euclidean_dist_21593_140349,-10.0826439857,99.2226910591,99.4262700081,261.529896975,511.894531965,513.009376049
unit.000125,Euclidean_dist_26991_26991,-10.0671839714,122.398311853,122.597414017,300.696496964,426.872624874,428.299152851
unit.000126,Euclidean_dist_26991_32389,-10.0598461628,113.947340012,114.150994062,281.631648064,530.504812956,531.732178926
unit.000127,Euclidean_dist_26991_37787,-10.0533130169,105.463011026,105.66621995,274.537724972,527.415977955,529.732343912
unit.000128,Euclidean_dist_26991_43185,-10.0411310196,158.307993889,158.511530876,331.541080952,588.523951054,589.197788954
unit.000129,Euclidean_dist_26991_48583,-10.0360150337,120.493703842,120.696958065,296.866148949,552.824274063,554.787137032
unit.000130,Euclidean_dist_26991_53981,-10.0297040939,6.79751706123,7.0034558773,7.20359802246,258.686748028,260.034369946
unit.000131,Euclidean_dist_26991_59379,-10.0230109692,139.015601873,139.219087839,317.393323898,569.110343933,570.341328859
unit.000132,Euclidean_dist_26991_64777,-10.0155100822,167.307358027,167.501008034,336.202811003,591.954102039,593.673676014
unit.000133,Euclidean_dist_26991_70175,-10.0043611526,136.123780012,136.32723403,312.158068895,561.960623026,563.970664978
unit.000134,Euclidean_dist_26991_75573,-9.99684405327,169.405158043,169.600368977,392.417528868,644.208618879,645.807246923
unit.000135,Euclidean_dist_26991_80971,-9.9882581234,169.14861989,169.401988029,386.274883986,641.490252018,642.621190071
unit.000136,Euclidean_dist_26991_86369,-9.97769808769,172.993202925,173.196567059,429.602412939,676.626965046,678.215404987
unit.000137,Euclidean_dist_26991_91767,-9.96912908554,174.798213005,175.001881838,436.962739944,684.579445839,686.347918987
unit.000138,Euclidean_dist_26991_97165,-9.96173501015,166.800107002,167.003644943,335.694993973,593.062806845,601.961560011
unit.000139,Euclidean_dist_26991_102563,-9.95356798172,175.744863987,175.948507071,443.313252926,701.97803688,703.843718052
unit.000140,Euclidean_dist_26991_107961,-9.94533610344,177.10057497,177.304021835,455.710253954,709.619987011,711.143710852
