CU,Name,New,StageIn,Allocate,Exec,StageOut,Done
unit.000000,Euclidean_dist_1_1,-37.4458169937,26.2906248569,26.4969389439,268.032396793,393.695371866,395.095504999
unit.000001,Euclidean_dist_1_5399,-37.4425561428,104.711283922,104.914752007,761.009586811,1011.86940289,1013.08409691
unit.000002,Euclidean_dist_1_10797,-37.4338130951,105.40928793,105.612914801,761.977984905,1015.83111882,1017.53285694
unit.000003,Euclidean_dist_1_16195,-37.429749012,84.040738821,84.2442088127,524.842079878,777.3589468,778.69951582
unit.000004,Euclidean_dist_1_21593,-37.427077055,84.7394218445,84.9451038837,525.019965887,776.352024794,777.652928829
unit.000005,Euclidean_dist_1_26991,-37.4231832027,84.9874789715,85.1910738945,525.518601894,783.026834011,785.091687918
unit.000006,Euclidean_dist_1_32389,-37.4199039936,85.5356328487,85.7392289639,526.2683599,787.114097834,788.164114952
unit.000007,Euclidean_dist_1_37787,-37.4173140526,90.8812878132,91.0848889351,528.133071899,780.681512833,781.898378849
unit.000008,Euclidean_dist_1_43185,-37.4146721363,91.28053689,91.4840328693,528.943972826,778.732432842,780.849725962
unit.000009,Euclidean_dist_1_48583,-37.4122560024,91.9848868847,92.1884047985,529.07630682,779.835734844,781.931952953
unit.000010,Euclidean_dist_1_53981,-37.4051730633,92.9304559231,93.1329648495,531.652791023,782.119518995,784.083469868
unit.000011,Euclidean_dist_1_59379,-37.4026610851,92.2322969437,92.4357688427,530.846752882,790.833280802,791.265842915
unit.000012,Euclidean_dist_1_64777,-37.4002699852,93.4772088528,93.6807148457,534.363468885,788.577971935,789.206122875
unit.000013,Euclidean_dist_1_70175,-37.3978390694,22.2224388123,22.4289429188,261.889335871,510.615448952,512.280964851
unit.000014,Euclidean_dist_1_75573,-37.3927760124,26.7367188931,26.9036478996,268.538604975,521.58817482,522.86478591
unit.000015,Euclidean_dist_1_80971,-37.38499403,94.4234819412,94.6273360252,558.346817017,817.12329793,818.725365877
unit.000016,Euclidean_dist_1_86369,-37.377325058,93.7255618572,93.9289338589,544.39875102,793.644315004,795.324564934
