Number_Clusters,Number_Points_per_Cluster,        Number_Dim,Number_Points_per_Message,Interval,        Number_Partitions, Time
100,100,3,5000,120,384,0.17349
100,1000,3,5000,120,384,0.73561
100,10000,3,5000,120,384,6.33120
100,100000,3,5000,120,384,62.78524
100,1000000,3,5000,120,384,652.65492
